,ionIdx,ionMz,average intensity,mz difference,score,formula,ion,name,Query,KEGG
2027,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(18:2(9Z,12Z)/22:2(13Z,16Z)/0:0)",HMDB07262,
2028,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(18:3(6Z,9Z,12Z)/22:1(13Z)/0:0)",HMDB07290,
2029,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(18:3(9Z,12Z,15Z)/22:1(13Z)/0:0)",HMDB07319,
2030,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(18:4(6Z,9Z,12Z,15Z)/22:0/0:0)",HMDB07347,
2031,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(20:0/20:4(5Z,8Z,11Z,14Z)/0:0)",HMDB07373,C00165
2032,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(20:0/20:4(8Z,11Z,14Z,17Z)/0:0)",HMDB07374,
2033,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(20:1(11Z)/20:3(5Z,8Z,11Z)/0:0)",HMDB07400,
2034,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(20:1(11Z)/20:3(8Z,11Z,14Z)/0:0)",HMDB07401,
2035,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(20:2(11Z,14Z)/20:2(11Z,14Z)/0:0)",HMDB07428,
2036,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(20:3(5Z,8Z,11Z)/20:1(11Z)/0:0)",HMDB07456,
2037,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(20:3(8Z,11Z,14Z)/20:1(11Z)/0:0)",HMDB07485,
2038,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(20:4(5Z,8Z,11Z,14Z)/20:0/0:0)",HMDB07513,
2039,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(20:4(8Z,11Z,14Z,17Z)/20:0/0:0)",HMDB07542,
2040,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(22:0/18:4(6Z,9Z,12Z,15Z)/0:0)",HMDB07599,
2041,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(22:1(13Z)/18:3(6Z,9Z,12Z)/0:0)",HMDB07626,
2042,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(22:1(13Z)/18:3(9Z,12Z,15Z)/0:0)",HMDB07627,
2043,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(22:2(13Z,16Z)/18:2(9Z,12Z)/0:0)",HMDB07654,
2044,884,691.5653817,2218.83359,0.001793884,27,C43H76O5,+F(-),"DG(22:4(7Z,10Z,13Z,16Z)/18:0/0:0)",HMDB07680,
2045,885,693.5341797,9708.577874,-4.95615e-06,40,C37H75N2O6P,+F(-),SM(d18:1/14:0),HMDB12097,
2046,886,694.4758465,10545.48605,0.005863748,41,C39H70NO7P,-H(+),"PE(18:4(6Z,9Z,12Z,15Z)/P-16:0)",HMDB09213,C00350
2047,886,694.4758465,10545.48605,0.005863748,41,C39H70NO7P,-H(+),"PE(P-16:0/18:4(6Z,9Z,12Z,15Z))",HMDB11346,
2048,887,696.4971839,22750.40106,0.000176426,100,C39H72NO7P,-H(+),"PE(18:3(6Z,9Z,12Z)/P-16:0)",HMDB09147,C00350
2049,887,696.4971839,22750.40106,0.000176426,100,C39H72NO7P,-H(+),"PE(18:3(9Z,12Z,15Z)/P-16:0)",HMDB09180,C00350
2050,887,696.4971839,22750.40106,0.000176426,100,C39H72NO7P,-H(+),"PE(P-16:0/18:3(6Z,9Z,12Z))",HMDB11344,
2051,887,696.4971839,22750.40106,0.000176426,100,C39H72NO7P,-H(+),"PE(P-16:0/18:3(9Z,12Z,15Z))",HMDB11345,
2052,888,697.2503975,1146.312018,0.001115956,91,C37H38N4O10,-H(+),Pentacarboxylporphyrin I,HMDB00789,
2053,889,698.4413718,3838.395855,-0.001037846,100,C34H66NO10P,+F(-),PS(14:0/14:0),HMDB12330,
2054,890,698.5120517,72042.19918,0.00095864,100,C39H74NO7P,-H(+),PE(16:1(9Z)/P-18:1(11Z)),HMDB08984,C00350
2055,890,698.5120517,72042.19918,0.00095864,100,C39H74NO7P,-H(+),PE(16:1(9Z)/P-18:1(9Z)),HMDB08985,C00350
2056,890,698.5120517,72042.19918,0.00095864,100,C39H74NO7P,-H(+),"PE(18:2(9Z,12Z)/P-16:0)",HMDB09114,C00350
2057,890,698.5120517,72042.19918,0.00095864,100,C39H74NO7P,-H(+),"PE(P-16:0/18:2(9Z,12Z))",HMDB11343,
2058,890,698.5120517,72042.19918,0.00095864,100,C39H74NO7P,-H(+),PE(P-18:1(11Z)/16:1(9Z)),HMDB11405,
2059,890,698.5120517,72042.19918,0.00095864,100,C39H74NO7P,-H(+),PE(P-18:1(9Z)/16:1(9Z)),HMDB11438,
2060,891,698.5568323,32347.20141,0.000806108,100,C40H77NO8,-H(+),Glucosylceramide (d18:1/16:0),HMDB04971,C01190
2061,891,698.5568323,32347.20141,0.000806108,100,C40H77NO8,-H(+),Galactosylceramide (d18:1/16:0),HMDB10708,C02686
2062,892,699.4960506,128894.9163,0.000975377,100,C39H73O8P,-H(+),"PA(18:0/18:2(9Z,12Z))",HMDB07861,C00416
2063,892,699.4960506,128894.9163,0.000975377,100,C39H73O8P,-H(+),PA(18:1(11Z)/18:1(11Z)),HMDB07862,C00416
2064,892,699.4960506,128894.9163,0.000975377,100,C39H73O8P,-H(+),PA(18:1(11Z)/18:1(9Z)),HMDB07863,C00416
2065,892,699.4960506,128894.9163,0.000975377,100,C39H73O8P,-H(+),PA(18:1(9Z)/18:1(11Z)),HMDB07864,C00416
2066,892,699.4960506,128894.9163,0.000975377,100,C39H73O8P,-H(+),PA(18:1(9Z)/18:1(9Z)),HMDB07865,C00416
2067,893,700.5276751,150974.3231,0.000985351,100,C39H76NO7P,-H(+),PE(16:0/P-18:1(11Z)),HMDB08951,C00350
2068,893,700.5276751,150974.3231,0.000985351,100,C39H76NO7P,-H(+),PE(16:0/P-18:1(9Z)),HMDB08952,C00350
2069,893,700.5276751,150974.3231,0.000985351,100,C39H76NO7P,-H(+),PE(16:1(9Z)/P-18:0),HMDB08983,C00350
2070,893,700.5276751,150974.3231,0.000985351,100,C39H76NO7P,-H(+),PE(18:1(11Z)/P-16:0),HMDB09048,C00350
2071,893,700.5276751,150974.3231,0.000985351,100,C39H76NO7P,-H(+),PE(18:1(9Z)/P-16:0),HMDB09081,C00350
2072,893,700.5276751,150974.3231,0.000985351,100,C39H76NO7P,-H(+),PEP-16:0/18:1(11Z)),HMDB11341,
2073,893,700.5276751,150974.3231,0.000985351,100,C39H76NO7P,-H(+),PE(P-16:0/18:1(9Z)),HMDB11342,
2074,893,700.5276751,150974.3231,0.000985351,100,C39H76NO7P,-H(+),PE(P-18:0/16:1(9Z)),HMDB11372,
2075,893,700.5276751,150974.3231,0.000985351,100,C39H76NO7P,-H(+),PE(P-18:1(11Z)/16:0),HMDB11404,
2076,893,700.5276751,150974.3231,0.000985351,100,C39H76NO7P,-H(+),PE(P-18:1(9Z)/16:0),HMDB11437,
2077,894,702.4435704,2573.017662,-0.008416457,36,C36H66NO10P,-H(+),PS(14:1(9Z)/16:1(9Z)),HMDB12344,
2078,894,702.4435704,2573.017662,-0.008416457,36,C36H66NO10P,-H(+),PS(16:1(9Z)/14:1(9Z)),HMDB12364,
2079,895,702.5075601,34087.90996,0.000364843,100,C38H74NO8P,-H(+),PC(14:0/16:1(9Z)),HMDB07870,C00157
2080,895,702.5075601,34087.90996,0.000364843,100,C38H74NO8P,-H(+),PC(14:1(9Z)/16:0),HMDB07902,C00157
2081,895,702.5075601,34087.90996,0.000364843,100,C38H74NO8P,-H(+),PC(16:0/14:1(9Z)),HMDB07966,C00157
2082,895,702.5075601,34087.90996,0.000364843,100,C38H74NO8P,-H(+),PC(16:1(9Z)/14:0),HMDB07998,C00157
2083,895,702.5075601,34087.90996,0.000364843,100,C38H74NO8P,-H(+),PE(15:0/18:1(11Z)),HMDB08893,C00350
2084,895,702.5075601,34087.90996,0.000364843,100,C38H74NO8P,-H(+),PE(15:0/18:1(9Z)),HMDB08894,C00350
2085,895,702.5075601,34087.90996,0.000364843,100,C38H74NO8P,-H(+),PE(18:1(11Z)/15:0),HMDB09021,C00350
2086,895,702.5075601,34087.90996,0.000364843,100,C38H74NO8P,-H(+),PE(18:1(9Z)/15:0),HMDB09054,C00350
2087,896,702.5422639,30956.35965,0.002046595,54,C39H78NO7P,-H(+),PC(15:0/P-16:0),HMDB07961,C00157
2088,896,702.5422639,30956.35965,0.002046595,54,C39H78NO7P,-H(+),PE(16:0/P-18:0),HMDB08950,C00350
2089,896,702.5422639,30956.35965,0.002046595,54,C39H78NO7P,-H(+),PE(18:0/P-16:0),HMDB09015,C00350
2090,896,702.5422639,30956.35965,0.002046595,54,C39H78NO7P,-H(+),PE(P-16:0e/18:1(9Z)),HMDB11157,
2091,896,702.5422639,30956.35965,0.002046595,54,C39H78NO7P,-H(+),PC(P-16:0/15:0),HMDB11205,
2092,896,702.5422639,30956.35965,0.002046595,54,C39H78NO7P,-H(+),PE(P-16:0/18:0),HMDB11340,
2093,896,702.5422639,30956.35965,0.002046595,54,C39H78NO7P,-H(+),PE(P-18:0/16:0),HMDB11371,
2094,897,704.5220386,13947.16113,0.001536425,65,C38H76NO8P,-H(+),PC(14:0/16:0),HMDB07869,C00157
2095,897,704.5220386,13947.16113,0.001536425,65,C38H76NO8P,-H(+),PC(15:0/15:0),HMDB07934,C00157
2096,897,704.5220386,13947.16113,0.001536425,65,C38H76NO8P,-H(+),PC(16:0/14:0),HMDB07965,C00157
2097,897,704.5220386,13947.16113,0.001536425,65,C38H76NO8P,-H(+),PE(15:0/18:0),HMDB08892,C00350
2098,897,704.5220386,13947.16113,0.001536425,65,C38H76NO8P,-H(+),PE(18:0/15:0),HMDB08988,C00350
2099,897,704.5220386,13947.16113,0.001536425,65,C38H76NO8P,-H(+),PE-NMe(16:0/16:0),HMDB10567,
2100,898,706.2426264,1043.98686,-0.001498938,85,C26H45NO21,-H(+),(a-D-mannosyl)2-b-D-mannosyl-N-acetylglucosamine,HMDB06537,
2101,898,706.2426264,1043.98686,-0.001498938,85,C26H45NO21,-H(+),Lacto-N-tetraose,HMDB06566,C06371
2102,898,706.2426264,1043.98686,-0.001498938,85,C26H45NO21,-H(+),Neolactotetraose,HMDB06567,C06371
2103,898,706.2426264,1043.98686,-0.001498938,85,C26H45NO21,-H(+),Alpha-D-Manp-(1 -> 2)-a-D-Manp-(1 -> 2)-a-D-Manp-(1 -> 3)-b-D-Manp-(1 -> 4)-D-GlcNAcp,HMDB06699,
2104,899,707.5034537,4268.830707,0.001121606,36,C45H68O5,+F(-),"DG(20:4(5Z,8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",HMDB07527,
2105,899,707.5034537,4268.830707,0.001121606,36,C45H68O5,+F(-),"DG(20:4(8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",HMDB07556,
2106,899,707.5034537,4268.830707,0.001121606,36,C45H68O5,+F(-),"DG(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)",HMDB07583,
2107,899,707.5034537,4268.830707,0.001121606,36,C45H68O5,+F(-),"DG(20:5(5Z,8Z,11Z,14Z,17Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)",HMDB07584,
2108,899,707.5034537,4268.830707,0.001121606,36,C45H68O5,+F(-),"DG(22:5(4Z,7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",HMDB07723,
2109,899,707.5034537,4268.830707,0.001121606,36,C45H68O5,+F(-),"DG(22:5(7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",HMDB07752,
2110,899,707.5034537,4268.830707,0.001121606,36,C45H68O5,+F(-),"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z)/0:0)",HMDB07779,
2111,899,707.5034537,4268.830707,0.001121606,36,C45H68O5,+F(-),"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:4(8Z,11Z,14Z,17Z)/0:0)",HMDB07780,
2112,900,708.5341593,4039.762025,-0.000318908,40,C38H76NO7P,+F(-),PC(14:0/P-16:0),HMDB07895,C00157
2113,900,708.5341593,4039.762025,-0.000318908,40,C38H76NO7P,+F(-),PE(15:0/P-18:0),HMDB08917,C00350
2114,900,708.5341593,4039.762025,-0.000318908,40,C38H76NO7P,+F(-),PC(P-16:0/14:0),HMDB11203,
2115,900,708.5341593,4039.762025,-0.000318908,40,C38H76NO7P,+F(-),PE(P-18:0/15:0),HMDB11370,
2116,900,708.5341593,4039.762025,-0.000318908,40,C38H76NO7P,+F(-),PC(o-14:0/16:1(9Z)),HMDB13402,
2117,900,708.5341593,4039.762025,-0.000318908,40,C38H76NO7P,+F(-),PC(o-16:0/14:1(9Z)),HMDB13403,
2118,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(14:0/20:4(5Z,8Z,11Z,14Z))",HMDB08838,C00350
2119,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(14:0/20:4(8Z,11Z,14Z,17Z))",HMDB08839,C00350
2120,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(14:1(9Z)/20:3(5Z,8Z,11Z))",HMDB08869,C00350
2121,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(14:1(9Z)/20:3(8Z,11Z,14Z))",HMDB08870,C00350
2122,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(16:0/18:4(6Z,9Z,12Z,15Z))",HMDB08931,C00350
2123,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(16:1(9Z)/18:3(6Z,9Z,12Z))",HMDB08962,C00350
2124,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(16:1(9Z)/18:3(9Z,12Z,15Z))",HMDB08963,C00350
2125,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(18:3(6Z,9Z,12Z)/16:1(9Z))",HMDB09122,C00350
2126,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(18:3(9Z,12Z,15Z)/16:1(9Z))",HMDB09155,C00350
2127,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(18:4(6Z,9Z,12Z,15Z)/16:0)",HMDB09187,C00350
2128,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(20:3(5Z,8Z,11Z)/14:1(9Z))",HMDB09317,C00350
2129,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(20:3(8Z,11Z,14Z)/14:1(9Z))",HMDB09350,C00350
2130,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(20:4(5Z,8Z,11Z,14Z)/14:0)",HMDB09382,C00350
2131,901,710.4748618,7913.009067,0.001763049,57,C39H70NO8P,-H(+),"PE(20:4(8Z,11Z,14Z,17Z)/14:0)",HMDB09415,C00350
2132,902,710.549465,4863.214113,2.55129e-05,40,C38H78NO7P,+F(-),PC(o-14:0/16:0),HMDB13341,
2133,903,712.4920408,30890.91892,0.0002341,100,C39H72NO8P,-H(+),"PE(14:0/20:3(5Z,8Z,11Z))",HMDB08836,C00350
2134,903,712.4920408,30890.91892,0.0002341,100,C39H72NO8P,-H(+),"PE(14:0/20:3(8Z,11Z,14Z))",HMDB08837,C00350
2135,903,712.4920408,30890.91892,0.0002341,100,C39H72NO8P,-H(+),"PE(14:1(9Z)/20:2(11Z,14Z))",HMDB08868,C00350
2136,903,712.4920408,30890.91892,0.0002341,100,C39H72NO8P,-H(+),"PE(16:0/18:3(6Z,9Z,12Z))",HMDB08929,C00350
2137,903,712.4920408,30890.91892,0.0002341,100,C39H72NO8P,-H(+),"PE(16:0/18:3(9Z,12Z,15Z))",HMDB08930,C00350
2138,903,712.4920408,30890.91892,0.0002341,100,C39H72NO8P,-H(+),"PE(16:1(9Z)/18:2(9Z,12Z))",HMDB08961,C00350
2139,903,712.4920408,30890.91892,0.0002341,100,C39H72NO8P,-H(+),"PE(18:2(9Z,12Z)/16:1(9Z))",HMDB09089,C00350
2140,903,712.4920408,30890.91892,0.0002341,100,C39H72NO8P,-H(+),"PE(18:3(6Z,9Z,12Z)/16:0)",HMDB09121,C00350
2141,903,712.4920408,30890.91892,0.0002341,100,C39H72NO8P,-H(+),"PE(18:3(9Z,12Z,15Z)/16:0)",HMDB09154,C00350
2142,903,712.4920408,30890.91892,0.0002341,100,C39H72NO8P,-H(+),"PE(20:2(11Z,14Z)/14:1(9Z))",HMDB09284,C00350
2143,903,712.4920408,30890.91892,0.0002341,100,C39H72NO8P,-H(+),"PE(20:3(5Z,8Z,11Z)/14:0)",HMDB09316,C00350
2144,903,712.4920408,30890.91892,0.0002341,100,C39H72NO8P,-H(+),"PE(20:3(8Z,11Z,14Z)/14:0)",HMDB09349,C00350
2145,904,712.5278912,11429.12698,0.000769159,100,C40H76NO7P,-H(+),PC(14:1(9Z)/P-18:1(11Z)),HMDB07930,C00157
2146,904,712.5278912,11429.12698,0.000769159,100,C40H76NO7P,-H(+),PC(14:1(9Z)/P-18:1(9Z)),HMDB07931,C00157
2147,904,712.5278912,11429.12698,0.000769159,100,C40H76NO7P,-H(+),PC(P-18:1(11Z)/14:1(9Z)),HMDB11270,
2148,904,712.5278912,11429.12698,0.000769159,100,C40H76NO7P,-H(+),PC(P-18:1(9Z)/14:1(9Z)),HMDB11303,
2149,905,714.507268,267201.4289,0.000656971,100,C39H74NO8P,-H(+),"PE(14:0/20:2(11Z,14Z))",HMDB08835,C00350
2150,905,714.507268,267201.4289,0.000656971,100,C39H74NO8P,-H(+),PE(14:1(9Z)/20:1(11Z)),HMDB08867,C00350
2151,905,714.507268,267201.4289,0.000656971,100,C39H74NO8P,-H(+),"PE(16:0/18:2(9Z,12Z))",HMDB08928,C00350
2152,905,714.507268,267201.4289,0.000656971,100,C39H74NO8P,-H(+),PE(16:1(9Z)/18:1(11Z)),HMDB08959,C00350
2153,905,714.507268,267201.4289,0.000656971,100,C39H74NO8P,-H(+),PE(16:1(9Z)/18:1(9Z)),HMDB08960,C00350
2154,905,714.507268,267201.4289,0.000656971,100,C39H74NO8P,-H(+),PE(18:1(11Z)/16:1(9Z)),HMDB09023,C00350
2155,905,714.507268,267201.4289,0.000656971,100,C39H74NO8P,-H(+),PE(18:1(9Z)/16:1(9Z)),HMDB09056,C00350
2156,905,714.507268,267201.4289,0.000656971,100,C39H74NO8P,-H(+),"PE(18:2(9Z,12Z)/16:0)",HMDB09088,C00350
2157,905,714.507268,267201.4289,0.000656971,100,C39H74NO8P,-H(+),PE(20:1(11Z)/14:1(9Z)),HMDB09251,C00350
2158,905,714.507268,267201.4289,0.000656971,100,C39H74NO8P,-H(+),"PE(20:2(11Z,14Z)/14:0)",HMDB09283,C00350
2159,906,716.5229895,515716.5632,0.000585528,100,C39H76NO8P,-H(+),PC(15:0/16:1(9Z)),HMDB07936,C00157
2160,906,716.5229895,515716.5632,0.000585528,100,C39H76NO8P,-H(+),PC(16:1(9Z)/15:0),HMDB08000,C00157
2161,906,716.5229895,515716.5632,0.000585528,100,C39H76NO8P,-H(+),PE(14:0/20:1(11Z)),HMDB08834,C00350
2162,906,716.5229895,515716.5632,0.000585528,100,C39H76NO8P,-H(+),PE(14:1(9Z)/20:0),HMDB08866,C00350
2163,906,716.5229895,515716.5632,0.000585528,100,C39H76NO8P,-H(+),PE(16:0/18:1(11Z)),HMDB08926,C00350
2164,906,716.5229895,515716.5632,0.000585528,100,C39H76NO8P,-H(+),PE(16:0/18:1(9Z)),HMDB08927,C00350
2165,906,716.5229895,515716.5632,0.000585528,100,C39H76NO8P,-H(+),PE(16:1(9Z)/18:0),HMDB08958,C00350
2166,906,716.5229895,515716.5632,0.000585528,100,C39H76NO8P,-H(+),PE(18:0/16:1(9Z)),HMDB08990,C00350
2167,906,716.5229895,515716.5632,0.000585528,100,C39H76NO8P,-H(+),PE(18:1(11Z)/16:0),HMDB09022,C00350
2168,906,716.5229895,515716.5632,0.000585528,100,C39H76NO8P,-H(+),PE(18:1(9Z)/16:0),HMDB09055,C00350
2169,906,716.5229895,515716.5632,0.000585528,100,C39H76NO8P,-H(+),PE(20:0/14:1(9Z)),HMDB09218,C00350
2170,906,716.5229895,515716.5632,0.000585528,100,C39H76NO8P,-H(+),PE(20:1(11Z)/14:0),HMDB09250,C00350
2171,907,717.4706694,10885.55664,0.000535734,100,C38H71O10P,-H(+),PG(16:1(9Z)/16:1(9Z)),HMDB10586,
2172,931,737.4755084,5330.724841,0.000876713,100,C38H71O10P,+F(-),PG(16:1(9Z)/16:1(9Z)),HMDB10586,
2173,908,718.5338971,71262.27193,0.005327965,38,C39H78NO8P,-H(+),PC(15:0/16:0),HMDB07935,C00157
2174,908,718.5338971,71262.27193,0.005327965,38,C39H78NO8P,-H(+),PC(16:0/15:0),HMDB07967,C00157
2175,908,718.5338971,71262.27193,0.005327965,38,C39H78NO8P,-H(+),PE(14:0/20:0),HMDB08833,C00350
2176,908,718.5338971,71262.27193,0.005327965,38,C39H78NO8P,-H(+),PE(16:0/18:0),HMDB08925,C00350
2177,908,718.5338971,71262.27193,0.005327965,38,C39H78NO8P,-H(+),PE(18:0/16:0),HMDB08989,C00350
2178,908,718.5338971,71262.27193,0.005327965,38,C39H78NO8P,-H(+),PE(20:0/14:0),HMDB09217,C00350
2179,908,718.5338971,71262.27193,0.005327965,38,C39H78NO8P,-H(+),PE-NMe2(16:0/16:0),HMDB10566,
2180,909,719.4861917,41539.42012,0.000663431,100,C38H73O10P,-H(+),PG(16:0/16:1(9Z)),HMDB10571,
2181,909,719.4861917,41539.42012,0.000663431,100,C38H73O10P,-H(+),PG(16:1(9Z)/16:0),HMDB10585,
2182,910,719.5627964,12111.7637,-0.000800822,100,C47H76O5,-H(+),"DG(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",HMDB07672,
2183,910,719.5627964,12111.7637,-0.000800822,100,C47H76O5,-H(+),"DG(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)/0:0)",HMDB07698,
2184,910,719.5627964,12111.7637,-0.000800822,100,C47H76O5,-H(+),"DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z)/0:0)",HMDB07784,
2185,911,720.492625,69186.29592,0.004735259,57,C41H72NO7P,-H(+),"PE(18:4(6Z,9Z,12Z,15Z)/P-18:1(11Z))",HMDB09215,C00350
2186,911,720.492625,69186.29592,0.004735259,57,C41H72NO7P,-H(+),"PE(18:4(6Z,9Z,12Z,15Z)/P-18:1(9Z))",HMDB09216,C00350
2187,911,720.492625,69186.29592,0.004735259,57,C41H72NO7P,-H(+),"PE(20:5(5Z,8Z,11Z,14Z,17Z)/P-16:0)",HMDB09477,C00350
2188,911,720.492625,69186.29592,0.004735259,57,C41H72NO7P,-H(+),"PE(P-16:0/20:5(5Z,8Z,11Z,14Z,17Z))",HMDB11354,
2189,911,720.492625,69186.29592,0.004735259,57,C41H72NO7P,-H(+),"PE(P-18:1(11Z)/18:4(6Z,9Z,12Z,15Z))",HMDB11412,
2190,911,720.492625,69186.29592,0.004735259,57,C41H72NO7P,-H(+),"PE(P-18:1(9Z)/18:4(6Z,9Z,12Z,15Z))",HMDB11445,
2191,912,721.5659024,110738.687,-0.000427509,40,C39H79N2O6P,+F(-),SM(d18:0/16:1(9Z)),HMDB13464,C00550
2192,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(18:3(6Z,9Z,12Z)/P-18:1(11Z))",HMDB09149,C00350
2193,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(18:3(6Z,9Z,12Z)/P-18:1(9Z))",HMDB09150,C00350
2194,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(18:3(9Z,12Z,15Z)/P-18:1(11Z))",HMDB09182,C00350
2195,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(18:3(9Z,12Z,15Z)/P-18:1(9Z))",HMDB09183,C00350
2196,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(18:4(6Z,9Z,12Z,15Z)/P-18:0)",HMDB09214,C00350
2197,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(20:4(5Z,8Z,11Z,14Z)/P-16:0)",HMDB09411,C00350
2198,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(20:4(8Z,11Z,14Z,17Z)/P-16:0)",HMDB09444,C00350
2199,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(P-16:0/20:4(5Z,8Z,11Z,14Z))",HMDB11352,
2200,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(P-16:0/20:4(8Z,11Z,14Z,17Z))",HMDB11353,
2201,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(P-18:0/18:4(6Z,9Z,12Z,15Z))",HMDB11379,
2202,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(P-18:1(11Z)/18:3(6Z,9Z,12Z))",HMDB11410,
2203,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(P-18:1(11Z)/18:3(9Z,12Z,15Z))",HMDB11411,
2204,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(P-18:1(9Z)/18:3(6Z,9Z,12Z))",HMDB11443,
2205,913,722.5127278,591640.525,0.000282582,100,C41H74NO7P,-H(+),"PE(P-18:1(9Z)/18:3(9Z,12Z,15Z))",HMDB11444,
2206,914,724.4571835,2340.314483,-0.001199463,96,C36H68NO10P,+F(-),PS(14:0/16:1(9Z)),HMDB12333,
2207,914,724.4571835,2340.314483,-0.001199463,96,C36H68NO10P,+F(-),PS(14:1(9Z)/16:0),HMDB12343,
2208,914,724.4571835,2340.314483,-0.001199463,96,C36H68NO10P,+F(-),PS(16:0/14:1(9Z)),HMDB12353,
2209,914,724.4571835,2340.314483,-0.001199463,96,C36H68NO10P,+F(-),PS(16:1(9Z)/14:0),HMDB12363,
2210,915,724.4878506,9869.964128,0.004424269,63,C40H72NO8P,-H(+),"PC(14:0/18:4(6Z,9Z,12Z,15Z))",HMDB07877,C00157
2211,915,724.4878506,9869.964128,0.004424269,63,C40H72NO8P,-H(+),"PC(14:1(9Z)/18:3(6Z,9Z,12Z))",HMDB07908,C00157
2212,915,724.4878506,9869.964128,0.004424269,63,C40H72NO8P,-H(+),"PC(14:1(9Z)/18:3(9Z,12Z,15Z))",HMDB07909,C00157
2213,915,724.4878506,9869.964128,0.004424269,63,C40H72NO8P,-H(+),"PC(18:3(6Z,9Z,12Z)/14:1(9Z))",HMDB08164,C00157
2214,915,724.4878506,9869.964128,0.004424269,63,C40H72NO8P,-H(+),"PC(18:3(9Z,12Z,15Z)/14:1(9Z))",HMDB08197,C00157
2215,915,724.4878506,9869.964128,0.004424269,63,C40H72NO8P,-H(+),"PC(18:4(6Z,9Z,12Z,15Z)/14:0)",HMDB08229,C00157
