,ionIdx,ionMz,average intensity,mz difference,score,formula,ion,name,Query,KEGG
981,452,294.0495724,3868.075282,8.40252e-05,100,C8H14N3O7P,-H(+),5-Aminoimidazole ribonucleotide,HMDB01235,C03373
982,453,295.0952255,4524.502413,-1.58753e-05,100,C11H21O7P,-H(+),DHAP(8:0),HMDB11685,
983,454,295.2280313,13121.34342,-0.000166439,100,C18H32O3,-H(+),13S-hydroxyoctadecadienoic acid,HMDB04667,C14762
984,454,295.2280313,13121.34342,-0.000166439,100,C18H32O3,-H(+),Alpha-dimorphecolic,HMDB04670,C14767
985,454,295.2280313,13121.34342,-0.000166439,100,C18H32O3,-H(+),"9,10-Epoxyoctadecenoic acid",HMDB04701,C14825
986,454,295.2280313,13121.34342,-0.000166439,100,C18H32O3,-H(+),"12,13-EpOME",HMDB04702,C14826
987,454,295.2280313,13121.34342,-0.000166439,100,C18H32O3,-H(+),9-HODE,HMDB10223,
988,455,296.0396917,2995.602165,-0.001659123,60,C8H15N3O5S2,-H(+),L-Cysteinylglycine disulfide,HMDB00709,
989,456,296.260461,2117.581397,-0.000961594,100,C18H35NO2,-H(+),Palmitoleoyl Ethanolamide,HMDB13648,
990,457,297.058693,6357.455574,0.002894393,52,C13H14O8,-H(+),Benzoyl glucuronide (Benzoic acid),HMDB10324,
991,458,297.0976348,4914.536117,0.000338142,100,C14H18O7,-H(+),2-Phenylethanol glucuronide,HMDB10350,C03033
992,459,297.1123385,10525.3527,0.000890527,100,C18H18O4,-H(+),7C-aglycone,HMDB04808,
993,459,297.1123385,10525.3527,0.000890527,100,C18H18O4,-H(+),Enterolactone,HMDB06101,C18165
994,460,297.2433836,126286.9167,0.000131332,100,C18H34O3,-H(+),3-Oxooctadecanoic acid,HMDB10736,
995,461,298.0704931,20478.49198,-0.000769913,100,C9H18NO8P,-H(+),D-4'-Phosphopantothenate,HMDB01016,C03492
996,462,299.1630547,8706.004163,0.002209941,72,C19H24O3,-H(+),2-Methoxyestrone,HMDB00010,C05299
997,462,299.1630547,8706.004163,0.002209941,72,C19H24O3,-H(+),"19-Oxoandrost-4-ene-3,17-dione",HMDB06768,C05297
998,462,299.1630547,8706.004163,0.002209941,72,C19H24O3,-H(+),Adrenosterone,HMDB06772,C05285
999,462,299.1630547,8706.004163,0.002209941,72,C19H24O3,-H(+),2-Hydroxy-3-methoxyestrone,HMDB11195,
1000,463,299.2591376,103197.4133,2.74097e-05,100,C18H36O3,-H(+),(R)-3-Hydroxy-Octadecanoic acid,HMDB10737,
1001,464,300.0489332,17775.87184,5.45077e-05,100,C8H16NO9P,-H(+),N-Acetyl-D-Glucosamine 6-Phosphate,HMDB01062,C00357
1002,464,300.0489332,17775.87184,5.45077e-05,100,C8H16NO9P,-H(+),N-Acetyl-D-mannosamine 6-phosphate,HMDB01121,C04257
1003,464,300.0489332,17775.87184,5.45077e-05,100,C8H16NO9P,-H(+),N-Acetyl-glucosamine 1-phosphate,HMDB01367,C04256
1004,464,300.0489332,17775.87184,5.45077e-05,100,C8H16NO9P,-H(+),N-Acetylglucosamine 6-phosphate,HMDB02817,
1005,464,300.0489332,17775.87184,5.45077e-05,100,C8H16NO9P,-H(+),N-Acetyl-D-galactosamine 1-phosphate,HMDB06480,
1006,465,301.0355419,2284.504577,-0.000169219,100,C15H10O7,-H(+),Quercetin,HMDB05794,C00389
1007,466,301.1436623,5420.409816,0.00086688,100,C18H22O4,-H(+),6-Ketoestriol,HMDB00530,
1008,466,301.1436623,5420.409816,0.00086688,100,C18H22O4,-H(+),Enterodiol,HMDB05056,C18166
1009,466,301.1436623,5420.409816,0.00086688,100,C18H22O4,-H(+),Nordihydroguaiaretate,HMDB12270,C10719
1010,467,303.0835577,26629.30999,-0.000172209,100,C11H16N2O8,-H(+),N-Acetylaspartylglutamic acid,HMDB01067,C12270
1011,468,303.171445,3195.20027,0.001620989,62,C15H29O4P,-H(+),Dolichol phosphate,HMDB06353,C00110
1012,469,303.1965688,2942.578453,-4.01761e-06,100,C19H28O3,-H(+),"3a,16b-Dihydroxyandrostenone",HMDB00309,
1013,469,303.1965688,2942.578453,-4.01761e-06,100,C19H28O3,-H(+),16-Oxoandrostenediol,HMDB00322,
1014,469,303.1965688,2942.578453,-4.01761e-06,100,C19H28O3,-H(+),"3a,16a-Dihydroxyandrostenone",HMDB00324,
1015,469,303.1965688,2942.578453,-4.01761e-06,100,C19H28O3,-H(+),16a-Hydroxydehydroisoandrosterone,HMDB00352,C05139
1016,469,303.1965688,2942.578453,-4.01761e-06,100,C19H28O3,-H(+),"3a,16-Dihydroxyandrostenone",HMDB00388,
1017,469,303.1965688,2942.578453,-4.01761e-06,100,C19H28O3,-H(+),7a-Hydroxytestosterone,HMDB03956,
1018,469,303.1965688,2942.578453,-4.01761e-06,100,C19H28O3,-H(+),7a-Hydroxydehydroepiandrosterone,HMDB04611,C18045
1019,469,303.1965688,2942.578453,-4.01761e-06,100,C19H28O3,-H(+),7b-Hydroxydehydroepiandrosterone,HMDB04624,
1020,469,303.1965688,2942.578453,-4.01761e-06,100,C19H28O3,-H(+),11-Ketoetiocholanolone,HMDB06031,C14552
1021,469,303.1965688,2942.578453,-4.01761e-06,100,C19H28O3,-H(+),6beta-Hydroxytestosterone,HMDB06259,C14497
1022,469,303.1965688,2942.578453,-4.01761e-06,100,C19H28O3,-H(+),19-Hydroxytestosterone,HMDB06769,C05579
1023,469,303.1965688,2942.578453,-4.01761e-06,100,C19H28O3,-H(+),11beta-Hydroxytestosterone,HMDB12533,
1024,469,303.1965688,2942.578453,-4.01761e-06,100,C19H28O3,-H(+),2beta-Hydroxytestosterone,HMDB12654,C00550
1025,470,304.1916688,1610.350878,0.000144911,100,C18H27NO3,-H(+),Capsaicin,HMDB02227,C06866
1026,471,305.0210401,2062.538628,-0.003018175,46,C9H11N2O8P,-H(+),"Uridine 2',3'-cyclic phosphate",HMDB11640,C02355
1027,472,305.0456737,5255.414735,-3.56171e-05,40,C15H10O6,+F(-),Luteolin,HMDB05800,C01514
1028,472,305.0456737,5255.414735,-3.56171e-05,40,C15H10O6,+F(-),Kaempferol,HMDB05801,C05903
1029,473,305.1549152,7752.264033,-0.000120637,40,C18H22O3,+F(-),16b-Hydroxyestrone,HMDB00313,C05300
1030,473,305.1549152,7752.264033,-0.000120637,40,C18H22O3,+F(-),16a-Hydroxyestrone,HMDB00335,C05300
1031,473,305.1549152,7752.264033,-0.000120637,40,C18H22O3,+F(-),2-Hydroxyestrone,HMDB00343,C05298
1032,473,305.1549152,7752.264033,-0.000120637,40,C18H22O3,+F(-),16-Ketoestradiol,HMDB00406,C14383
1033,473,305.1549152,7752.264033,-0.000120637,40,C18H22O3,+F(-),4-Hydroxyestrone,HMDB05895,
1034,474,306.0768929,6938505.415,-0.000366662,100,C10H17N3O6S,-H(+),Glutathione,HMDB00125,
1035,475,306.9973619,2103.238568,0.001577956,63,C6H14O10P2,-H(+),5-Diphosphomevalonic acid,HMDB01090,C01143
1036,475,306.9973619,2103.238568,0.001577956,63,C6H14O10P2,-H(+),(R)-Mevalonic acid-5-pyrophosphate,HMDB01981,
1037,476,307.0337783,3398.813504,-0.000106323,100,C9H13N2O8P,-H(+),dUMP,HMDB01409,C00365
1038,477,308.0983648,49244.78554,0.000336436,100,C11H19NO9,-H(+),N-Acetylneuraminic acid,HMDB00230,C19910
1039,477,308.0983648,49244.78554,0.000336436,100,C11H19NO9,-H(+),N-Acetyl-a-neuraminic acid,HMDB00773,C19909
1040,478,308.9805735,4773.933148,-0.002369038,80,C5H12O11P2,-H(+),"Ribose 1,5-bisphosphate",HMDB11688,C01151
1041,479,309.0764115,33374.25552,0.000526651,40,C15H14O6,+F(-),Epicatechin,HMDB01871,C09727
1042,479,309.0764115,33374.25552,0.000526651,40,C15H14O6,+F(-),Catechin,HMDB02780,C06562
1043,480,309.2064782,8119.244469,0.000651194,100,C18H30O4,-H(+),12(13)Ep-9-KODE,HMDB13623,
1044,481,310.0770202,6727.516905,-0.0014619,27,C11H17NO6S,+F(-),Hawkinsin,HMDB02354,
1045,482,310.2025282,2895.374624,-0.00014982,100,C17H29NO4,-H(+),"2-trans,4-cis-Decadienoylcarnitine",HMDB13325,
1046,483,311.0133399,2921.809035,0.001821746,19,C9H16N2O5Se,-H(+),Gamma-Glutamyl-Se-methylselenocysteine,HMDB10716,C05695
1047,484,311.112266,7936.896603,0.001356997,90,C15H20O7,-H(+),Nivalenol,HMDB04304,C06080
1048,485,311.2951177,83882.16603,0.000432821,100,C20H40O2,-H(+),"3D,7D,11D-Phytanic acid",HMDB00417,
1049,485,311.2951177,83882.16603,0.000432821,100,C20H40O2,-H(+),"3L,7D,11D-Phytanic acid",HMDB00553,
1050,485,311.2951177,83882.16603,0.000432821,100,C20H40O2,-H(+),Phytanic acid,HMDB00801,C01607
1051,485,311.2951177,83882.16603,0.000432821,100,C20H40O2,-H(+),Arachidic acid,HMDB02212,C06425
1052,486,312.0602822,1893.721827,-6.11156e-05,100,C8H16N3O8P,-H(+),Phosphoribosylformylglycineamidine,HMDB00999,C04640
1053,486,312.0602822,1893.721827,-6.11156e-05,100,C8H16N3O8P,-H(+),5'-phosphoribosyl-a-N-formylglycineamidine,HMDB02305,C04640
1054,487,312.1086416,2637.884091,0.000230397,100,C14H19NO7,-H(+),Tyramine glucuronide,HMDB10328,C03033
1055,488,313.0443079,16661.8251,-7.11716e-05,100,C8H15N2O9P,-H(+),5'-Phosphoribosyl-N-formylglycinamide,HMDB01308,C04376
1056,489,313.178787,29485.28635,0.002127656,58,C20H26O3,-H(+),4-oxo-Retinoic acid,HMDB06285,C16678
1057,490,313.2171745,5373.627221,0.00012566,100,C21H30O2,-H(+),Progesterone,HMDB01830,C00410
1058,490,313.2171745,5373.627221,0.00012566,100,C21H30O2,-H(+),7-Dehydropregnenolone,HMDB13121,
1059,491,313.238349,37375.21381,8.05275e-05,100,C18H34O4,-H(+),Octadecanedioic acid,HMDB00782,
1060,491,313.238349,37375.21381,8.05275e-05,100,C18H34O4,-H(+),"9,10-DHOME",HMDB04704,C14828
1061,491,313.238349,37375.21381,8.05275e-05,100,C18H34O4,-H(+),"12,13-DHOME",HMDB04705,C14829
1062,492,315.047691,4191.619555,0.003331709,61,C16H12O7,-H(+),Isorhamnetin,HMDB02655,C10084
1063,493,315.2541241,24396.1193,-4.44451e-05,100,C18H36O4,-H(+),MG(0:0/15:0/0:0),HMDB11532,
1064,493,315.2541241,24396.1193,-4.44451e-05,100,C18H36O4,-H(+),MG(15:0/0:0/0:0),HMDB11563,
1065,494,316.1032628,6083.419533,0.001955842,31,C11H15N5O5,+F(-),1-Methylguanosine,HMDB01563,C04545
1066,494,316.1032628,6083.419533,0.001955842,31,C11H15N5O5,+F(-),2-Methylguanosine,HMDB05862,
1067,494,316.1032628,6083.419533,0.001955842,31,C11H15N5O5,+F(-),3'-O-Methylguanosine,HMDB06038,
1068,495,317.0649936,5046.71886,0.001679164,100,C16H14O7,-H(+),Tamarixetin,HMDB02937,C10188
1069,496,317.1753005,3913.097011,0.000528854,100,C19H26O4,-H(+),Ubiquinone Q2,HMDB06709,C17569
1070,497,317.2847984,967.3129232,0.000282035,40,C19H38O2,+F(-),Nonadecanoic acid,HMDB00772,C16535
1071,497,317.2847984,967.3129232,0.000282035,40,C19H38O2,+F(-),Pristanic acid,HMDB00795,
1072,497,317.2847984,967.3129232,0.000282035,40,C19H38O2,+F(-),Tuberculostearic acid,HMDB04085,C16794
1073,498,318.1459126,2398.23756,0.004130888,22,C18H21NO3,+F(-),Codeine,HMDB04995,C06174
1074,499,319.1380558,15086.5611,0.001781891,56,C14H24O8,-H(+),Valproic acid glucuronide,HMDB00901,
1075,499,319.1380558,15086.5611,0.001781891,56,C14H24O8,-H(+),Octanoylglucuronide,HMDB10347,C03033
1076,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),"5,6-Epoxy-8,11,14-eicosatrienoic acid",HMDB02190,C14768
1077,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),"8,9-Epoxyeicosatrienoic acid",HMDB02232,C14769
1078,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),"14R,15S-EpETrE",HMDB02283,
1079,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),Hydroxyeicosatetraenoic acid,HMDB02344,
1080,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),15(S)-HETE,HMDB03876,C04742
1081,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),"14,15-Epoxy-5,8,11-eicosatrienoic acid",HMDB04264,C14771
1082,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),"11,12-Epoxyeicosatrienoic acid",HMDB04673,
1083,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),8-HETE,HMDB04679,C14824
1084,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),16(R)-HETE,HMDB04680,C14778
1085,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),11(R)-HETE,HMDB04682,C14780
1086,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),20-Hydroxyeicosatetraenoic acid,HMDB05998,C14748
1087,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),12-HETE,HMDB06111,C14777
1088,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),18-Hydroxyarachidonic acid,HMDB06245,
1089,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),9-HETE,HMDB10222,
1090,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),"11,12-EpETrE",HMDB10409,C14770
1091,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),5-HETE,HMDB11134,C04805
1092,500,319.2307586,7689.098847,-0.002893729,35,C20H32O3,-H(+),19(S)-HETE,HMDB11136,C14749
1093,501,319.2638323,1428.017704,0.000418137,100,C21H36O2,-H(+),"3a,20b-Pregnanediol",HMDB02156,
1094,501,319.2638323,1428.017704,0.000418137,100,C21H36O2,-H(+),Pregnanediol,HMDB04025,C05484
1095,501,319.2638323,1428.017704,0.000418137,100,C21H36O2,-H(+),"7a,17-dimethyl-5b-Androstane-3a,17b-diol",HMDB06013,
1096,502,320.0467583,3000.76525,-0.0021062,19,C8H15NO9S,+F(-),N-Acetylgalactosamine 4-sulphate,HMDB00781,C16265
1097,502,320.0467583,3000.76525,-0.0021062,19,C8H15NO9S,+F(-),N-Acetylglucosamine 6-sulfate,HMDB00814,C04132
1098,502,320.0467583,3000.76525,-0.0021062,19,C8H15NO9S,+F(-),N-Acetylgalactosamine 6-sulfate,HMDB00841,
1099,503,320.0625846,73788.39538,-0.000268889,100,C11H15NO10,-H(+),Beta-Citryl-L-glutamic acid,HMDB13220,
1100,504,321.0165784,1744.173141,0.000557729,25,C15H11ClO6,-H(+),Cyanidin,HMDB02708,C05905
1101,505,321.0794996,5069.820849,-0.00256142,25,C16H14O6,+F(-),Hesperetin,HMDB05782,C01709
1102,506,321.1124645,4953.662797,0.000112886,100,C12H22N2O6S,-H(+),D-Pantothenoyl-L-cysteine,HMDB06834,C04079
1103,507,321.2420355,4550.925241,0.001479447,100,C20H34O3,-H(+),15(S)-Hydroxyeicosatrienoic acid,HMDB05045,C00861
1104,508,322.0446852,17742.22148,-0.000114118,100,C9H14N3O8P,-H(+),Cytidine monophosphate,HMDB00095,C00055
1105,508,322.0446852,17742.22148,-0.000114118,100,C9H14N3O8P,-H(+),Cytidine 2'-phosphate,HMDB11692,C03104
1106,509,322.1656632,3475.572627,0.000424333,40,C14H25NO6,+F(-),Pimelylcarnitine,HMDB13328,
1107,510,324.0935614,3068.08693,5.44239e-05,100,C11H19NO10,-H(+),N-Glycolylneuraminic acid,HMDB00833,C03410
1108,511,324.2178847,4308.882412,0.000143785,100,C18H31NO4,-H(+),10-Nitrolinoleic acid,HMDB05049,C13800
1109,512,324.2908322,7158.103897,-3.26774e-05,100,C20H39NO2,-H(+),N-Oleoylethanolamine,HMDB02088,
1110,513,325.1121028,7283.854314,0.001914126,55,C12H22O10,-H(+),2-O-a-L-Fucopyranosyl-galactose,HMDB06590,
1111,513,325.1121028,7283.854314,0.001914126,55,C12H22O10,-H(+),3-O-a-L-Fucopyranosyl-D-glucose,HMDB06701,
1112,514,325.3098763,8944.26921,0.00132431,76,C21H42O2,-H(+),Homophytanic acid,HMDB02337,
1113,514,325.3098763,8944.26921,0.00132431,76,C21H42O2,-H(+),Heneicosanoic acid,HMDB02345,
1114,515,326.086509,3366.535652,0.001627541,61,C14H17NO8,-H(+),Acetaminophen glucuronide,HMDB10316,
1115,516,326.306745,4145.685551,-0.000295429,100,C20H41NO2,-H(+),Stearoylethanolamide,HMDB13078,
1116,516,326.306745,4145.685551,-0.000295429,100,C20H41NO2,-H(+),"N,N-Dimethylsphingosine",HMDB13645,C13914
1117,517,327.0505855,2389.408139,0.000437177,100,C17H12O7,-H(+),"2,3-Epoxyaflatoxin B1",HMDB06558,C19586
1118,518,327.2537873,9677.388471,0.000292304,100,C19H36O4,-H(+),MG(0:0/16:1(9Z)/0:0),HMDB11534,
1119,518,327.2537873,9677.388471,0.000292304,100,C19H36O4,-H(+),MG(16:1(9Z)/0:0/0:0),HMDB11565,
1120,519,329.2331692,14627.81729,0.000174944,100,C18H34O5,-H(+),"9,12,13-TriHOME",HMDB04708,C14833
1121,519,329.2331692,14627.81729,0.000174944,100,C18H34O5,-H(+),"9,10,13-TriHOME",HMDB04710,C14835
1122,520,331.1392588,10213.3102,-0.000491097,40,C17H20N4S,+F(-),Olanzapine,HMDB05012,C07322
1123,521,331.1912313,6019.71644,0.000248054,100,C20H28O4,-H(+),Carnosic acid,HMDB02358,
1124,521,331.1912313,6019.71644,0.000248054,100,C20H28O4,-H(+),11b-Hydroxyprogesterone,HMDB04031,C05498
1125,522,331.2105223,3204.908497,-0.003692162,19,C21H28O2,+F(-),16-Dehydroprogesterone,HMDB00995,C03207
1126,522,331.2105223,3204.908497,-0.003692162,19,C21H28O2,+F(-),Tetrahydrogestrinone,HMDB04626,
1127,523,331.2639553,9094.261824,0.000295068,100,C22H36O2,-H(+),Adrenic acid,HMDB02226,C16527
1128,524,333.0594213,43320.38206,-0.000203276,100,C9H19O11P,-H(+),1-(sn-Glycero-3-phospho)-1D-myo-inositol,HMDB11649,C01225
1129,525,333.2431062,2038.272257,0.000408726,100,C21H34O3,-H(+),Tetrahydrodeoxycorticosterone,HMDB00879,C13713
1130,526,334.1255437,10356.13951,4.09073e-05,100,C12H21N3O8,-H(+),Aspartylglycosamine,HMDB00489,C04540
1131,527,334.9056749,509.3475045,-0.000208066,6,C6H12N2O4Se2,-H(+),Selenocystine,HMDB04122,C05704
1132,528,336.0357277,1844.131222,0.001928047,72,C8H15N7O2S3,-H(+),Famotidine,HMDB01919,
1133,529,336.1676179,1823.313597,0.000106359,100,C15H23N5O4,-H(+),Kyotorphin,HMDB05768,C02993
1134,530,337.0554622,6337.59434,7.89807e-06,100,C9H15N4O8P,-H(+),AICAR,HMDB01517,C04677
1135,531,338.98891,93605.64981,-0.000140817,100,C6H14O12P2,-H(+),"1D-Myo-inositol 1,4-bisphosphate",HMDB00968,C01220
1136,531,338.98891,93605.64981,-0.000140817,100,C6H14O12P2,-H(+),"D-Fructose 2,6-bisphosphate",HMDB01047,C00665
1137,531,338.98891,93605.64981,-0.000140817,100,C6H14O12P2,-H(+),"Alpha-D-Glucose 1,6-bisphosphate",HMDB03514,C01231
1138,531,338.98891,93605.64981,-0.000140817,100,C6H14O12P2,-H(+),"1D-Myo-inositol 1,3-bisphosphate",HMDB06234,C04062
1139,531,338.98891,93605.64981,-0.000140817,100,C6H14O12P2,-H(+),"1D-Myo-inositol 3,4-bisphosphate",HMDB06235,C04063
1140,531,338.98891,93605.64981,-0.000140817,100,C6H14O12P2,-H(+),"D-Tagatose 1,6-bisphosphate",HMDB06872,C03785
1141,532,339.3269948,21815.98228,-0.000144121,100,C22H44O2,-H(+),Behenic acid,HMDB00944,C08281
1142,533,340.2565199,2291.510876,-0.007191324,38,C19H35NO4,-H(+),trans-2-Dodecenoylcarnitine,HMDB13326,
1143,534,340.2852958,4298.204359,0.000418354,100,C20H39NO3,-H(+),Stearoylglycine,HMDB13308,
1144,535,341.1089773,84850.05876,-4.58176e-05,100,C12H22O11,-H(+),Melibiose,HMDB00048,C05402
1145,535,341.1089773,84850.05876,-4.58176e-05,100,C12H22O11,-H(+),Cellobiose,HMDB00055,C06422
1146,535,341.1089773,84850.05876,-4.58176e-05,100,C12H22O11,-H(+),D-Maltose,HMDB00163,C00208
1147,535,341.1089773,84850.05876,-4.58176e-05,100,C12H22O11,-H(+),Alpha-Lactose,HMDB00186,C00243
1148,535,341.1089773,84850.05876,-4.58176e-05,100,C12H22O11,-H(+),Sucrose,HMDB00258,C00089
1149,535,341.1089773,84850.05876,-4.58176e-05,100,C12H22O11,-H(+),Lactulose,HMDB00740,C07064
1150,535,341.1089773,84850.05876,-4.58176e-05,100,C12H22O11,-H(+),Trehalose,HMDB00975,C01083
1151,535,341.1089773,84850.05876,-4.58176e-05,100,C12H22O11,-H(+),Isomaltose,HMDB02923,C05400
1152,535,341.1089773,84850.05876,-4.58176e-05,100,C12H22O11,-H(+),Galactinol,HMDB05826,C01235
1153,535,341.1089773,84850.05876,-4.58176e-05,100,C12H22O11,-H(+),3-b-Galactopyranosyl glucose,HMDB06603,
1154,535,341.1089773,84850.05876,-4.58176e-05,100,C12H22O11,-H(+),Epimelibiose,HMDB06792,C05400
1155,535,341.1089773,84850.05876,-4.58176e-05,100,C12H22O11,-H(+),Turanose,HMDB11740,C19636
1156,535,341.1089773,84850.05876,-4.58176e-05,100,C12H22O11,-H(+),Kojibiose,HMDB11742,C19632
1157,536,341.3057717,3442.606796,0.000343553,100,C21H42O3,-H(+),MG(P-18:0e/0:0/0:0),HMDB11153,
1158,537,343.0004463,2711.45318,-0.00141174,53,C6H14O11P2,+F(-),"Fructose 1,6-bisphosphate",HMDB01058,C05378
1159,538,343.3215939,910.6262061,0.000171389,100,C21H44O3,-H(+),MG(18:0e/0:0/0:0),HMDB11143,
1160,539,345.1344152,4802.760162,-5.6806e-05,100,C19H22O6,-H(+),Gibberellin A3,HMDB03559,C01699
1161,540,346.2750847,2556.313588,6.47223e-05,100,C22H37NO2,-H(+),Anandamide,HMDB04080,C11695
1162,540,346.2750847,2556.313588,6.47223e-05,100,C22H37NO2,-H(+),O-Arachidonoyl Ethanolamine,HMDB13655,
1163,541,347.0399146,12019.41627,-9.45837e-05,100,C10H13N4O8P,-H(+),Inosinic acid,HMDB00175,C00130
1164,541,347.0399146,12019.41627,-9.45837e-05,100,C10H13N4O8P,-H(+),Inosine 2'-phosphate,HMDB11681,
1165,542,347.1015817,6451.399867,-0.001877464,100,C15H16N4O6,-H(+),Riboflavin reduced,HMDB01557,C01007
1166,543,347.2230984,2450.498422,-0.000318871,100,C21H32O4,-H(+),"3b,15b,17a-Trihydroxy-pregnenone",HMDB00353,
1167,543,347.2230984,2450.498422,-0.000318871,100,C21H32O4,-H(+),"3b,17a,21-Trihydroxypregnenone",HMDB00382,
1168,543,347.2230984,2450.498422,-0.000318871,100,C21H32O4,-H(+),"3a,21-Dihydroxy-5b-pregnane-11,20-dione",HMDB06755,C05478
1169,543,347.2230984,2450.498422,-0.000318871,100,C21H32O4,-H(+),"11b,21-Dihydroxy-5b-pregnane-3,20-dione",HMDB06757,C05475
1170,543,347.2230984,2450.498422,-0.000318871,100,C21H32O4,-H(+),"17a,21-Dihydroxypreg-nenolone",HMDB06762,C05487
1171,544,348.2179964,1955.640376,0.000126672,40,C17H31NO5,+F(-),6-Keto-decanoylcarnitine,HMDB13202,
1172,545,348.290842,5478.94056,-4.24723e-05,100,C22H39NO2,-H(+),Dihomo-gamma-Linolenoyl ethanolamide,HMDB13625,C13828
1173,546,349.1802545,4600.747148,0.000754823,48,C20H26O4,+F(-),Carnosol,HMDB02121,C09069
1174,547,349.202235,9534.054013,-0.000190974,100,C20H30O5,-H(+),8-iso-15-keto-PGE2,HMDB02341,
1175,547,349.202235,9534.054013,-0.000190974,100,C20H30O5,-H(+),Prostaglandin E3,HMDB02664,C06439
1176,547,349.202235,9534.054013,-0.000190974,100,C20H30O5,-H(+),Prostaglandin D3,HMDB03034,C13802
1177,547,349.202235,9534.054013,-0.000190974,100,C20H30O5,-H(+),15-Keto-prostaglandin E2,HMDB03175,C04707
1178,547,349.202235,9534.054013,-0.000190974,100,C20H30O5,-H(+),Resolvin E1,HMDB10410,
1179,548,349.2756888,22280.97494,-0.000779142,40,C19H38O4,+F(-),MG(0:0/16:0/0:0),HMDB11533,
1180,548,349.2756888,22280.97494,-0.000779142,40,C19H38O4,+F(-),MG(16:0/0:0/0:0),HMDB11564,
1181,549,351.0290443,2805.502971,-0.001343419,41,C16H13ClO7,-H(+),Petunidin,HMDB03173,C08727
1182,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),Prostaglandin E2,HMDB01220,C00584
1183,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),"(13E)-11a-Hydroxy-9,15-dioxoprost-13-enoic acid",HMDB01320,C04654
1184,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),Prostaglandin I2,HMDB01335,C01312
1185,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),Prostaglandin H2,HMDB01381,C00427
1186,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),Prostaglandin D2,HMDB01403,C00696
1187,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),Thromboxane A2,HMDB01452,C02198
1188,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),20-Hydroxy-leukotriene B4,HMDB01509,C04853
1189,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),Prostaglandin F3a,HMDB02122,C06476
1190,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),8-iso-PGF3a,HMDB02132,
1191,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),Levuglandin E2,HMDB02363,C13807
1192,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),Levuglandin D2,HMDB02400,C13808
1193,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),"13,14-Dihydro-15-keto-PGE2",HMDB02776,C04671
1194,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),15-Keto-prostaglandin F2a,HMDB04240,C05960
1195,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),Lipoxin A4,HMDB04385,C06314
1196,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),8-iso-15-keto-PGF2a,HMDB05077,
1197,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),Lipoxin B4,HMDB05082,C06315
1198,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),8-isoprostaglandin E2,HMDB05844,
1199,550,351.217658,6197.978298,3.61323e-05,100,C20H32O5,-H(+),"(5Z)-(15S)-11alpha-Hydroxy-9,15-dioxoprostanoate",HMDB12481,C04671
1200,551,351.2533921,2311.460102,0.000687568,100,C21H36O4,-H(+),"MG(0:0/18:3(6Z,9Z,12Z)/0:0)",HMDB11539,
1201,551,351.2533921,2311.460102,0.000687568,100,C21H36O4,-H(+),"MG(0:0/18:3(9Z,12Z,15Z)/0:0)",HMDB11540,
