"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB07728","DG(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)","HMDB0007728","53478481",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](CO)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB07729","DG(22:5(4Z,7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","HMDB0007729","53478482",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB07757","DG(22:5(7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z)/0:0)","HMDB0007757","53478510",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O[C@@H](CO)COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB07758","DG(22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z)/0:0)","HMDB0007758","9543968",NA,NA,NA,"CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](CO)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB07785","DG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z)/0:0)","HMDB0007785","53478536",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@@H](CO)COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08845","PE(14:0/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB0008845","53479555",NA,"C00350",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08846","PE(14:0/22:5(7Z,10Z,13Z,16Z,19Z))","HMDB0008846","53479556",NA,"C00350",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08877","PE(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0008877","52924155",NA,"C00350",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"HMDB08939","PE(16:0/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0008939","52924919",NA,"C00350",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08970","PE(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0008970","52924915",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08971","PE(16:1(9Z)/20:4(8Z,11Z,14Z,17Z))","HMDB0008971","53479599",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB09030","PE(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))","HMDB0009030","53479629",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB09063","PE(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))","HMDB0009063","52924345",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB09094","PE(18:2(9Z,12Z)/18:3(6Z,9Z,12Z))","HMDB0009094","52924365",NA,"C00350",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB09095","PE(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))","HMDB0009095","52924366",NA,"C00350",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"HMDB09126","PE(18:3(6Z,9Z,12Z)/18:2(9Z,12Z))","HMDB0009126","52924393",NA,"C00350",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09159","PE(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))","HMDB0009159","52924422",NA,"C00350",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09190","PE(18:4(6Z,9Z,12Z,15Z)/18:1(11Z))","HMDB0009190","53479697",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09191","PE(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))","HMDB0009191","52924451",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09386","PE(20:4(5Z,8Z,11Z,14Z)/16:1(9Z))","HMDB0009386","52924640",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09419","PE(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))","HMDB0009419","53479803",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09451","PE(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)","HMDB0009451","52924669",NA,"C00350",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09581","PE(22:4(7Z,10Z,13Z,16Z)/14:1(9Z))","HMDB0009581","52924806",NA,"C00350",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"HMDB09613","PE(22:5(4Z,7Z,10Z,13Z,16Z)/14:0)","HMDB0009613","53479909",NA,"C00350",NA,"CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09646","PE(22:5(7Z,10Z,13Z,16Z,19Z)/14:0)","HMDB0009646","53479942",NA,"C00350",NA,"CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB08258","PC(18:4(6Z,9Z,12Z,15Z)/P-16:0)","HMDB0008258","53478871",NA,"C00157",NA,"CCCCCCCCCCCCCC/C=C\OC(COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB11214","PC(P-16:0/18:4(6Z,9Z,12Z,15Z))","HMDB0011214","52923896",NA,NA,NA,"CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB07896","PC(14:0/P-18:0)","HMDB0007896","53478617",NA,"C00157",NA,"CCCCCCCCCCCCCCCC/C=C\OC(COC(=O)CCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB07994","PC(16:0/P-16:0)","HMDB0007994","53478671",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O/C=C\CCCCCCCCCCCCCC","1"
"HMDB11206","PC(P-16:0/16:0)","HMDB0011206","11146967","133672",NA,NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](CO/C=C\CCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB11236","PC(P-18:0/14:0)","HMDB0011236","52923926","89965",NA,NA,"CCCCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC","1"
"HMDB13404","PC(o-16:0/16:1(9Z))","HMDB0013404","52923742",NA,NA,NA,"CCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"HMDB07943","PC(15:0/18:4(6Z,9Z,12Z,15Z))","HMDB0007943","52922318",NA,"C00157",NA,"CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08231","PC(18:4(6Z,9Z,12Z,15Z)/15:0)","HMDB0008231","52922887",NA,"C00157",NA,"CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08844","PE(14:0/22:4(7Z,10Z,13Z,16Z))","HMDB0008844","52924126",NA,"C00350",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08937","PE(16:0/20:4(5Z,8Z,11Z,14Z))","HMDB0008937","9546800",NA,"C00350",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08938","PE(16:0/20:4(8Z,11Z,14Z,17Z))","HMDB0008938","53479588",NA,"C00350",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08968","PE(16:1(9Z)/20:3(5Z,8Z,11Z))","HMDB0008968","53479597",NA,"C00350",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"HMDB08997","PE(18:0/18:4(6Z,9Z,12Z,15Z))","HMDB0008997","52924904",NA,"C00350",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB09028","PE(18:1(11Z)/18:3(6Z,9Z,12Z))","HMDB0009028","53479627",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB09029","PE(18:1(11Z)/18:3(9Z,12Z,15Z))","HMDB0009029","53479628",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"HMDB09061","PE(18:1(9Z)/18:3(6Z,9Z,12Z))","HMDB0009061","52924344",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB09062","PE(18:1(9Z)/18:3(9Z,12Z,15Z))","HMDB0009062","52924898",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"HMDB09093","PE(18:2(9Z,12Z)/18:2(9Z,12Z))","HMDB0009093","9546812","84846","C00350",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB09124","PE(18:3(6Z,9Z,12Z)/18:1(11Z))","HMDB0009124","53479673",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09125","PE(18:3(6Z,9Z,12Z)/18:1(9Z))","HMDB0009125","52924392",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09157","PE(18:3(9Z,12Z,15Z)/18:1(11Z))","HMDB0009157","53479685",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09158","PE(18:3(9Z,12Z,15Z)/18:1(9Z))","HMDB0009158","52924891",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09189","PE(18:4(6Z,9Z,12Z,15Z)/18:0)","HMDB0009189","52924450",NA,"C00350",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09320","PE(20:3(5Z,8Z,11Z)/16:1(9Z))","HMDB0009320","53479746",NA,"C00350",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"HMDB09353","PE(20:3(8Z,11Z,14Z)/16:1(9Z))","HMDB0009353","52924610",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09385","PE(20:4(5Z,8Z,11Z,14Z)/16:0)","HMDB0009385","52924875",NA,"C00350",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09418","PE(20:4(8Z,11Z,14Z,17Z)/16:0)","HMDB0009418","53479802",NA,"C00350",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09580","PE(22:4(7Z,10Z,13Z,16Z)/14:0)","HMDB0009580","52924805",NA,"C00350",NA,"CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB10591","PG(16:1(9Z)/18:3(6Z,9Z,12Z))","HMDB0010591","52926477",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB10592","PG(16:1(9Z)/18:3(9Z,12Z,15Z))","HMDB0010592","52926478",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"HMDB10661","PG(18:3(6Z,9Z,12Z)/16:1(9Z))","HMDB0010661","52926638",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O","1"
"HMDB10676","PG(18:3(9Z,12Z,15Z)/16:1(9Z))","HMDB0010676","52926668",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](CO)O","1"
"HMDB13494","PE-NMe(20:5(5Z,8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z))","HMDB0113494","131820606",NA,NA,NA,"[H]C(COC(=O)CCC\C=C/C\C=C/C\C=C/C\C=C/C\C=C/CC)(COP(O)(=O)OCCNC)OC(=O)CCC\C=C/C\C=C/C\C=C/CCCCCCCC","1"
"HMDB07940","PC(15:0/18:2(9Z,12Z))","HMDB0007940","24778664",NA,"C00157",NA,"CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB08132","PC(18:2(9Z,12Z)/15:0)","HMDB0008132","52922715",NA,"C00157",NA,"CCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08843","PE(14:0/22:2(13Z,16Z))","HMDB0008843","52924125",NA,"C00350",NA,"CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB08875","PE(14:1(9Z)/22:1(13Z))","HMDB0008875","53479566",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCC)COP(=O)(O)OCCN","1"
"HMDB08934","PE(16:0/20:2(11Z,14Z))","HMDB0008934","52924213",NA,"C00350",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB08966","PE(16:1(9Z)/20:1(11Z))","HMDB0008966","52924233",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"HMDB08994","PE(18:0/18:2(9Z,12Z))","HMDB0008994","9546749",NA,"C00350",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB09025","PE(18:1(11Z)/18:1(11Z))","HMDB0009025","53479624",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"HMDB09026","PE(18:1(11Z)/18:1(9Z))","HMDB0009026","53479625",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)(O)OCCN","1"
"HMDB09058","PE(18:1(9Z)/18:1(11Z))","HMDB0009058","53479650",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"HMDB09059","PE(18:1(9Z)/18:1(9Z))","HMDB0009059","9546757",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"HMDB09090","PE(18:2(9Z,12Z)/18:0)","HMDB0009090","52924894",NA,"C00350",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09254","PE(20:1(11Z)/16:1(9Z))","HMDB0009254","52924549",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"HMDB09286","PE(20:2(11Z,14Z)/16:0)","HMDB0009286","52924578",NA,"C00350",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB09515","PE(22:1(13Z)/14:1(9Z))","HMDB0009515","53479853",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OCCN)OC(=O)CCCCCCC/C=C\CCCC","1"
"HMDB09547","PE(22:2(13Z,16Z)/14:0)","HMDB0009547","52924774",NA,"C00350",NA,"CCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OCCN","1"
"HMDB10576","PG(16:0/18:3(6Z,9Z,12Z))","HMDB0010576","52927171",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB10577","PG(16:0/18:3(9Z,12Z,15Z))","HMDB0010577","52927236",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"HMDB10590","PG(16:1(9Z)/18:2(9Z,12Z))","HMDB0010590","52927166",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB10646","PG(18:2(9Z,12Z)/16:1(9Z))","HMDB0010646","52926611",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O","1"
"HMDB10660","PG(18:3(6Z,9Z,12Z)/16:0)","HMDB0010660","52926637",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O","1"
"HMDB10675","PG(18:3(9Z,12Z,15Z)/16:0)","HMDB0010675","52927218",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](CO)O","1"
"HMDB00221","TG(14:0/18:0/i-19:0)","HMDB0100221","131808383",NA,NA,NA,"[H][C@](COC(=O)CCCCCCCCCCCCC)(COC(=O)CCCCCCCCCCCCCCCC(C)C)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB10575","PG(16:0/18:2(9Z,12Z))","HMDB0010575","52927246",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB10588","PG(16:1(9Z)/18:1(11Z))","HMDB0010588","53480606",NA,NA,NA,"CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O","1"
"HMDB10589","PG(16:1(9Z)/18:1(9Z))","HMDB0010589","52927167",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O","1"
"HMDB10616","PG(18:1(11Z)/16:1(9Z))","HMDB0010616","53480615",NA,NA,NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"HMDB10631","PG(18:1(9Z)/16:1(9Z))","HMDB0010631","52927146",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"HMDB10645","PG(18:2(9Z,12Z)/16:0)","HMDB0010645","52927142",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](CO)O","1"
"HMDB05780","PE(O-16:1(1Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0005780","5283497",NA,"C00350","6548","CCCCCCCCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB09479","PE(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:1(11Z))","HMDB0009479","53479841",NA,"C00350",NA,"CCCCCC/C=C\CCCCCCCC/C=C\O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09480","PE(20:5(5Z,8Z,11Z,14Z,17Z)/P-18:1(9Z))","HMDB0009480","53479842",NA,"C00350",NA,"CCCCCCCC/C=C\CCCCCC/C=C\O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB09708","PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/P-16:0)","HMDB0009708","53479983",NA,"C00350",NA,"CCCCCCCCCCCCCC/C=C\O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OCCN","1"
"HMDB11420","PE(P-18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0011420","53480880",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB11453","PE(P-18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0011453","53480910",NA,NA,NA,"CCCCCCCC/C=C\CCCCCC/C=C\OC[C@H](COP(=O)(O)OCCN)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB10573","PG(16:0/18:1(11Z))","HMDB0010573","5289145",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"HMDB10574","PG(16:0/18:1(9Z))","HMDB0010574","52941750",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](CO)O)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"HMDB10587","PG(16:1(9Z)/18:0)","HMDB0010587","52926476",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)(O)OC[C@H](CO)O","1"
