"Query","Match","HMDB","PubChem","ChEBI","KEGG","METLIN","SMILES","Comment"
"HMDB12427","PS(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0012427","52925722",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB12437","PS(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z))","HMDB0012437","52925751",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"HMDB12445","PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))","HMDB0012445","52925938",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"HMDB09784","PI(16:0/18:2(9Z,12Z))","HMDB0009784","46891796",NA,NA,NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)O(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O1C(O)C(O)C(O)(O)C1O","1"
"HMDB09800","PI(16:1(9Z)/18:1(11Z))","HMDB0009800",NA,"88563","C00626",NA,"[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCC\C=C/CCCCCC","1"
"HMDB09801","PI(16:1(9Z)/18:1(9Z))","HMDB0009801","52928326","88562","C00626",NA,"CCCCCC/C=C\CCCCCCCC(=O)OC(COP(=O)(O)O1C(O)C(O)C(O)(O)C1O)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"HMDB09803","PI(16:2(9Z,12Z)/18:0)","HMDB0009803",NA,"88561","C00626",NA,"[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB09807","PI(18:0/16:2(9Z,12Z))","HMDB0009807",NA,"88558","C00626",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/C\C=C/CCC","1"
"HMDB09823","PI(18:1(11Z)/16:1(9Z))","HMDB0009823",NA,"88605","C00626",NA,"[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCC\C=C/CCCCCC","1"
"HMDB09835","PI(18:1(9Z)/16:1(9Z))","HMDB0009835","52928304","88626",NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)O(COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)(O)O1C(O)C(O)C(O)(O)C1O","1"
"HMDB09846","PI(18:2(9Z,12Z)/16:0)","HMDB0009846",NA,NA,"C00626",NA,"[H][C@@](COC(=O)CCCCCCC\C=C/C\C=C/CCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB10167","PS(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0010167","24779546",NA,"C02737",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB12426","PS(20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))","HMDB0012426","52925721",NA,NA,NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@@H](C(=O)O)N)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB12444","PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:0)","HMDB0012444","52925937",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@@H](C(=O)O)N","1"
"HMDB09782","PI(16:0/18:1(11Z))","HMDB0009782",NA,"88392","C00626",NA,"[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCC\C=C/CCCCCC","1"
"HMDB09783","PI(16:0/18:1(9Z))","HMDB0009783","5771758",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O(COC(=O)CCCCCCCCCCCCCCC)COP(=O)(O)O1C(O)C(O)C(O)(O)C1O","1"
"HMDB09799","PI(16:1(9Z)/18:0)","HMDB0009799","52927632","88423",NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)OC(COP(=O)(O)O1C(O)C(O)C(O)(O)C1O)OC(=O)CCCCCCCCCCCCCCCCC","1"
"HMDB09806","PI(18:0/16:1(9Z))","HMDB0009806","52928310","88557",NA,NA,"CCCCCC/C=C\CCCCCCCC(=O)O(COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)(O)O1C(O)C(O)C(O)(O)C1O","1"
"HMDB09822","PI(18:1(11Z)/16:0)","HMDB0009822",NA,"88606","C00626",NA,"[H][C@@](COC(=O)CCCCCCCCC\C=C/CCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB09834","PI(18:1(9Z)/16:0)","HMDB0009834",NA,NA,"C00626",NA,"[H][C@@](COC(=O)CCCCCCC\C=C/CCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(O)[C@@H](O)C1O)OC(=O)CCCCCCCCCCCCCCC","1"
"HMDB04976","Glucosylceramide (d18:1/26:1(17Z))","HMDB0004976","20057358",NA,"C01190","7229","CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O)NC(=O)CCCCCCCCCCCCCCC/C=C\CCCCCCCC)O","1"
"HMDB10713","Galactosylceramide (d18:1/26:1(17Z))","HMDB0010713","53480657",NA,"C02686",NA,"CCCCCCCCCCCCC/C=C\C(C(CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O)NC(=O)CCCCCCCCCCCCCCC/C=C\CCCCCCCC)O","1"
"HMDB06805","Beta-Alanyl-CoA","HMDB0006805","439708","15507","C02335",NA,"CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCN)O","1"
"HMDB08654","PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(11Z))","HMDB0008654","53479271",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCC/C=C\OC(COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08655","PC(22:4(7Z,10Z,13Z,16Z)/P-18:1(9Z))","HMDB0008655","53479273",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCC/C=C\OC(COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08686","PC(22:5(4Z,7Z,10Z,13Z,16Z)/P-18:0)","HMDB0008686","53479335",NA,"C00157",NA,"CCCCCCCCCCCCCCCC/C=C\OC(COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08719","PC(22:5(7Z,10Z,13Z,16Z,19Z)/P-18:0)","HMDB0008719","53479401",NA,"C00157",NA,"CCCCCCCCCCCCCCCC/C=C\OC(COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB11260","PC(P-18:0/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB0011260","53480721",NA,NA,NA,"CCCCCCCCCCCCCCCC/C=C\OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB11261","PC(P-18:0/22:5(7Z,10Z,13Z,16Z,19Z))","HMDB0011261","53480723",NA,NA,NA,"CCCCCCCCCCCCCCCC/C=C\OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB11292","PC(P-18:1(11Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0011292","53480775",NA,NA,NA,"CCCCCC/C=C\CCCCCCCC/C=C\OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB11325","PC(P-18:1(9Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0011325","53480833",NA,NA,NA,"CCCCCCCC/C=C\CCCCCC/C=C\OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB13422","PC(o-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0013422","24779341","86252",NA,NA,"CCCCCCCCCCCCCCCCCCOC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB07993","PC(16:0/24:1(15Z))","HMDB0007993","24778745",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC","1"
"HMDB08025","PC(16:1(9Z)/24:0)","HMDB0008025","53478689",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08052","PC(18:0/22:1(13Z))","HMDB0008052","24778866",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC/C=C\CCCCCCCC","1"
"HMDB08084","PC(18:1(11Z)/22:0)","HMDB0008084","24778899",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08117","PC(18:1(9Z)/22:0)","HMDB0008117","24778951",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08275","PC(20:0/20:1(11Z))","HMDB0008275","24779042",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCCCC","1"
"HMDB08307","PC(20:1(11Z)/20:0)","HMDB0008307","52923127",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08531","PC(22:0/18:1(11Z))","HMDB0008531","24779108",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCC/C=C\CCCCCC","1"
"HMDB08532","PC(22:0/18:1(9Z))","HMDB0008532","24779113",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCCCC","1"
"HMDB08563","PC(22:1(13Z)/18:0)","HMDB0008563","53479175",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08757","PC(24:0/15:0)","HMDB0008757","53479435",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@](C)(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCC","1"
"HMDB08759","PC(24:0/16:1(9Z))","HMDB0008759","53479437",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\CCCCCC","1"
"HMDB08791","PC(24:1(15Z)/16:0)","HMDB0008791","53479493",NA,"C00157",NA,"CCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCC/C=C\CCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB01041","2-Methylbutyryl-CoA","HMDB0001041","439371","15477","C15980","5960","CCC(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB01113","Isovaleryl-CoA","HMDB0001113","439855","15487","C02939","451","CC(C)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB13037","Pentanoyl-CoA","HMDB0013037","439337","15536","C00888",NA,"CCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O","1"
"HMDB08090","PC(18:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0008090","24778901",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08123","PC(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0008123","24778955",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08154","PC(18:2(9Z,12Z)/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB0008154","24778982",NA,"C00157",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08155","PC(18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))","HMDB0008155","53478793",NA,"C00157",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08186","PC(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0008186","52922817",NA,"C00157",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08219","PC(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0008219","52922875",NA,"C00157",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08347","PC(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))","HMDB0008347","52923197",NA,"C00157",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08378","PC(20:3(5Z,8Z,11Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0008378","53478977",NA,"C00157",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08379","PC(20:3(5Z,8Z,11Z)/20:4(8Z,11Z,14Z,17Z))","HMDB0008379","53478979",NA,"C00157",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08410","PC(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))","HMDB0008410","52923255",NA,"C00157",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08411","PC(20:3(8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))","HMDB0008411","53479013",NA,"C00157",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08441","PC(20:4(5Z,8Z,11Z,14Z)/20:3(5Z,8Z,11Z))","HMDB0008441","53479035",NA,"C00157",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08442","PC(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z))","HMDB0008442","52923313",NA,"C00157",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08474","PC(20:4(8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z))","HMDB0008474","53479087",NA,"C00157",NA,"CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08475","PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))","HMDB0008475","53479089",NA,"C00157",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O[C@H](COC(=O)CCCCCC/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08506","PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z))","HMDB0008506","52923369",NA,"C00157",NA,"CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08632","PC(22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z))","HMDB0008632","52923637",NA,"C00157",NA,"CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08633","PC(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))","HMDB0008633","52923639",NA,"C00157",NA,"CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"HMDB08664","PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:2(9Z,12Z))","HMDB0008664","53479291",NA,"C00157",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08697","PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))","HMDB0008697","53479357",NA,"C00157",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08728","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(11Z))","HMDB0008728","53479407",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB08729","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z))","HMDB0008729","52923693",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC)COP(=O)([O-])OCC[N+](C)(C)C","1"
"HMDB13480","PGP(16:0/20:3(5Z,8Z,11Z))","HMDB0013480","53481800",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](COP(=O)(O)O)O)OC(=O)CCC/C=C\C/C=C\C/C=C\CCCCCCCC","1"
"HMDB13481","PGP(16:0/20:3(8Z,11Z,14Z))","HMDB0013481","53481801",NA,NA,NA,"CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](COP(=O)(O)O)O)OC(=O)CCCCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB13508","PGP(18:0/18:3(6Z,9Z,12Z))","HMDB0013508","53481826",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](COP(=O)(O)O)O)OC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB13509","PGP(18:0/18:3(9Z,12Z,15Z))","HMDB0013509","53481827",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](COP(=O)(O)O)O)OC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC","1"
"HMDB13522","PGP(18:1(11Z)/18:2(9Z,12Z))","HMDB0013522","53481840",NA,NA,NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](COP(=O)(O)O)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB13537","PGP(18:1(9Z)/18:2(9Z,12Z))","HMDB0013537","53481855",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)(O)OC[C@H](COP(=O)(O)O)O)OC(=O)CCCCCCC/C=C\C/C=C\CCCCC","1"
"HMDB13550","PGP(18:2(9Z,12Z)/18:1(11Z))","HMDB0013550","53481868",NA,NA,NA,"CCCCCC/C=C\CCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](COP(=O)(O)O)O","1"
"HMDB13551","PGP(18:2(9Z,12Z)/18:1(9Z))","HMDB0013551","53481869",NA,NA,NA,"CCCCCCCC/C=C\CCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](COP(=O)(O)O)O","1"
"HMDB13564","PGP(18:3(6Z,9Z,12Z)/18:0)","HMDB0013564","53481882",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCC/C=C\C/C=C\C/C=C\CCCCC)COP(=O)(O)OC[C@H](COP(=O)(O)O)O","1"
"HMDB13579","PGP(18:3(9Z,12Z,15Z)/18:0)","HMDB0013579","53481897",NA,NA,NA,"CCCCCCCCCCCCCCCCCC(=O)O[C@H](COC(=O)CCCCCCC/C=C\C/C=C\C/C=C\CC)COP(=O)(O)OC[C@H](COP(=O)(O)O)O","1"
"HMDB01175","Malonyl-CoA","HMDB0001175","10663","15531","C03188","6056","CC(C)(COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O","1"
"HMDB08057","PC(18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))","HMDB0008057","24778876",NA,"C00157",NA,"CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08088","PC(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB0008088","53478751",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08089","PC(18:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))","HMDB0008089","24778900",NA,"C00157",NA,"CCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08121","PC(18:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))","HMDB0008121","53478771",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
"HMDB08122","PC(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))","HMDB0008122","53478773",NA,"C00157",NA,"CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CC","1"
"HMDB08153","PC(18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))","HMDB0008153","52922757",NA,"C00157",NA,"CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCC","1"
