,T_AKAP9,T_AKT3,T_ALDH2,T_APC,T_ARID1A,T_ATM,T_ATP2B3,T_AXIN2,T_BCL9L,T_BCR,T_BIRC3,T_BIRC6,T_BLM,T_BRAF,T_CDH1,T_CDH10,T_CDKN2A,T_CLTCL1,T_CNOT3,T_CREB3L2,T_CREBBP,T_CRNKL1,T_CSMD3,T_CTNNA2,T_CTNND1,T_CTNND2,T_CYP2C8,T_DAXX,T_DNM2,T_EIF3E,T_EP300,T_EZH2,T_EZR,T_FAM131B,T_FAT3,T_FBXW7,T_FES,T_FKBP9,T_HEY1,T_HLA-A,T_HOOK3,T_HOXA13,T_HOXA9,T_IL21R,T_KAT6B,T_KIF5B,T_KLF6,T_KMT2A,T_KMT2C,T_KRAS,T_LARP4B,T_LEF1,T_LMNA,T_LRIG3,T_LRP1B,T_MACC1,T_MAML2,T_MAP3K1,T_MLH1,T_MSH6,T_NAB2,T_NBEA,T_NCOA2,T_NCOR2,T_NF1,T_NKX2-1,T_NOTCH2,T_NTRK1,T_NTRK3,T_PALB2,T_PAX3,T_PBX1,T_PDE4DIP,T_PHOX2B,T_PIK3CA,T_PREX2,T_PRPF40B,T_PTK6,T_PTPRB,T_PTPRC,T_PWWP2A,T_RALGDS,T_RANBP2,T_RECQL4,T_RNF213,T_RNF43,T_RPL5,T_RSPO2,T_RUNX1T1,T_SETDB1,T_SLC45A3,T_SMAD4,T_STIL,T_TBX3,T_TEC,T_TNC,T_TP53,T_TPR,T_TRIP11,T_USP6,T_ZBTB16,T_ZFHX3,T_ZMYM2,T_ZNF384
685,1.885,2.3680000000000003,-1.885,-0.073,0.33899999999999997,-0.85,-0.43799999999999994,-0.968,2.767,-0.968,-0.968,2.767,-0.43799999999999994,0.28300000000000003,2.767,0.584,1.463,-0.968,-0.43799999999999994,0.16,0.48100000000000004,-0.073,-0.986,-0.968,-0.43799999999999994,2.3680000000000003,2.3680000000000003,-1.885,-1.885,-0.968,0.28300000000000003,2.767,2.3680000000000003,-1.1640000000000001,-0.968,-1.1640000000000001,-1.885,2.3680000000000003,-1.1640000000000001,2.3680000000000003,2.3680000000000003,2.767,-0.968,2.767,-0.968,-1.1640000000000001,2.3680000000000003,-1.1640000000000001,-0.986,-1.6780000000000002,2.767,-0.073,-0.968,-0.43799999999999994,0.48100000000000004,-0.43799999999999994,0.48100000000000004,-1.499,-0.968,-0.073,-0.968,-0.073,-0.073,-0.073,-0.968,0.48100000000000004,-0.43799999999999994,-1.885,-0.073,-0.968,-0.43799999999999994,-0.968,-1.589,2.767,2.3680000000000003,1.9069999999999998,2.767,2.3680000000000003,-0.073,2.767,-1.885,2.3680000000000003,-0.514,-1.6769999999999998,-1.885,-0.6659999999999999,2.3680000000000003,0.48100000000000004,0.48100000000000004,-1.885,0.28300000000000003,0.838,-1.885,-0.968,2.767,-0.968,-0.475,2.3680000000000003,2.767,0.28300000000000003,0.48100000000000004,-1.002,-0.968,-1.885
686,2.898,8.611,-2.898,-0.977,5.356,-1.38,-3.4560000000000004,1.72,1.869,1.72,1.72,1.869,-3.4560000000000004,-0.769,1.869,-0.145,3.424,1.72,-3.4560000000000004,-1.3430000000000002,0.5770000000000001,-0.977,0.995,1.72,-3.4560000000000004,8.611,8.611,-2.898,-2.898,1.72,-0.769,1.869,8.611,-1.041,1.72,-1.041,-2.898,8.611,-1.041,8.611,8.611,1.869,1.72,1.869,1.72,-1.041,8.611,-1.041,0.995,0.795,1.869,-0.977,1.72,-3.4560000000000004,0.5770000000000001,-3.4560000000000004,0.5770000000000001,-0.688,1.72,-0.977,1.72,-0.977,-0.977,-0.977,1.72,0.5770000000000001,-3.4560000000000004,-2.898,-0.977,1.72,-3.4560000000000004,1.72,-1.254,1.869,8.611,5.101,1.869,8.611,-0.977,1.869,-2.898,8.611,-0.349,-0.978,-2.898,-1.3940000000000001,8.611,0.5770000000000001,0.5770000000000001,-2.898,-0.769,3.213,-2.898,1.72,1.869,1.72,1.338,8.611,1.869,-0.769,0.5770000000000001,-2.48,1.72,-2.898
687,-1.633,-1.306,1.633,1.102,-2.863,-0.51,-0.311,-2.483,-1.314,-2.483,-2.483,-1.314,-0.311,-0.377,-1.314,-1.923,-0.025,-2.483,-0.311,0.5479999999999999,-2.144,1.102,-1.607,-2.483,-0.311,-1.306,-1.306,1.633,1.633,-2.483,-0.377,-1.314,-1.306,1.439,-2.483,1.439,1.633,-1.306,1.439,-1.306,-1.306,-1.314,-2.483,-1.314,-2.483,1.439,-1.306,1.439,-1.607,-2.423,-1.314,1.102,-2.483,-0.311,-2.144,-0.311,-2.144,-2.267,-2.483,1.102,-2.483,1.102,1.102,1.102,-2.483,-2.144,-0.311,1.633,1.102,-2.483,-0.311,-2.483,-1.619,-1.314,-1.306,-2.524,-1.314,-1.306,1.102,-1.314,1.633,-1.306,-0.502,-0.804,1.633,0.7979999999999999,-1.306,-2.144,-2.144,1.633,-0.377,-1.1440000000000001,1.633,-2.483,-1.314,-2.483,-1.7830000000000001,-1.306,-1.314,-0.377,-2.144,0.772,-2.483,1.633
688,-0.9940000000000001,-3.438,0.9940000000000001,1.137,-2.06,0.139,2.263,-0.43700000000000006,-6.4479999999999995,-0.43700000000000006,-0.43700000000000006,-6.4479999999999995,2.263,-0.8440000000000001,-6.4479999999999995,-1.17,-1.248,-0.43700000000000006,2.263,0.21899999999999997,-0.679,1.137,0.322,-0.43700000000000006,2.263,-3.438,-3.438,0.9940000000000001,0.9940000000000001,-0.43700000000000006,-0.8440000000000001,-6.4479999999999995,-3.438,0.44299999999999995,-0.43700000000000006,0.44299999999999995,0.9940000000000001,-3.438,0.44299999999999995,-3.438,-3.438,-6.4479999999999995,-0.43700000000000006,-6.4479999999999995,-0.43700000000000006,0.44299999999999995,-3.438,0.44299999999999995,0.322,0.19399999999999998,-6.4479999999999995,1.137,-0.43700000000000006,2.263,-0.679,2.263,-0.679,-0.107,-0.43700000000000006,1.137,-0.43700000000000006,1.137,1.137,1.137,-0.43700000000000006,-0.679,2.263,0.9940000000000001,1.137,-0.43700000000000006,2.263,-0.43700000000000006,0.51,-6.4479999999999995,-3.438,-2.735,-6.4479999999999995,-3.438,1.137,-6.4479999999999995,0.9940000000000001,-3.438,-0.17800000000000002,0.298,0.9940000000000001,-0.304,-3.438,-0.679,-0.679,0.9940000000000001,-0.8440000000000001,-1.96,0.9940000000000001,-0.43700000000000006,-6.4479999999999995,-0.43700000000000006,-0.491,-3.438,-6.4479999999999995,-0.8440000000000001,-0.679,0.016,-0.43700000000000006,0.9940000000000001
689,0.57,0.045,-0.57,0.13,-0.759,-0.84,0.524,-0.912,-6.1,-0.912,-0.912,-6.1,0.524,-1.27,-6.1,-1.449,0.128,-0.912,0.524,-0.863,-0.615,0.13,-0.795,-0.912,0.524,0.045,0.045,-0.57,-0.57,-0.912,-1.27,-6.1,0.045,3.141,-0.912,3.141,-0.57,0.045,3.141,0.045,0.045,-6.1,-0.912,-6.1,-0.912,3.141,0.045,3.141,-0.795,0.86,-6.1,0.13,-0.912,0.524,-0.615,0.524,-0.615,-2.355,-0.912,0.13,-0.912,0.13,0.13,0.13,-0.912,-0.615,0.524,-0.57,0.13,-0.912,0.524,-0.912,0.473,-6.1,0.045,-0.433,-6.1,0.045,0.13,-6.1,-0.57,0.045,1.8130000000000002,-1.7690000000000001,-0.57,1.296,0.045,-0.615,-0.615,-0.57,-1.27,1.5230000000000001,-0.57,-0.912,-6.1,-0.912,0.622,0.045,-6.1,-1.27,-0.615,-1.3359999999999999,-0.912,-0.57
690,-1.004,-2.2159999999999997,1.004,0.685,-1.071,1.4569999999999999,1.153,0.038,4.261,0.038,0.038,4.261,1.153,-2.307,4.261,-0.912,-0.897,0.038,1.153,-1.186,1.042,0.685,0.489,0.038,1.153,-2.2159999999999997,-2.2159999999999997,1.004,1.004,0.038,-2.307,4.261,-2.2159999999999997,1.073,0.038,1.073,1.004,-2.2159999999999997,1.073,-2.2159999999999997,-2.2159999999999997,4.261,0.038,4.261,0.038,1.073,-2.2159999999999997,1.073,0.489,2.247,4.261,0.685,0.038,1.153,1.042,1.153,1.042,0.268,0.038,0.685,0.038,0.685,0.685,0.685,0.038,1.042,1.153,1.004,0.685,0.038,1.153,0.038,-0.061,4.261,-2.2159999999999997,-0.629,4.261,-2.2159999999999997,0.685,4.261,1.004,-2.2159999999999997,1.6340000000000001,-0.359,1.004,-0.888,-2.2159999999999997,1.042,1.042,1.004,-2.307,0.147,1.004,0.038,4.261,0.038,-0.8220000000000001,-2.2159999999999997,4.261,-2.307,1.042,-1.025,0.038,1.004
691,-1.42,0.266,1.42,0.882,-3.7460000000000004,2.2840000000000003,-1.7,-4.779,-4.43,-4.779,-4.779,-4.43,-1.7,-2.073,-4.43,-0.23800000000000002,0.84,-4.779,-1.7,-0.8690000000000001,1.736,0.882,-3.755,-4.779,-1.7,0.266,0.266,1.42,1.42,-4.779,-2.073,-4.43,0.266,-1.537,-4.779,-1.537,1.42,0.266,-1.537,0.266,0.266,-4.43,-4.779,-4.43,-4.779,-1.537,0.266,-1.537,-3.755,-4.289,-4.43,0.882,-4.779,-1.7,1.736,-1.7,1.736,-2.859,-4.779,0.882,-4.779,0.882,0.882,0.882,-4.779,1.736,-1.7,1.42,0.882,-4.779,-1.7,-4.779,-10.632,-4.43,0.266,1.4769999999999999,-4.43,0.266,0.882,-4.43,1.42,0.266,0.14300000000000002,-3.859,1.42,-2.8480000000000003,0.266,1.736,1.736,1.42,-2.073,0.267,1.42,-4.779,-4.43,-4.779,-9.927,0.266,-4.43,-2.073,1.736,-0.595,-4.779,1.42
692,-0.045,-1.065,0.045,-1.507,-0.40399999999999997,1.476,1.018,0.16,7.949,0.16,0.16,7.949,1.018,-1.8259999999999998,7.949,0.08199999999999999,-1.857,0.16,1.018,-2.6180000000000003,1.942,-1.507,-0.8290000000000001,0.16,1.018,-1.065,-1.065,0.045,0.045,0.16,-1.8259999999999998,7.949,-1.065,-0.287,0.16,-0.287,0.045,-1.065,-0.287,-1.065,-1.065,7.949,0.16,7.949,0.16,-0.287,-1.065,-0.287,-0.8290000000000001,0.271,7.949,-1.507,0.16,1.018,1.942,1.018,1.942,-0.7020000000000001,0.16,-1.507,0.16,-1.507,-1.507,-1.507,0.16,1.942,1.018,0.045,-1.507,0.16,1.018,0.16,-0.56,7.949,-1.065,0.732,7.949,-1.065,-1.507,7.949,0.045,-1.065,1.237,-1.796,0.045,-1.61,-1.065,1.942,1.942,0.045,-1.8259999999999998,0.433,0.045,0.16,7.949,0.16,-2.209,-1.065,7.949,-1.8259999999999998,1.942,-1.33,0.16,0.045
693,-1.047,-0.7829999999999999,1.047,-4.832,4.7139999999999995,-0.16,-0.259,6.794,5.126,6.794,6.794,5.126,-0.259,-1.585,5.126,-2.11,-4.073,6.794,-0.259,-5.167000000000001,-1.129,-4.832,2.397,6.794,-0.259,-0.7829999999999999,-0.7829999999999999,1.047,1.047,6.794,-1.585,5.126,-0.7829999999999999,2.09,6.794,2.09,1.047,-0.7829999999999999,2.09,-0.7829999999999999,-0.7829999999999999,5.126,6.794,5.126,6.794,2.09,-0.7829999999999999,2.09,2.397,3.673,5.126,-4.832,6.794,-0.259,-1.129,-0.259,-1.129,1.0959999999999999,6.794,-4.832,6.794,-4.832,-4.832,-4.832,6.794,-1.129,-0.259,1.047,-4.832,6.794,-0.259,6.794,5.614,5.126,-0.7829999999999999,-1.374,5.126,-0.7829999999999999,-4.832,5.126,1.047,-0.7829999999999999,0.6940000000000001,1.694,1.047,0.358,-0.7829999999999999,-1.129,-1.129,1.047,-1.585,0.14400000000000002,1.047,6.794,5.126,6.794,1.9880000000000002,-0.7829999999999999,5.126,-1.585,-1.129,-0.49,6.794,1.047
694,-3.293,-2.6,3.293,-1.014,-0.414,1.244,-0.5770000000000001,1.002,3.7060000000000004,1.002,1.002,3.7060000000000004,-0.5770000000000001,-0.102,3.7060000000000004,-0.871,-2.496,1.002,-0.5770000000000001,-0.85,-1.04,-1.014,0.298,1.002,-0.5770000000000001,-2.6,-2.6,3.293,3.293,1.002,-0.102,3.7060000000000004,-2.6,1.218,1.002,1.218,3.293,-2.6,1.218,-2.6,-2.6,3.7060000000000004,1.002,3.7060000000000004,1.002,1.218,-2.6,1.218,0.298,0.47600000000000003,3.7060000000000004,-1.014,1.002,-0.5770000000000001,-1.04,-0.5770000000000001,-1.04,1.274,1.002,-1.014,1.002,-1.014,-1.014,-1.014,1.002,-1.04,-0.5770000000000001,3.293,-1.014,1.002,-0.5770000000000001,1.002,1.22,3.7060000000000004,-2.6,-2.519,3.7060000000000004,-2.6,-1.014,3.7060000000000004,3.293,-2.6,0.132,1.811,3.293,0.847,-2.6,-1.04,-1.04,3.293,-0.102,-1.28,3.293,1.002,3.7060000000000004,1.002,-0.7090000000000001,-2.6,3.7060000000000004,-0.102,-1.04,1.9869999999999999,1.002,3.293
695,0.337,-0.825,-0.337,4.268,-4.3580000000000005,3.785,1.169,-4.569,-3.301,-4.569,-4.569,-3.301,1.169,-3.8489999999999998,-3.301,1.055,2.405,-4.569,1.169,0.22899999999999998,6.042000000000001,4.268,-1.376,-4.569,1.169,-0.825,-0.825,-0.337,-0.337,-4.569,-3.8489999999999998,-3.301,-0.825,-0.67,-4.569,-0.67,-0.337,-0.825,-0.67,-0.825,-0.825,-3.301,-4.569,-3.301,-4.569,-0.67,-0.825,-0.67,-1.376,1.66,-3.301,4.268,-4.569,1.169,6.042000000000001,1.169,6.042000000000001,-0.622,-4.569,4.268,-4.569,4.268,4.268,4.268,-4.569,6.042000000000001,1.169,-0.337,4.268,-4.569,1.169,-4.569,-6.902,-3.301,-0.825,3.37,-3.301,-0.825,4.268,-3.301,-0.337,-0.825,3.472,-3.766,-0.337,-3.438,-0.825,6.042000000000001,6.042000000000001,-0.337,-3.8489999999999998,2.287,-0.337,-4.569,-3.301,-4.569,-4.229,-0.825,-3.301,-3.8489999999999998,6.042000000000001,-3.034,-4.569,-0.337
696,-3.717,-3.8289999999999997,3.717,-2.292,-1.6340000000000001,1.47,0.083,0.2,-7.5360000000000005,0.2,0.2,-7.5360000000000005,0.083,-0.165,-7.5360000000000005,-0.92,-4.505,0.2,0.083,-1.858,-1.0390000000000001,-2.292,-1.281,0.2,0.083,-3.8289999999999997,-3.8289999999999997,3.717,3.717,0.2,-0.165,-7.5360000000000005,-3.8289999999999997,3.2539999999999996,0.2,3.2539999999999996,3.717,-3.8289999999999997,3.2539999999999996,-3.8289999999999997,-3.8289999999999997,-7.5360000000000005,0.2,-7.5360000000000005,0.2,3.2539999999999996,-3.8289999999999997,3.2539999999999996,-1.281,0.059000000000000004,-7.5360000000000005,-2.292,0.2,0.083,-1.0390000000000001,0.083,-1.0390000000000001,-0.10099999999999999,0.2,-2.292,0.2,-2.292,-2.292,-2.292,0.2,-1.0390000000000001,0.083,3.717,-2.292,0.2,0.083,0.2,1.944,-7.5360000000000005,-3.8289999999999997,-3.2960000000000003,-7.5360000000000005,-3.8289999999999997,-2.292,-7.5360000000000005,3.717,-3.8289999999999997,1.547,0.513,3.717,2.2640000000000002,-3.8289999999999997,-1.0390000000000001,-1.0390000000000001,3.717,-0.165,-0.659,3.717,0.2,-7.5360000000000005,0.2,-1.2919999999999998,-3.8289999999999997,-7.5360000000000005,-0.165,-1.0390000000000001,2.1719999999999997,0.2,3.717
697,-0.6759999999999999,-0.652,0.6759999999999999,2.827,-1.139,-0.871,-0.024,-0.9309999999999999,6.978,-0.9309999999999999,-0.9309999999999999,6.978,-0.024,-3.332,6.978,-4.13,1.615,-0.9309999999999999,-0.024,-0.316,-1.7790000000000001,2.827,0.875,-0.9309999999999999,-0.024,-0.652,-0.652,0.6759999999999999,0.6759999999999999,-0.9309999999999999,-3.332,6.978,-0.652,2.2569999999999997,-0.9309999999999999,2.2569999999999997,0.6759999999999999,-0.652,2.2569999999999997,-0.652,-0.652,6.978,-0.9309999999999999,6.978,-0.9309999999999999,2.2569999999999997,-0.652,2.2569999999999997,0.875,1.357,6.978,2.827,-0.9309999999999999,-0.024,-1.7790000000000001,-0.024,-1.7790000000000001,-1.9040000000000001,-0.9309999999999999,2.827,-0.9309999999999999,2.827,2.827,2.827,-0.9309999999999999,-1.7790000000000001,-0.024,0.6759999999999999,2.827,-0.9309999999999999,-0.024,-0.9309999999999999,-1.358,6.978,-0.652,-1.778,6.978,-0.652,2.827,6.978,0.6759999999999999,-0.652,0.33399999999999996,-0.6940000000000001,0.6759999999999999,-0.696,-0.652,-1.7790000000000001,-1.7790000000000001,0.6759999999999999,-3.332,-0.083,0.6759999999999999,-0.9309999999999999,6.978,-0.9309999999999999,-0.115,-0.652,6.978,-3.332,-1.7790000000000001,-1.932,-0.9309999999999999,0.6759999999999999
698,1.413,2.6639999999999997,-1.413,-1.123,7.099,-2.07,-1.151,5.789,3.537,5.789,5.789,3.537,-1.151,-2.6719999999999997,3.537,-3.283,0.831,5.789,-1.151,-2.968,-1.4709999999999999,-1.123,4.341,5.789,-1.151,2.6639999999999997,2.6639999999999997,-1.413,-1.413,5.789,-2.6719999999999997,3.537,2.6639999999999997,-1.455,5.789,-1.455,-1.413,2.6639999999999997,-1.455,2.6639999999999997,2.6639999999999997,3.537,5.789,3.537,5.789,-1.455,2.6639999999999997,-1.455,4.341,2.31,3.537,-1.123,5.789,-1.151,-1.4709999999999999,-1.151,-1.4709999999999999,0.375,5.789,-1.123,5.789,-1.123,-1.123,-1.123,5.789,-1.4709999999999999,-1.151,-1.413,-1.123,5.789,-1.151,5.789,1.148,3.537,2.6639999999999997,0.5760000000000001,3.537,2.6639999999999997,-1.123,3.537,-1.413,2.6639999999999997,-2.2840000000000003,1.208,-1.413,-3.2680000000000002,2.6639999999999997,-1.4709999999999999,-1.4709999999999999,-1.413,-2.6719999999999997,-0.426,-1.413,5.789,3.537,5.789,1.985,2.6639999999999997,3.537,-2.6719999999999997,-1.4709999999999999,-3.016,5.789,-1.413
699,0.585,-3.252,-0.585,0.275,-1.21,-0.146,4.019,0.40700000000000003,3.85,0.40700000000000003,0.40700000000000003,3.85,4.019,-0.8490000000000001,3.85,-0.40399999999999997,-1.8230000000000002,0.40700000000000003,4.019,-0.436,0.316,0.275,0.5760000000000001,0.40700000000000003,4.019,-3.252,-3.252,-0.585,-0.585,0.40700000000000003,-0.8490000000000001,3.85,-3.252,-1.026,0.40700000000000003,-1.026,-0.585,-3.252,-1.026,-3.252,-3.252,3.85,0.40700000000000003,3.85,0.40700000000000003,-1.026,-3.252,-1.026,0.5760000000000001,0.128,3.85,0.275,0.40700000000000003,4.019,0.316,4.019,0.316,-0.107,0.40700000000000003,0.275,0.40700000000000003,0.275,0.275,0.275,0.40700000000000003,0.316,4.019,-0.585,0.275,0.40700000000000003,4.019,0.40700000000000003,1.112,3.85,-3.252,-1.7890000000000001,3.85,-3.252,0.275,3.85,-0.585,-3.252,-0.537,-0.284,-0.585,-1.445,-3.252,0.316,0.316,-0.585,-0.8490000000000001,-2.197,-0.585,0.40700000000000003,3.85,0.40700000000000003,-0.308,-3.252,3.85,-0.8490000000000001,0.316,-1.028,0.40700000000000003,-0.585
700,-1.107,-1.227,1.107,-2.5780000000000003,-3.739,3.602,0.11599999999999999,-3.522,1.929,-3.522,-3.522,1.929,0.11599999999999999,-3.2460000000000004,1.929,0.305,-2.802,-3.522,0.11599999999999999,-4.874,3.761,-2.5780000000000003,-5.8629999999999995,-3.522,0.11599999999999999,-1.227,-1.227,1.107,1.107,-3.522,-3.2460000000000004,1.929,-1.227,4.401,-3.522,4.401,1.107,-1.227,4.401,-1.227,-1.227,1.929,-3.522,1.929,-3.522,4.401,-1.227,4.401,-5.8629999999999995,0.073,1.929,-2.5780000000000003,-3.522,0.11599999999999999,3.761,0.11599999999999999,3.761,-4.164,-3.522,-2.5780000000000003,-3.522,-2.5780000000000003,-2.5780000000000003,-2.5780000000000003,-3.522,3.761,0.11599999999999999,1.107,-2.5780000000000003,-3.522,0.11599999999999999,-3.522,-2.301,1.929,-1.227,1.818,1.929,-1.227,-2.5780000000000003,1.929,1.107,-1.227,7.632000000000001,-7.2860000000000005,1.107,0.655,-1.227,3.761,3.761,1.107,-3.2460000000000004,4.5280000000000005,1.107,-3.522,1.929,-3.522,-5.64,-1.227,1.929,-3.2460000000000004,3.761,-1.579,-3.522,1.107
701,-2.406,-2.202,2.406,1.724,-2.74,0.635,-0.18100000000000002,-1.798,5.5729999999999995,-1.798,-1.798,5.5729999999999995,-0.18100000000000002,0.126,5.5729999999999995,-0.804,-0.128,-1.798,-0.18100000000000002,1.405,-1.185,1.724,-0.586,-1.798,-0.18100000000000002,-2.202,-2.202,2.406,2.406,-1.798,0.126,5.5729999999999995,-2.202,2.213,-1.798,2.213,2.406,-2.202,2.213,-2.202,-2.202,5.5729999999999995,-1.798,5.5729999999999995,-1.798,2.213,-2.202,2.213,-0.586,0.061,5.5729999999999995,1.724,-1.798,-0.18100000000000002,-1.185,-0.18100000000000002,-1.185,0.053,-1.798,1.724,-1.798,1.724,1.724,1.724,-1.798,-1.185,-0.18100000000000002,2.406,1.724,-1.798,-0.18100000000000002,-1.798,-0.27399999999999997,5.5729999999999995,-2.202,-2.377,5.5729999999999995,-2.202,1.724,5.5729999999999995,2.406,-2.202,0.738,0.74,2.406,1.768,-2.202,-1.185,-1.185,2.406,0.126,-0.569,2.406,-1.798,5.5729999999999995,-1.798,-0.40399999999999997,-2.202,5.5729999999999995,0.126,-1.185,1.645,-1.798,2.406
702,-0.9940000000000001,-1.743,0.9940000000000001,0.5710000000000001,-1.5530000000000002,-1.185,0.72,-0.763,2.6239999999999997,-0.763,-0.763,2.6239999999999997,0.72,-1.389,2.6239999999999997,-3.095,-0.6940000000000001,-0.763,0.72,-0.612,-2.532,0.5710000000000001,-0.359,-0.763,0.72,-1.743,-1.743,0.9940000000000001,0.9940000000000001,-0.763,-1.389,2.6239999999999997,-1.743,0.978,-0.763,0.978,0.9940000000000001,-1.743,0.978,-1.743,-1.743,2.6239999999999997,-0.763,2.6239999999999997,-0.763,0.978,-1.743,0.978,-0.359,-1.546,2.6239999999999997,0.5710000000000001,-0.763,0.72,-2.532,0.72,-2.532,-2.29,-0.763,0.5710000000000001,-0.763,0.5710000000000001,0.5710000000000001,0.5710000000000001,-0.763,-2.532,0.72,0.9940000000000001,0.5710000000000001,-0.763,0.72,-0.763,-0.52,2.6239999999999997,-1.743,-3.156,2.6239999999999997,-1.743,0.5710000000000001,2.6239999999999997,0.9940000000000001,-1.743,-1.115,-0.618,0.9940000000000001,-0.304,-1.743,-2.532,-2.532,0.9940000000000001,-1.389,-1.915,0.9940000000000001,-0.763,2.6239999999999997,-0.763,-1.157,-1.743,2.6239999999999997,-1.389,-2.532,-0.38299999999999995,-0.763,0.9940000000000001
703,-0.865,-1.56,0.865,-1.2819999999999998,0.397,-0.439,0.674,1.395,7.047999999999999,1.395,1.395,7.047999999999999,0.674,-0.474,7.047999999999999,-1.4,-2.021,1.395,0.674,-1.347,-1.351,-1.2819999999999998,0.494,1.395,0.674,-1.56,-1.56,0.865,0.865,1.395,-0.474,7.047999999999999,-1.56,-0.71,1.395,-0.71,0.865,-1.56,-0.71,-1.56,-1.56,7.047999999999999,1.395,7.047999999999999,1.395,-0.71,-1.56,-0.71,0.494,-0.995,7.047999999999999,-1.2819999999999998,1.395,0.674,-1.351,0.674,-1.351,-0.196,1.395,-1.2819999999999998,1.395,-1.2819999999999998,-1.2819999999999998,-1.2819999999999998,1.395,-1.351,0.674,0.865,-1.2819999999999998,1.395,0.674,1.395,0.836,7.047999999999999,-1.56,-2.076,7.047999999999999,-1.56,-1.2819999999999998,7.047999999999999,0.865,-1.56,-1.587,0.602,0.865,-0.907,-1.56,-1.351,-1.351,0.865,-0.474,-2.225,0.865,1.395,7.047999999999999,1.395,-0.757,-1.56,7.047999999999999,-0.474,-1.351,0.209,1.395,0.865
704,0.11199999999999999,-0.182,-0.11199999999999999,-0.679,-1.318,-0.6809999999999999,0.294,-1.4280000000000002,7.466,-1.4280000000000002,-1.4280000000000002,7.466,0.294,-0.775,7.466,-1.217,-0.631,-1.4280000000000002,0.294,-1.117,-0.8079999999999999,-0.679,-1.8559999999999999,-1.4280000000000002,0.294,-0.182,-0.182,-0.11199999999999999,-0.11199999999999999,-1.4280000000000002,-0.775,7.466,-0.182,5.186,-1.4280000000000002,5.186,-0.11199999999999999,-0.182,5.186,-0.182,-0.182,7.466,-1.4280000000000002,7.466,-1.4280000000000002,5.186,-0.182,5.186,-1.8559999999999999,0.637,7.466,-0.679,-1.4280000000000002,0.294,-0.8079999999999999,0.294,-0.8079999999999999,-2.985,-1.4280000000000002,-0.679,-1.4280000000000002,-0.679,-0.679,-0.679,-1.4280000000000002,-0.8079999999999999,0.294,-0.11199999999999999,-0.679,-1.4280000000000002,0.294,-1.4280000000000002,1.063,7.466,-0.182,-0.728,7.466,-0.182,-0.679,7.466,-0.11199999999999999,-0.182,2.892,-2.191,-0.11199999999999999,2.9219999999999997,-0.182,-0.8079999999999999,-0.8079999999999999,-0.11199999999999999,-0.775,2.247,-0.11199999999999999,-1.4280000000000002,7.466,-1.4280000000000002,0.613,-0.182,7.466,-0.775,-0.8079999999999999,-0.657,-1.4280000000000002,-0.11199999999999999
705,-2.2969999999999997,-4.073,2.2969999999999997,0.276,-2.204,0.158,1.453,-0.305,5.242999999999999,-0.305,-0.305,5.242999999999999,1.453,-1.61,5.242999999999999,-2.65,-2.27,-0.305,1.453,-1.003,-1.7590000000000001,0.276,-0.113,-0.305,1.453,-4.073,-4.073,2.2969999999999997,2.2969999999999997,-0.305,-1.61,5.242999999999999,-4.073,2.206,-0.305,2.206,2.2969999999999997,-4.073,2.206,-4.073,-4.073,5.242999999999999,-0.305,5.242999999999999,-0.305,2.206,-4.073,2.206,-0.113,0.183,5.242999999999999,0.276,-0.305,1.453,-1.7590000000000001,1.453,-1.7590000000000001,-0.986,-0.305,0.276,-0.305,0.276,0.276,0.276,-0.305,-1.7590000000000001,1.453,2.2969999999999997,0.276,-0.305,1.453,-0.305,0.797,5.242999999999999,-4.073,-4.141,5.242999999999999,-4.073,0.276,5.242999999999999,2.2969999999999997,-4.073,0.313,0.105,2.2969999999999997,0.42,-4.073,-1.7590000000000001,-1.7590000000000001,2.2969999999999997,-1.61,-1.8019999999999998,2.2969999999999997,-0.305,5.242999999999999,-0.305,-0.992,-4.073,5.242999999999999,-1.61,-1.7590000000000001,0.264,-0.305,2.2969999999999997
706,4.2139999999999995,11.492,-4.2139999999999995,-1.261,2.1319999999999997,-2.6180000000000003,-3.096,-1.584,-4.198,-1.584,-1.584,-4.198,-3.096,2.274,-4.198,1.675,3.775,-1.584,-3.096,0.7240000000000001,-0.042,-1.261,-2.432,-1.584,-3.096,11.492,11.492,-4.2139999999999995,-4.2139999999999995,-1.584,2.274,-4.198,11.492,0.7979999999999999,-1.584,0.7979999999999999,-4.2139999999999995,11.492,0.7979999999999999,11.492,11.492,-4.198,-1.584,-4.198,-1.584,0.7979999999999999,11.492,0.7979999999999999,-2.432,-2.1919999999999997,-4.198,-1.261,-1.584,-3.096,-0.042,-3.096,-0.042,-3.165,-1.584,-1.261,-1.584,-1.261,-1.261,-1.261,-1.584,-0.042,-3.096,-4.2139999999999995,-1.261,-1.584,-3.096,-1.584,-1.0759999999999998,-4.198,11.492,5.118,-4.198,11.492,-1.261,-4.198,-4.2139999999999995,11.492,0.575,-2.86,-4.2139999999999995,2.374,11.492,-0.042,-0.042,-4.2139999999999995,2.274,4.8389999999999995,-4.2139999999999995,-1.584,-4.198,-1.584,1.774,11.492,-4.198,2.274,-0.042,-0.8140000000000001,-1.584,-4.2139999999999995
