,T_A1CF,T_ACVR1,T_AFF3,T_AFF4,T_AKT3,T_ALK,T_APC,T_ARHGAP5,T_ARHGEF12,T_ARID1A,T_ASXL1,T_ATM,T_AXIN1,T_BAP1,T_BCL10,T_BCL11A,T_BCL11B,T_BCL6,T_BCL7A,T_BCL9L,T_BCOR,T_BCORL1,T_BCR,T_BIRC6,T_BLM,T_BRCA1,T_BRIP1,T_BUB1B,T_CACNA1D,T_CALR,T_CAMTA1,T_CARD11,T_CARS,T_CASP3,T_CBFA2T3,T_CBL,T_CCND1,T_CCND2,T_CCR4,T_CD79A,T_CDH1,T_CDH10,T_CDK12,T_CDKN2A,T_CDX2,T_CHD4,T_CIC,T_CLIP1,T_CLTCL1,T_COL2A1,T_COL3A1,T_COX6C,T_CREB3L2,T_CREBBP,T_CRTC1,T_CSF3R,T_CSMD3,T_CTCF,T_CTNNA2,T_CUL3,T_CXCR4,T_CYLD,T_CYSLTR2,T_DCC,T_DDR2,T_DDX3X,T_DDX6,T_DICER1,T_DNAJB1,T_DNMT3A,T_DROSHA,T_EGFR,T_EIF3E,T_ELL,T_EP300,T_EPAS1,T_ERBB2,T_ERBB3,T_ERBB4,T_ERCC3,T_EWSR1,T_EZH2,T_FAM47C,T_FANCA,T_FANCG,T_FAT1,T_FAT4,T_FBXO11,T_FBXW7,T_FES,T_FGFR3,T_FLNA,T_FLT3,T_FOXP1,T_FOXR1,T_GATA1,T_GLI1,T_GNA11,T_GOPC,T_GRIN2A,T_HIST1H3B,T_HOXA9,T_HOXD11,T_HRAS,T_JAK1,T_JAK3,T_KDM5A,T_KDM6A,T_KEAP1,T_KMT2A,T_KMT2C,T_KMT2D,T_KRAS,T_LARP4B,T_LASP1,T_LCK,T_LIFR,T_LRIG3,T_LRP1B,T_LZTR1,T_MACC1,T_MAML2,T_MAP2K1,T_MAP2K2,T_MAP3K1,T_MAP3K13,T_MEN1,T_MLH1,T_MLLT3,T_MN1,T_MSH6,T_MTOR,T_MUC1,T_MUC16,T_MUC4,T_MUTYH,T_MYB,T_MYH11,T_MYO5A,T_N4BP2,T_NAB2,T_NCOA2,T_NCOR2,T_NF1,T_NF2,T_NFATC2,T_NFE2L2,T_NOTCH1,T_NOTCH2,T_NRAS,T_NRG1,T_NSD1,T_NUP214,T_PAFAH1B2,T_PALB2,T_PBRM1,T_PCBP1,T_PER1,T_PHOX2B,T_PIK3CB,T_PIK3R1,T_PMS1,T_PMS2,T_POLD1,T_POLE,T_POLQ,T_POT1,T_PPFIBP1,T_PPM1D,T_PREX2,T_PRKACA,T_PRKCB,T_PRPF40B,T_PTCH1,T_PTEN,T_PTPN13,T_PTPN6,T_PTPRC,T_PTPRK,T_RARA,T_RECQL4,T_RNF213,T_RNF43,T_ROS1,T_RPL22,T_SDHA,T_SDHAF2,T_SEPT9,T_SETD1B,T_SF3B1,T_SIRPA,T_SMARCA4,T_SPEN,T_SRSF3,T_STAT3,T_STAT6,T_STIL,T_TCF3,T_TCF7L2,T_TERT,T_THRAP3,T_TNFAIP3,T_TNFRSF17,T_TOP1,T_TP53,T_TPR,T_TRAF7,T_TRRAP,T_TSC1,T_TSC2,T_UBR5,T_USP6,T_ZFHX3,T_ZNF521
493,0,0.859,0.859,0,3.535,0.859,0,0,0,0,-1.194,0,2.106,0,2.106,0,0,0,0,0,0,0,0,2.106,0,0,2.106,0,2.106,0,2.106,3.535,0,0,0,3.535,0.859,0.446,0.859,0,0.446,0.859,0,1.243,0.446,2.106,-1.779,1.243,0,0.859,0.859,0,3.535,0,0,0,-1.194,0,3.535,0.859,0,0,0,3.535,0.859,0.859,0,0,0,0,0,-0.601,0.859,0,0,3.535,0,-1.779,0,0,0,0.859,0.859,2.106,0,-1.779,0,0,0.859,0,0,0,2.106,1.243,0,0.859,2.106,0,2.106,0.859,0,3.535,3.535,0,0,0.446,0,0.446,0,2.106,0.859,2.106,3.785,0,0,0,0,0.859,2.106,0,0.859,0.859,0,0,-4.009,0,0,0.859,0,3.535,0,0,-0.72,2.6,2.106,0.446,0,2.106,0,0,0,0,2.106,0.859,0,0.859,3.535,4.103,2.106,0,0,0.859,0,0.446,2.106,0.859,0,0.859,0,0.859,0,0,2.106,0,0,0.446,0,0,0.859,0,0,0.089,2.106,0.446,0,-0.72,0,0,0,0,-4.009,0,0,-1.779,0,0.859,0,0,0,0,0.859,0,-0.72,0,0,0,0,-0.72,0.859,0,0,0,0,0,-1.258,0,0,-1.779,0,0,0,0,3.535,0.446
494,3.448,4.457,4.457,3.448,0,4.457,3.448,3.448,3.448,3.448,1.021,3.448,-3.397,3.448,-3.397,3.448,3.448,3.448,3.448,3.448,3.448,3.448,3.448,-3.397,3.448,3.448,-3.397,3.448,-3.397,3.448,-3.397,0,3.448,3.448,3.448,0,4.457,-1.991,4.457,3.448,-1.991,4.457,3.448,-2.802,-1.991,-3.397,1.094,-2.802,3.448,4.457,4.457,3.448,0,3.448,3.448,3.448,1.021,3.448,0,4.457,3.448,3.448,3.448,0,4.457,4.457,3.448,3.448,3.448,3.448,3.448,0.38,4.457,3.448,3.448,0,3.448,1.094,3.448,3.448,3.448,4.457,4.457,-3.397,3.448,1.094,3.448,3.448,4.457,3.448,3.448,3.448,-3.397,-2.802,3.448,4.457,-3.397,3.448,-3.397,4.457,3.448,0,0,3.448,3.448,-1.991,3.448,-1.991,3.448,-3.397,4.457,-3.397,1.57,3.448,3.448,3.448,3.448,4.457,-3.397,3.448,4.457,4.457,3.448,3.448,0.171,3.448,3.448,4.457,3.448,0,3.448,3.448,3.223,-0.772,-3.397,-1.991,3.448,-3.397,3.448,3.448,3.448,3.448,-3.397,4.457,3.448,4.457,0,-1.197,-3.397,2.065,3.448,4.457,3.448,-1.991,-3.397,4.457,3.448,4.457,3.448,4.457,3.448,3.448,-3.397,3.448,3.448,-1.991,3.448,3.448,4.457,3.448,3.448,4.376,-3.397,-1.991,3.448,3.223,3.448,3.448,2.065,3.448,0.171,3.448,3.448,1.094,3.448,4.457,3.448,3.448,3.448,3.448,4.457,3.448,3.223,3.448,3.448,3.448,3.448,3.223,4.457,3.448,3.448,3.448,3.448,3.448,1.418,3.448,3.448,1.094,3.448,3.448,3.448,3.448,0,-1.991
495,-1.574,-4.499,-4.499,-1.574,0.658,-4.499,-1.574,-1.574,-1.574,-1.574,-3.867,-1.574,-2.716,-1.574,-2.716,-1.574,-1.574,-1.574,-1.574,-1.574,-1.574,-1.574,-1.574,-2.716,-1.574,-1.574,-2.716,-1.574,-2.716,-1.574,-2.716,0.658,-1.574,-1.574,-1.574,0.658,-4.499,-0.675,-4.499,-1.574,-0.675,-4.499,-1.574,4.484,-0.675,-2.716,-4.032,4.484,-1.574,-4.499,-4.499,-1.574,0.658,-1.574,-1.574,-1.574,-3.867,-1.574,0.658,-4.499,-1.574,-1.574,-1.574,0.658,-4.499,-4.499,-1.574,-1.574,-1.574,-1.574,-1.574,-0.427,-4.499,-1.574,-1.574,0.658,-1.574,-4.032,-1.574,-1.574,-1.574,-4.499,-4.499,-2.716,-1.574,-4.032,-1.574,-1.574,-4.499,-1.574,-1.574,-1.574,-2.716,4.484,-1.574,-4.499,-2.716,-1.574,-2.716,-4.499,-1.574,0.658,0.658,-1.574,-1.574,-0.675,-1.574,-0.675,-1.574,-2.716,-4.499,-2.716,2.279,-1.574,-1.574,-1.574,-1.574,-4.499,-2.716,-1.574,-4.499,-4.499,-1.574,-1.574,-3.858,-1.574,-1.574,-4.499,-1.574,0.658,-1.574,-1.574,-3.298,2.628,-2.716,-0.675,-1.574,-2.716,-1.574,-1.574,-1.574,-1.574,-2.716,-4.499,-1.574,-4.499,0.658,-3.345,-2.716,1.859,-1.574,-4.499,-1.574,-0.675,-2.716,-4.499,-1.574,-4.499,-1.574,-4.499,-1.574,-1.574,-2.716,-1.574,-1.574,-0.675,-1.574,-1.574,-4.499,-1.574,-1.574,3.909,-2.716,-0.675,-1.574,-3.298,-1.574,-1.574,1.859,-1.574,-3.858,-1.574,-1.574,-4.032,-1.574,-4.499,-1.574,-1.574,-1.574,-1.574,-4.499,-1.574,-3.298,-1.574,-1.574,-1.574,-1.574,-3.298,-4.499,-1.574,-1.574,-1.574,-1.574,-1.574,0.449,-1.574,-1.574,-4.032,-1.574,-1.574,-1.574,-1.574,0.658,-0.675
496,-2.065,1.014,1.014,-2.065,-1.127,1.014,-2.065,-2.065,-2.065,-2.065,1.835,-2.065,-3.813,-2.065,-3.813,-2.065,-2.065,-2.065,-2.065,-2.065,-2.065,-2.065,-2.065,-3.813,-2.065,-2.065,-3.813,-2.065,-3.813,-2.065,-3.813,-1.127,-2.065,-2.065,-2.065,-1.127,1.014,3.948,1.014,-2.065,3.948,1.014,-2.065,1.591,3.948,-3.813,0,1.591,-2.065,1.014,1.014,-2.065,-1.127,-2.065,-2.065,-2.065,1.835,-2.065,-1.127,1.014,-2.065,-2.065,-2.065,-1.127,1.014,1.014,-2.065,-2.065,-2.065,-2.065,-2.065,1.164,1.014,-2.065,-2.065,-1.127,-2.065,0,-2.065,-2.065,-2.065,1.014,1.014,-3.813,-2.065,0,-2.065,-2.065,1.014,-2.065,-2.065,-2.065,-3.813,1.591,-2.065,1.014,-3.813,-2.065,-3.813,1.014,-2.065,-1.127,-1.127,-2.065,-2.065,3.948,-2.065,3.948,-2.065,-3.813,1.014,-3.813,2.762,-2.065,-2.065,-2.065,-2.065,1.014,-3.813,-2.065,1.014,1.014,-2.065,-2.065,0.556,-2.065,-2.065,1.014,-2.065,-1.127,-2.065,-2.065,-0.634,-1.199,-3.813,3.948,-2.065,-3.813,-2.065,-2.065,-2.065,-2.065,-3.813,1.014,-2.065,1.014,-1.127,-1.65,-3.813,-3.026,-2.065,1.014,-2.065,3.948,-3.813,1.014,-2.065,1.014,-2.065,1.014,-2.065,-2.065,-3.813,-2.065,-2.065,3.948,-2.065,-2.065,1.014,-2.065,-2.065,2.108,-3.813,3.948,-2.065,-0.634,-2.065,-2.065,-3.026,-2.065,0.556,-2.065,-2.065,0,-2.065,1.014,-2.065,-2.065,-2.065,-2.065,1.014,-2.065,-0.634,-2.065,-2.065,-2.065,-2.065,-0.634,1.014,-2.065,-2.065,-2.065,-2.065,-2.065,-1.165,-2.065,-2.065,0,-2.065,-2.065,-2.065,-2.065,-1.127,3.948
497,2.759,-1.773,-1.773,2.759,3.879,-1.773,2.759,2.759,2.759,2.759,-3.135,2.759,1.512,2.759,1.512,2.759,2.759,2.759,2.759,2.759,2.759,2.759,2.759,1.512,2.759,2.759,1.512,2.759,1.512,2.759,1.512,3.879,2.759,2.759,2.759,3.879,-1.773,0.989,-1.773,2.759,0.989,-1.773,2.759,3.815,0.989,1.512,2.608,3.815,2.759,-1.773,-1.773,2.759,3.879,2.759,2.759,2.759,-3.135,2.759,3.879,-1.773,2.759,2.759,2.759,3.879,-1.773,-1.773,2.759,2.759,2.759,2.759,2.759,-3.506,-1.773,2.759,2.759,3.879,2.759,2.608,2.759,2.759,2.759,-1.773,-1.773,1.512,2.759,2.608,2.759,2.759,-1.773,2.759,2.759,2.759,1.512,3.815,2.759,-1.773,1.512,2.759,1.512,-1.773,2.759,3.879,3.879,2.759,2.759,0.989,2.759,0.989,2.759,1.512,-1.773,1.512,-3.252,2.759,2.759,2.759,2.759,-1.773,1.512,2.759,-1.773,-1.773,2.759,2.759,2.074,2.759,2.759,-1.773,2.759,3.879,2.759,2.759,-2.246,3.077,1.512,0.989,2.759,1.512,2.759,2.759,2.759,2.759,1.512,-1.773,2.759,-1.773,3.879,0.159,1.512,2.634,2.759,-1.773,2.759,0.989,1.512,-1.773,2.759,-1.773,2.759,-1.773,2.759,2.759,1.512,2.759,2.759,0.989,2.759,2.759,-1.773,2.759,2.759,2.842,1.512,0.989,2.759,-2.246,2.759,2.759,2.634,2.759,2.074,2.759,2.759,2.608,2.759,-1.773,2.759,2.759,2.759,2.759,-1.773,2.759,-2.246,2.759,2.759,2.759,2.759,-2.246,-1.773,2.759,2.759,2.759,2.759,2.759,3.172,2.759,2.759,2.608,2.759,2.759,2.759,2.759,3.879,0.989
498,-3.637,-2.269,-2.269,-3.637,-2.008,-2.269,-3.637,-3.637,-3.637,-3.637,-0.659,-3.637,-0.133,-3.637,-0.133,-3.637,-3.637,-3.637,-3.637,-3.637,-3.637,-3.637,-3.637,-0.133,-3.637,-3.637,-0.133,-3.637,-0.133,-3.637,-0.133,-2.008,-3.637,-3.637,-3.637,-2.008,-2.269,0.316,-2.269,-3.637,0.316,-2.269,-3.637,3.794,0.316,-0.133,1.077,3.794,-3.637,-2.269,-2.269,-3.637,-2.008,-3.637,-3.637,-3.637,-0.659,-3.637,-2.008,-2.269,-3.637,-3.637,-3.637,-2.008,-2.269,-2.269,-3.637,-3.637,-3.637,-3.637,-3.637,-1.427,-2.269,-3.637,-3.637,-2.008,-3.637,1.077,-3.637,-3.637,-3.637,-2.269,-2.269,-0.133,-3.637,1.077,-3.637,-3.637,-2.269,-3.637,-3.637,-3.637,-0.133,3.794,-3.637,-2.269,-0.133,-3.637,-0.133,-2.269,-3.637,-2.008,-2.008,-3.637,-3.637,0.316,-3.637,0.316,-3.637,-0.133,-2.269,-0.133,0.824,-3.637,-3.637,-3.637,-3.637,-2.269,-0.133,-3.637,-2.269,-2.269,-3.637,-3.637,0,-3.637,-3.637,-2.269,-3.637,-2.008,-3.637,-3.637,-1.035,2.499,-0.133,0.316,-3.637,-0.133,-3.637,-3.637,-3.637,-3.637,-0.133,-2.269,-3.637,-2.269,-2.008,-2.437,-0.133,-2.192,-3.637,-2.269,-3.637,0.316,-0.133,-2.269,-3.637,-2.269,-3.637,-2.269,-3.637,-3.637,-0.133,-3.637,-3.637,0.316,-3.637,-3.637,-2.269,-3.637,-3.637,3.172,-0.133,0.316,-3.637,-1.035,-3.637,-3.637,-2.192,-3.637,0,-3.637,-3.637,1.077,-3.637,-2.269,-3.637,-3.637,-3.637,-3.637,-2.269,-3.637,-1.035,-3.637,-3.637,-3.637,-3.637,-1.035,-2.269,-3.637,-3.637,-3.637,-3.637,-3.637,3.41,-3.637,-3.637,1.077,-3.637,-3.637,-3.637,-3.637,-2.008,0.316
499,3.117,-2.552,-2.552,3.117,-2.902,-2.552,3.117,3.117,3.117,3.117,-1.121,3.117,1.356,3.117,1.356,3.117,3.117,3.117,3.117,3.117,3.117,3.117,3.117,1.356,3.117,3.117,1.356,3.117,1.356,3.117,1.356,-2.902,3.117,3.117,3.117,-2.902,-2.552,3.186,-2.552,3.117,3.186,-2.552,3.117,-0.99,3.186,1.356,-4.237,-0.99,3.117,-2.552,-2.552,3.117,-2.902,3.117,3.117,3.117,-1.121,3.117,-2.902,-2.552,3.117,3.117,3.117,-2.902,-2.552,-2.552,3.117,3.117,3.117,3.117,3.117,-1.893,-2.552,3.117,3.117,-2.902,3.117,-4.237,3.117,3.117,3.117,-2.552,-2.552,1.356,3.117,-4.237,3.117,3.117,-2.552,3.117,3.117,3.117,1.356,-0.99,3.117,-2.552,1.356,3.117,1.356,-2.552,3.117,-2.902,-2.902,3.117,3.117,3.186,3.117,3.186,3.117,1.356,-2.552,1.356,2.207,3.117,3.117,3.117,3.117,-2.552,1.356,3.117,-2.552,-2.552,3.117,3.117,-0.453,3.117,3.117,-2.552,3.117,-2.902,3.117,3.117,3.755,0.829,1.356,3.186,3.117,1.356,3.117,3.117,3.117,3.117,1.356,-2.552,3.117,-2.552,-2.902,-2.485,1.356,3.995,3.117,-2.552,3.117,3.186,1.356,-2.552,3.117,-2.552,3.117,-2.552,3.117,3.117,1.356,3.117,3.117,3.186,3.117,3.117,-2.552,3.117,3.117,4.476,1.356,3.186,3.117,3.755,3.117,3.117,3.995,3.117,-0.453,3.117,3.117,-4.237,3.117,-2.552,3.117,3.117,3.117,3.117,-2.552,3.117,3.755,3.117,3.117,3.117,3.117,3.755,-2.552,3.117,3.117,3.117,3.117,3.117,-3.689,3.117,3.117,-4.237,3.117,3.117,3.117,3.117,-2.902,3.186
500,-3.393,3.212,3.212,-3.393,-1.245,3.212,-3.393,-3.393,-3.393,-3.393,3.921,-3.393,4.021,-3.393,4.021,-3.393,-3.393,-3.393,-3.393,-3.393,-3.393,-3.393,-3.393,4.021,-3.393,-3.393,4.021,-3.393,4.021,-3.393,4.021,-1.245,-3.393,-3.393,-3.393,-1.245,3.212,-3.26,3.212,-3.393,-3.26,3.212,-3.393,-4.648,-3.26,4.021,2.44,-4.648,-3.393,3.212,3.212,-3.393,-1.245,-3.393,-3.393,-3.393,3.921,-3.393,-1.245,3.212,-3.393,-3.393,-3.393,-1.245,3.212,3.212,-3.393,-3.393,-3.393,-3.393,-3.393,-4.061,3.212,-3.393,-3.393,-1.245,-3.393,2.44,-3.393,-3.393,-3.393,3.212,3.212,4.021,-3.393,2.44,-3.393,-3.393,3.212,-3.393,-3.393,-3.393,4.021,-4.648,-3.393,3.212,4.021,-3.393,4.021,3.212,-3.393,-1.245,-1.245,-3.393,-3.393,-3.26,-3.393,-3.26,-3.393,4.021,3.212,4.021,4.32,-3.393,-3.393,-3.393,-3.393,3.212,4.021,-3.393,3.212,3.212,-3.393,-3.393,4.831,-3.393,-3.393,3.212,-3.393,-1.245,-3.393,-3.393,-2.376,-2.053,4.021,-3.26,-3.393,4.021,-3.393,-3.393,-3.393,-3.393,4.021,3.212,-3.393,3.212,-1.245,-3.952,4.021,3.506,-3.393,3.212,-3.393,-3.26,4.021,3.212,-3.393,3.212,-3.393,3.212,-3.393,-3.393,4.021,-3.393,-3.393,-3.26,-3.393,-3.393,3.212,-3.393,-3.393,1.288,4.021,-3.26,-3.393,-2.376,-3.393,-3.393,3.506,-3.393,4.831,-3.393,-3.393,2.44,-3.393,3.212,-3.393,-3.393,-3.393,-3.393,3.212,-3.393,-2.376,-3.393,-3.393,-3.393,-3.393,-2.376,3.212,-3.393,-3.393,-3.393,-3.393,-3.393,-0.308,-3.393,-3.393,2.44,-3.393,-3.393,-3.393,-3.393,-1.245,-3.26
501,-1.916,-2.177,-2.177,-1.916,1.157,-2.177,-1.916,-1.916,-1.916,-1.916,-4.172,-1.916,2.194,-1.916,2.194,-1.916,-1.916,-1.916,-1.916,-1.916,-1.916,-1.916,-1.916,2.194,-1.916,-1.916,2.194,-1.916,2.194,-1.916,2.194,1.157,-1.916,-1.916,-1.916,1.157,-2.177,3.766,-2.177,-1.916,3.766,-2.177,-1.916,-3.048,3.766,2.194,-4.312,-3.048,-1.916,-2.177,-2.177,-1.916,1.157,-1.916,-1.916,-1.916,-4.172,-1.916,1.157,-2.177,-1.916,-1.916,-1.916,1.157,-2.177,-2.177,-1.916,-1.916,-1.916,-1.916,-1.916,3.855,-2.177,-1.916,-1.916,1.157,-1.916,-4.312,-1.916,-1.916,-1.916,-2.177,-2.177,2.194,-1.916,-4.312,-1.916,-1.916,-2.177,-1.916,-1.916,-1.916,2.194,-3.048,-1.916,-2.177,2.194,-1.916,2.194,-2.177,-1.916,1.157,1.157,-1.916,-1.916,3.766,-1.916,3.766,-1.916,2.194,-2.177,2.194,-4.559,-1.916,-1.916,-1.916,-1.916,-2.177,2.194,-1.916,-2.177,-2.177,-1.916,-1.916,-0.741,-1.916,-1.916,-2.177,-1.916,1.157,-1.916,-1.916,4.128,3.244,2.194,3.766,-1.916,2.194,-1.916,-1.916,-1.916,-1.916,2.194,-2.177,-1.916,-2.177,1.157,-2.966,2.194,-3.96,-1.916,-2.177,-1.916,3.766,2.194,-2.177,-1.916,-2.177,-1.916,-2.177,-1.916,-1.916,2.194,-1.916,-1.916,3.766,-1.916,-1.916,-2.177,-1.916,-1.916,-4.098,2.194,3.766,-1.916,4.128,-1.916,-1.916,-3.96,-1.916,-0.741,-1.916,-1.916,-4.312,-1.916,-2.177,-1.916,-1.916,-1.916,-1.916,-2.177,-1.916,4.128,-1.916,-1.916,-1.916,-1.916,4.128,-2.177,-1.916,-1.916,-1.916,-1.916,-1.916,-3.287,-1.916,-1.916,-4.312,-1.916,-1.916,-1.916,-1.916,1.157,3.766
502,1.007,-3.163,-3.163,1.007,-1.941,-3.163,1.007,1.007,1.007,1.007,1.334,1.007,-0.39,1.007,-0.39,1.007,1.007,1.007,1.007,1.007,1.007,1.007,1.007,-0.39,1.007,1.007,-0.39,1.007,-0.39,1.007,-0.39,-1.941,1.007,1.007,1.007,-1.941,-3.163,0.076,-3.163,1.007,0.076,-3.163,1.007,4.135,0.076,-0.39,-1.4,4.135,1.007,-3.163,-3.163,1.007,-1.941,1.007,1.007,1.007,1.334,1.007,-1.941,-3.163,1.007,1.007,1.007,-1.941,-3.163,-3.163,1.007,1.007,1.007,1.007,1.007,1.325,-3.163,1.007,1.007,-1.941,1.007,-1.4,1.007,1.007,1.007,-3.163,-3.163,-0.39,1.007,-1.4,1.007,1.007,-3.163,1.007,1.007,1.007,-0.39,4.135,1.007,-3.163,-0.39,1.007,-0.39,-3.163,1.007,-1.941,-1.941,1.007,1.007,0.076,1.007,0.076,1.007,-0.39,-3.163,-0.39,2.575,1.007,1.007,1.007,1.007,-3.163,-0.39,1.007,-3.163,-3.163,1.007,1.007,3.611,1.007,1.007,-3.163,1.007,-1.941,1.007,1.007,-3.148,-4.47,-0.39,0.076,1.007,-0.39,1.007,1.007,1.007,1.007,-0.39,-3.163,1.007,-3.163,-1.941,3.836,-0.39,-0.229,1.007,-3.163,1.007,0.076,-0.39,-3.163,1.007,-3.163,1.007,-3.163,1.007,1.007,-0.39,1.007,1.007,0.076,1.007,1.007,-3.163,1.007,1.007,-3.047,-0.39,0.076,1.007,-3.148,1.007,1.007,-0.229,1.007,3.611,1.007,1.007,-1.4,1.007,-3.163,1.007,1.007,1.007,1.007,-3.163,1.007,-3.148,1.007,1.007,1.007,1.007,-3.148,-3.163,1.007,1.007,1.007,1.007,1.007,-1.481,1.007,1.007,-1.4,1.007,1.007,1.007,1.007,-1.941,0.076
503,1.206,0,0,1.206,0,0,1.206,1.206,1.206,1.206,-0.242,1.206,2.144,1.206,2.144,1.206,1.206,1.206,1.206,1.206,1.206,1.206,1.206,2.144,1.206,1.206,2.144,1.206,2.144,1.206,2.144,0,1.206,1.206,1.206,0,0,0.153,0,1.206,0.153,0,1.206,0.392,0.153,2.144,-4.528,0.392,1.206,0,0,1.206,0,1.206,1.206,1.206,-0.242,1.206,0,0,1.206,1.206,1.206,0,0,0,1.206,1.206,1.206,1.206,1.206,1.556,0,1.206,1.206,0,1.206,-4.528,1.206,1.206,1.206,0,0,2.144,1.206,-4.528,1.206,1.206,0,1.206,1.206,1.206,2.144,0.392,1.206,0,2.144,1.206,2.144,0,1.206,0,0,1.206,1.206,0.153,1.206,0.153,1.206,2.144,0,2.144,-2.802,1.206,1.206,1.206,1.206,0,2.144,1.206,0,0,1.206,1.206,0.617,1.206,1.206,0,1.206,0,1.206,1.206,-1.663,-0.894,2.144,0.153,1.206,2.144,1.206,1.206,1.206,1.206,2.144,0,1.206,0,0,-0.29,2.144,-4.778,1.206,0,1.206,0.153,2.144,0,1.206,0,1.206,0,1.206,1.206,2.144,1.206,1.206,0.153,1.206,1.206,0,1.206,1.206,0.992,2.144,0.153,1.206,-1.663,1.206,1.206,-4.778,1.206,0.617,1.206,1.206,-4.528,1.206,0,1.206,1.206,1.206,1.206,0,1.206,-1.663,1.206,1.206,1.206,1.206,-1.663,0,1.206,1.206,1.206,1.206,1.206,1.161,1.206,1.206,-4.528,1.206,1.206,1.206,1.206,0,0.153
504,-1.8,2.761,2.761,-1.8,-1.703,2.761,-1.8,-1.8,-1.8,-1.8,-2.693,-1.8,-3.795,-1.8,-3.795,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-1.8,-3.795,-1.8,-1.8,-3.795,-1.8,-3.795,-1.8,-3.795,-1.703,-1.8,-1.8,-1.8,-1.703,2.761,-2.833,2.761,-1.8,-2.833,2.761,-1.8,2.706,-2.833,-3.795,-1.254,2.706,-1.8,2.761,2.761,-1.8,-1.703,-1.8,-1.8,-1.8,-2.693,-1.8,-1.703,2.761,-1.8,-1.8,-1.8,-1.703,2.761,2.761,-1.8,-1.8,-1.8,-1.8,-1.8,1.523,2.761,-1.8,-1.8,-1.703,-1.8,-1.254,-1.8,-1.8,-1.8,2.761,2.761,-3.795,-1.8,-1.254,-1.8,-1.8,2.761,-1.8,-1.8,-1.8,-3.795,2.706,-1.8,2.761,-3.795,-1.8,-3.795,2.761,-1.8,-1.703,-1.703,-1.8,-1.8,-2.833,-1.8,-2.833,-1.8,-3.795,2.761,-3.795,4.5,-1.8,-1.8,-1.8,-1.8,2.761,-3.795,-1.8,2.761,2.761,-1.8,-1.8,3.163,-1.8,-1.8,2.761,-1.8,-1.703,-1.8,-1.8,1.343,-1.083,-3.795,-2.833,-1.8,-3.795,-1.8,-1.8,-1.8,-1.8,-3.795,2.761,-1.8,2.761,-1.703,-0.873,-3.795,-0.392,-1.8,2.761,-1.8,-2.833,-3.795,2.761,-1.8,2.761,-1.8,2.761,-1.8,-1.8,-3.795,-1.8,-1.8,-2.833,-1.8,-1.8,2.761,-1.8,-1.8,-3.814,-3.795,-2.833,-1.8,1.343,-1.8,-1.8,-0.392,-1.8,3.163,-1.8,-1.8,-1.254,-1.8,2.761,-1.8,-1.8,-1.8,-1.8,2.761,-1.8,1.343,-1.8,-1.8,-1.8,-1.8,1.343,2.761,-1.8,-1.8,-1.8,-1.8,-1.8,-0.447,-1.8,-1.8,-1.254,-1.8,-1.8,-1.8,-1.8,-1.703,-2.833
505,-0.673,0.819,0.819,-0.673,1.081,0.819,-0.673,-0.673,-0.673,-0.673,-0.415,-0.673,0.553,-0.673,0.553,-0.673,-0.673,-0.673,-0.673,-0.673,-0.673,-0.673,-0.673,0.553,-0.673,-0.673,0.553,-0.673,0.553,-0.673,0.553,1.081,-0.673,-0.673,-0.673,1.081,0.819,4.629,0.819,-0.673,4.629,0.819,-0.673,-4.668,4.629,0.553,3.25,-4.668,-0.673,0.819,0.819,-0.673,1.081,-0.673,-0.673,-0.673,-0.415,-0.673,1.081,0.819,-0.673,-0.673,-0.673,1.081,0.819,0.819,-0.673,-0.673,-0.673,-0.673,-0.673,-4.653,0.819,-0.673,-0.673,1.081,-0.673,3.25,-0.673,-0.673,-0.673,0.819,0.819,0.553,-0.673,3.25,-0.673,-0.673,0.819,-0.673,-0.673,-0.673,0.553,-4.668,-0.673,0.819,0.553,-0.673,0.553,0.819,-0.673,1.081,1.081,-0.673,-0.673,4.629,-0.673,4.629,-0.673,0.553,0.819,0.553,-4.492,-0.673,-0.673,-0.673,-0.673,0.819,0.553,-0.673,0.819,0.819,-0.673,-0.673,4.374,-0.673,-0.673,0.819,-0.673,1.081,-0.673,-0.673,2.126,3.49,0.553,4.629,-0.673,0.553,-0.673,-0.673,-0.673,-0.673,0.553,0.819,-0.673,0.819,1.081,4.581,0.553,0.199,-0.673,0.819,-0.673,4.629,0.553,0.819,-0.673,0.819,-0.673,0.819,-0.673,-0.673,0.553,-0.673,-0.673,4.629,-0.673,-0.673,0.819,-0.673,-0.673,4.606,0.553,4.629,-0.673,2.126,-0.673,-0.673,0.199,-0.673,4.374,-0.673,-0.673,3.25,-0.673,0.819,-0.673,-0.673,-0.673,-0.673,0.819,-0.673,2.126,-0.673,-0.673,-0.673,-0.673,2.126,0.819,-0.673,-0.673,-0.673,-0.673,-0.673,-4.544,-0.673,-0.673,3.25,-0.673,-0.673,-0.673,-0.673,1.081,4.629
