,T_A1CF,T_ACVR1,T_AFF3,T_AFF4,T_AKT3,T_ALK,T_APC,T_ARHGAP5,T_ARHGEF12,T_ARID1A,T_ASXL1,T_ATM,T_AXIN1,T_BAP1,T_BCL10,T_BCL11A,T_BCL11B,T_BCL6,T_BCL7A,T_BCL9L,T_BCOR,T_BCORL1,T_BCR,T_BIRC6,T_BLM,T_BRCA1,T_BRIP1,T_BUB1B,T_CACNA1D,T_CALR,T_CAMTA1,T_CARD11,T_CARS,T_CASP3,T_CBFA2T3,T_CBL,T_CCND1,T_CCND2,T_CCR4,T_CD79A,T_CDH1,T_CDH10,T_CDK12,T_CDKN2A,T_CDX2,T_CHD4,T_CIC,T_CLIP1,T_CLTCL1,T_COL2A1,T_COL3A1,T_COX6C,T_CREB3L2,T_CREBBP,T_CRTC1,T_CSF3R,T_CSMD3,T_CTCF,T_CTNNA2,T_CUL3,T_CXCR4,T_CYLD,T_CYSLTR2,T_DCC,T_DDR2,T_DDX3X,T_DDX6,T_DICER1,T_DNAJB1,T_DNMT3A,T_DROSHA,T_EGFR,T_EIF3E,T_ELL,T_EP300,T_EPAS1,T_ERBB2,T_ERBB3,T_ERBB4,T_ERCC3,T_EWSR1,T_EZH2,T_FAM47C,T_FANCA,T_FANCG,T_FAT1,T_FAT4,T_FBXO11,T_FBXW7,T_FES,T_FGFR3,T_FLNA,T_FLT3,T_FOXP1,T_FOXR1,T_GATA1,T_GLI1,T_GNA11,T_GOPC,T_GRIN2A,T_HIST1H3B,T_HOXA9,T_HOXD11,T_HRAS,T_JAK1,T_JAK3,T_KDM5A,T_KDM6A,T_KEAP1,T_KMT2A,T_KMT2C,T_KMT2D,T_KRAS,T_LARP4B,T_LASP1,T_LCK,T_LIFR,T_LRIG3,T_LRP1B,T_LZTR1,T_MACC1,T_MAML2,T_MAP2K1,T_MAP2K2,T_MAP3K1,T_MAP3K13,T_MEN1,T_MLH1,T_MLLT3,T_MN1,T_MSH6,T_MTOR,T_MUC1,T_MUC16,T_MUC4,T_MUTYH,T_MYB,T_MYH11,T_MYO5A,T_N4BP2,T_NAB2,T_NCOA2,T_NCOR2,T_NF1,T_NF2,T_NFATC2,T_NFE2L2,T_NOTCH1,T_NOTCH2,T_NRAS,T_NRG1,T_NSD1,T_NUP214,T_PAFAH1B2,T_PALB2,T_PBRM1,T_PCBP1,T_PER1,T_PHOX2B,T_PIK3CB,T_PIK3R1,T_PMS1,T_PMS2,T_POLD1,T_POLE,T_POLQ,T_POT1,T_PPFIBP1,T_PPM1D,T_PREX2,T_PRKACA,T_PRKCB,T_PRPF40B,T_PTCH1,T_PTEN,T_PTPN13,T_PTPN6,T_PTPRC,T_PTPRK,T_RARA,T_RECQL4,T_RNF213,T_RNF43,T_ROS1,T_RPL22,T_SDHA,T_SDHAF2,T_SEPT9,T_SETD1B,T_SF3B1,T_SIRPA,T_SMARCA4,T_SPEN,T_SRSF3,T_STAT3,T_STAT6,T_STIL,T_TCF3,T_TCF7L2,T_TERT,T_THRAP3,T_TNFAIP3,T_TNFRSF17,T_TOP1,T_TP53,T_TPR,T_TRAF7,T_TRRAP,T_TSC1,T_TSC2,T_UBR5,T_USP6,T_ZFHX3,T_ZNF521
506,-0.66,2.765,2.765,-0.66,0.07,2.765,-0.66,-0.66,-0.66,-0.66,0.885,-0.66,-2.522,-0.66,-2.522,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-0.66,-2.522,-0.66,-0.66,-2.522,-0.66,-2.522,-0.66,-2.522,0.07,-0.66,-0.66,-0.66,0.07,2.765,-1.089,2.765,-0.66,-1.089,2.765,-0.66,-1.629,-1.089,-2.522,0.582,-1.629,-0.66,2.765,2.765,-0.66,0.07,-0.66,-0.66,-0.66,0.885,-0.66,0.07,2.765,-0.66,-0.66,-0.66,0.07,2.765,2.765,-0.66,-0.66,-0.66,-0.66,-0.66,-3.54,2.765,-0.66,-0.66,0.07,-0.66,0.582,-0.66,-0.66,-0.66,2.765,2.765,-2.522,-0.66,0.582,-0.66,-0.66,2.765,-0.66,-0.66,-0.66,-2.522,-1.629,-0.66,2.765,-2.522,-0.66,-2.522,2.765,-0.66,0.07,0.07,-0.66,-0.66,-1.089,-0.66,-1.089,-0.66,-2.522,2.765,-2.522,-1.607,-0.66,-0.66,-0.66,-0.66,2.765,-2.522,-0.66,2.765,2.765,-0.66,-0.66,0.087,-0.66,-0.66,2.765,-0.66,0.07,-0.66,-0.66,-1.663,-2.623,-2.522,-1.089,-0.66,-2.522,-0.66,-0.66,-0.66,-0.66,-2.522,2.765,-0.66,2.765,0.07,-0.844,-2.522,-1.116,-0.66,2.765,-0.66,-1.089,-2.522,2.765,-0.66,2.765,-0.66,2.765,-0.66,-0.66,-2.522,-0.66,-0.66,-1.089,-0.66,-0.66,2.765,-0.66,-0.66,3.472,-2.522,-1.089,-0.66,-1.663,-0.66,-0.66,-1.116,-0.66,0.087,-0.66,-0.66,0.582,-0.66,2.765,-0.66,-0.66,-0.66,-0.66,2.765,-0.66,-1.663,-0.66,-0.66,-0.66,-0.66,-1.663,2.765,-0.66,-0.66,-0.66,-0.66,-0.66,-0.365,-0.66,-0.66,0.582,-0.66,-0.66,-0.66,-0.66,0.07,-1.089
507,-2.699,0.536,0.536,-2.699,3.854,0.536,-2.699,-2.699,-2.699,-2.699,0.216,-2.699,1.565,-2.699,1.565,-2.699,-2.699,-2.699,-2.699,-2.699,-2.699,-2.699,-2.699,1.565,-2.699,-2.699,1.565,-2.699,1.565,-2.699,1.565,3.854,-2.699,-2.699,-2.699,3.854,0.536,-3.286,0.536,-2.699,-3.286,0.536,-2.699,0.174,-3.286,1.565,-4.161,0.174,-2.699,0.536,0.536,-2.699,3.854,-2.699,-2.699,-2.699,0.216,-2.699,3.854,0.536,-2.699,-2.699,-2.699,3.854,0.536,0.536,-2.699,-2.699,-2.699,-2.699,-2.699,0.851,0.536,-2.699,-2.699,3.854,-2.699,-4.161,-2.699,-2.699,-2.699,0.536,0.536,1.565,-2.699,-4.161,-2.699,-2.699,0.536,-2.699,-2.699,-2.699,1.565,0.174,-2.699,0.536,1.565,-2.699,1.565,0.536,-2.699,3.854,3.854,-2.699,-2.699,-3.286,-2.699,-3.286,-2.699,1.565,0.536,1.565,0.286,-2.699,-2.699,-2.699,-2.699,0.536,1.565,-2.699,0.536,0.536,-2.699,-2.699,-3.624,-2.699,-2.699,0.536,-2.699,3.854,-2.699,-2.699,-0.814,0.508,1.565,-3.286,-2.699,1.565,-2.699,-2.699,-2.699,-2.699,1.565,0.536,-2.699,0.536,3.854,-4.209,1.565,0.844,-2.699,0.536,-2.699,-3.286,1.565,0.536,-2.699,0.536,-2.699,0.536,-2.699,-2.699,1.565,-2.699,-2.699,-3.286,-2.699,-2.699,0.536,-2.699,-2.699,1.722,1.565,-3.286,-2.699,-0.814,-2.699,-2.699,0.844,-2.699,-3.624,-2.699,-2.699,-4.161,-2.699,0.536,-2.699,-2.699,-2.699,-2.699,0.536,-2.699,-0.814,-2.699,-2.699,-2.699,-2.699,-0.814,0.536,-2.699,-2.699,-2.699,-2.699,-2.699,2.289,-2.699,-2.699,-4.161,-2.699,-2.699,-2.699,-2.699,3.854,-3.286
508,-4.382,-3.281,-3.281,-4.382,4.73,-3.281,-4.382,-4.382,-4.382,-4.382,0,-4.382,2.393,-4.382,2.393,-4.382,-4.382,-4.382,-4.382,-4.382,-4.382,-4.382,-4.382,2.393,-4.382,-4.382,2.393,-4.382,2.393,-4.382,2.393,4.73,-4.382,-4.382,-4.382,4.73,-3.281,0.431,-3.281,-4.382,0.431,-3.281,-4.382,-4.845,0.431,2.393,0.326,-4.845,-4.382,-3.281,-3.281,-4.382,4.73,-4.382,-4.382,-4.382,0,-4.382,4.73,-3.281,-4.382,-4.382,-4.382,4.73,-3.281,-3.281,-4.382,-4.382,-4.382,-4.382,-4.382,-4.62,-3.281,-4.382,-4.382,4.73,-4.382,0.326,-4.382,-4.382,-4.382,-3.281,-3.281,2.393,-4.382,0.326,-4.382,-4.382,-3.281,-4.382,-4.382,-4.382,2.393,-4.845,-4.382,-3.281,2.393,-4.382,2.393,-3.281,-4.382,4.73,4.73,-4.382,-4.382,0.431,-4.382,0.431,-4.382,2.393,-3.281,2.393,-0.556,-4.382,-4.382,-4.382,-4.382,-3.281,2.393,-4.382,-3.281,-3.281,-4.382,-4.382,0.06,-4.382,-4.382,-3.281,-4.382,4.73,-4.382,-4.382,0.501,0.777,2.393,0.431,-4.382,2.393,-4.382,-4.382,-4.382,-4.382,2.393,-3.281,-4.382,-3.281,4.73,-2.052,2.393,-3.359,-4.382,-3.281,-4.382,0.431,2.393,-3.281,-4.382,-3.281,-4.382,-3.281,-4.382,-4.382,2.393,-4.382,-4.382,0.431,-4.382,-4.382,-3.281,-4.382,-4.382,-1.689,2.393,0.431,-4.382,0.501,-4.382,-4.382,-3.359,-4.382,0.06,-4.382,-4.382,0.326,-4.382,-3.281,-4.382,-4.382,-4.382,-4.382,-3.281,-4.382,0.501,-4.382,-4.382,-4.382,-4.382,0.501,-3.281,-4.382,-4.382,-4.382,-4.382,-4.382,-0.632,-4.382,-4.382,0.326,-4.382,-4.382,-4.382,-4.382,4.73,0.431
509,-0.97,3.187,3.187,-0.97,0.116,3.187,-0.97,-0.97,-0.97,-0.97,-0.452,-0.97,-0.641,-0.97,-0.641,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.641,-0.97,-0.97,-0.641,-0.97,-0.641,-0.97,-0.641,0.116,-0.97,-0.97,-0.97,0.116,3.187,-0.077,3.187,-0.97,-0.077,3.187,-0.97,1.775,-0.077,-0.641,-1.616,1.775,-0.97,3.187,3.187,-0.97,0.116,-0.97,-0.97,-0.97,-0.452,-0.97,0.116,3.187,-0.97,-0.97,-0.97,0.116,3.187,3.187,-0.97,-0.97,-0.97,-0.97,-0.97,0.111,3.187,-0.97,-0.97,0.116,-0.97,-1.616,-0.97,-0.97,-0.97,3.187,3.187,-0.641,-0.97,-1.616,-0.97,-0.97,3.187,-0.97,-0.97,-0.97,-0.641,1.775,-0.97,3.187,-0.641,-0.97,-0.641,3.187,-0.97,0.116,0.116,-0.97,-0.97,-0.077,-0.97,-0.077,-0.97,-0.641,3.187,-0.641,2.77,-0.97,-0.97,-0.97,-0.97,3.187,-0.641,-0.97,3.187,3.187,-0.97,-0.97,-0.319,-0.97,-0.97,3.187,-0.97,0.116,-0.97,-0.97,-0.768,-0.827,-0.641,-0.077,-0.97,-0.641,-0.97,-0.97,-0.97,-0.97,-0.641,3.187,-0.97,3.187,0.116,-2.932,-0.641,1.41,-0.97,3.187,-0.97,-0.077,-0.641,3.187,-0.97,3.187,-0.97,3.187,-0.97,-0.97,-0.641,-0.97,-0.97,-0.077,-0.97,-0.97,3.187,-0.97,-0.97,-0.413,-0.641,-0.077,-0.97,-0.768,-0.97,-0.97,1.41,-0.97,-0.319,-0.97,-0.97,-1.616,-0.97,3.187,-0.97,-0.97,-0.97,-0.97,3.187,-0.97,-0.768,-0.97,-0.97,-0.97,-0.97,-0.768,3.187,-0.97,-0.97,-0.97,-0.97,-0.97,-1.733,-0.97,-0.97,-1.616,-0.97,-0.97,-0.97,-0.97,0.116,-0.077
510,2.571,0.821,0.821,2.571,0.875,0.821,2.571,2.571,2.571,2.571,-1.568,2.571,-2.428,2.571,-2.428,2.571,2.571,2.571,2.571,2.571,2.571,2.571,2.571,-2.428,2.571,2.571,-2.428,2.571,-2.428,2.571,-2.428,0.875,2.571,2.571,2.571,0.875,0.821,-2.543,0.821,2.571,-2.543,0.821,2.571,-0.56,-2.543,-2.428,3.106,-0.56,2.571,0.821,0.821,2.571,0.875,2.571,2.571,2.571,-1.568,2.571,0.875,0.821,2.571,2.571,2.571,0.875,0.821,0.821,2.571,2.571,2.571,2.571,2.571,0.228,0.821,2.571,2.571,0.875,2.571,3.106,2.571,2.571,2.571,0.821,0.821,-2.428,2.571,3.106,2.571,2.571,0.821,2.571,2.571,2.571,-2.428,-0.56,2.571,0.821,-2.428,2.571,-2.428,0.821,2.571,0.875,0.875,2.571,2.571,-2.543,2.571,-2.543,2.571,-2.428,0.821,-2.428,2.347,2.571,2.571,2.571,2.571,0.821,-2.428,2.571,0.821,0.821,2.571,2.571,0.762,2.571,2.571,0.821,2.571,0.875,2.571,2.571,2.598,-1.335,-2.428,-2.543,2.571,-2.428,2.571,2.571,2.571,2.571,-2.428,0.821,2.571,0.821,0.875,2.419,-2.428,-2.717,2.571,0.821,2.571,-2.543,-2.428,0.821,2.571,0.821,2.571,0.821,2.571,2.571,-2.428,2.571,2.571,-2.543,2.571,2.571,0.821,2.571,2.571,0.631,-2.428,-2.543,2.571,2.598,2.571,2.571,-2.717,2.571,0.762,2.571,2.571,3.106,2.571,0.821,2.571,2.571,2.571,2.571,0.821,2.571,2.598,2.571,2.571,2.571,2.571,2.598,0.821,2.571,2.571,2.571,2.571,2.571,1.503,2.571,2.571,3.106,2.571,2.571,2.571,2.571,0.875,-2.543
511,-3.103,1.544,1.544,-3.103,0.808,1.544,-3.103,-3.103,-3.103,-3.103,1.854,-3.103,1.79,-3.103,1.79,-3.103,-3.103,-3.103,-3.103,-3.103,-3.103,-3.103,-3.103,1.79,-3.103,-3.103,1.79,-3.103,1.79,-3.103,1.79,0.808,-3.103,-3.103,-3.103,0.808,1.544,-1.545,1.544,-3.103,-1.545,1.544,-3.103,2.929,-1.545,1.79,-1.841,2.929,-3.103,1.544,1.544,-3.103,0.808,-3.103,-3.103,-3.103,1.854,-3.103,0.808,1.544,-3.103,-3.103,-3.103,0.808,1.544,1.544,-3.103,-3.103,-3.103,-3.103,-3.103,-1.365,1.544,-3.103,-3.103,0.808,-3.103,-1.841,-3.103,-3.103,-3.103,1.544,1.544,1.79,-3.103,-1.841,-3.103,-3.103,1.544,-3.103,-3.103,-3.103,1.79,2.929,-3.103,1.544,1.79,-3.103,1.79,1.544,-3.103,0.808,0.808,-3.103,-3.103,-1.545,-3.103,-1.545,-3.103,1.79,1.544,1.79,-1.214,-3.103,-3.103,-3.103,-3.103,1.544,1.79,-3.103,1.544,1.544,-3.103,-3.103,0.568,-3.103,-3.103,1.544,-3.103,0.808,-3.103,-3.103,2.421,0.276,1.79,-1.545,-3.103,1.79,-3.103,-3.103,-3.103,-3.103,1.79,1.544,-3.103,1.544,0.808,0.502,1.79,0.096,-3.103,1.544,-3.103,-1.545,1.79,1.544,-3.103,1.544,-3.103,1.544,-3.103,-3.103,1.79,-3.103,-3.103,-1.545,-3.103,-3.103,1.544,-3.103,-3.103,3.43,1.79,-1.545,-3.103,2.421,-3.103,-3.103,0.096,-3.103,0.568,-3.103,-3.103,-1.841,-3.103,1.544,-3.103,-3.103,-3.103,-3.103,1.544,-3.103,2.421,-3.103,-3.103,-3.103,-3.103,2.421,1.544,-3.103,-3.103,-3.103,-3.103,-3.103,-0.98,-3.103,-3.103,-1.841,-3.103,-3.103,-3.103,-3.103,0.808,-1.545
512,-0.154,4.211,4.211,-0.154,1.237,4.211,-0.154,-0.154,-0.154,-0.154,-4.228,-0.154,-0.066,-0.154,-0.066,-0.154,-0.154,-0.154,-0.154,-0.154,-0.154,-0.154,-0.154,-0.066,-0.154,-0.154,-0.066,-0.154,-0.066,-0.154,-0.066,1.237,-0.154,-0.154,-0.154,1.237,4.211,4.521,4.211,-0.154,4.521,4.211,-0.154,4.814,4.521,-0.066,2.836,4.814,-0.154,4.211,4.211,-0.154,1.237,-0.154,-0.154,-0.154,-4.228,-0.154,1.237,4.211,-0.154,-0.154,-0.154,1.237,4.211,4.211,-0.154,-0.154,-0.154,-0.154,-0.154,-4.68,4.211,-0.154,-0.154,1.237,-0.154,2.836,-0.154,-0.154,-0.154,4.211,4.211,-0.066,-0.154,2.836,-0.154,-0.154,4.211,-0.154,-0.154,-0.154,-0.066,4.814,-0.154,4.211,-0.066,-0.154,-0.066,4.211,-0.154,1.237,1.237,-0.154,-0.154,4.521,-0.154,4.521,-0.154,-0.066,4.211,-0.066,3.743,-0.154,-0.154,-0.154,-0.154,4.211,-0.066,-0.154,4.211,4.211,-0.154,-0.154,4.794,-0.154,-0.154,4.211,-0.154,1.237,-0.154,-0.154,0.572,4.395,-0.066,4.521,-0.154,-0.066,-0.154,-0.154,-0.154,-0.154,-0.066,4.211,-0.154,4.211,1.237,1.097,-0.066,4.067,-0.154,4.211,-0.154,4.521,-0.066,4.211,-0.154,4.211,-0.154,4.211,-0.154,-0.154,-0.066,-0.154,-0.154,4.521,-0.154,-0.154,4.211,-0.154,-0.154,2.843,-0.066,4.521,-0.154,0.572,-0.154,-0.154,4.067,-0.154,4.794,-0.154,-0.154,2.836,-0.154,4.211,-0.154,-0.154,-0.154,-0.154,4.211,-0.154,0.572,-0.154,-0.154,-0.154,-0.154,0.572,4.211,-0.154,-0.154,-0.154,-0.154,-0.154,4.406,-0.154,-0.154,2.836,-0.154,-0.154,-0.154,-0.154,1.237,4.521
513,0.579,0.551,0.551,0.579,-4.446,0.551,0.579,0.579,0.579,0.579,3.154,0.579,-2.086,0.579,-2.086,0.579,0.579,0.579,0.579,0.579,0.579,0.579,0.579,-2.086,0.579,0.579,-2.086,0.579,-2.086,0.579,-2.086,-4.446,0.579,0.579,0.579,-4.446,0.551,-0.463,0.551,0.579,-0.463,0.551,0.579,-1.63,-0.463,-2.086,-2.833,-1.63,0.579,0.551,0.551,0.579,-4.446,0.579,0.579,0.579,3.154,0.579,-4.446,0.551,0.579,0.579,0.579,-4.446,0.551,0.551,0.579,0.579,0.579,0.579,0.579,1.251,0.551,0.579,0.579,-4.446,0.579,-2.833,0.579,0.579,0.579,0.551,0.551,-2.086,0.579,-2.833,0.579,0.579,0.551,0.579,0.579,0.579,-2.086,-1.63,0.579,0.551,-2.086,0.579,-2.086,0.551,0.579,-4.446,-4.446,0.579,0.579,-0.463,0.579,-0.463,0.579,-2.086,0.551,-2.086,-0.478,0.579,0.579,0.579,0.579,0.551,-2.086,0.579,0.551,0.551,0.579,0.579,2.722,0.579,0.579,0.551,0.579,-4.446,0.579,0.579,1.747,4.167,-2.086,-0.463,0.579,-2.086,0.579,0.579,0.579,0.579,-2.086,0.551,0.579,0.551,-4.446,2.295,-2.086,-2.926,0.579,0.551,0.579,-0.463,-2.086,0.551,0.579,0.551,0.579,0.551,0.579,0.579,-2.086,0.579,0.579,-0.463,0.579,0.579,0.551,0.579,0.579,3.921,-2.086,-0.463,0.579,1.747,0.579,0.579,-2.926,0.579,2.722,0.579,0.579,-2.833,0.579,0.551,0.579,0.579,0.579,0.579,0.551,0.579,1.747,0.579,0.579,0.579,0.579,1.747,0.551,0.579,0.579,0.579,0.579,0.579,1.753,0.579,0.579,-2.833,0.579,0.579,0.579,0.579,-4.446,-0.463
514,-3.91,0.175,0.175,-3.91,4.669,0.175,-3.91,-3.91,-3.91,-3.91,-3.497,-3.91,0.768,-3.91,0.768,-3.91,-3.91,-3.91,-3.91,-3.91,-3.91,-3.91,-3.91,0.768,-3.91,-3.91,0.768,-3.91,0.768,-3.91,0.768,4.669,-3.91,-3.91,-3.91,4.669,0.175,-4.803,0.175,-3.91,-4.803,0.175,-3.91,-1.262,-4.803,0.768,0.45,-1.262,-3.91,0.175,0.175,-3.91,4.669,-3.91,-3.91,-3.91,-3.497,-3.91,4.669,0.175,-3.91,-3.91,-3.91,4.669,0.175,0.175,-3.91,-3.91,-3.91,-3.91,-3.91,-4.304,0.175,-3.91,-3.91,4.669,-3.91,0.45,-3.91,-3.91,-3.91,0.175,0.175,0.768,-3.91,0.45,-3.91,-3.91,0.175,-3.91,-3.91,-3.91,0.768,-1.262,-3.91,0.175,0.768,-3.91,0.768,0.175,-3.91,4.669,4.669,-3.91,-3.91,-4.803,-3.91,-4.803,-3.91,0.768,0.175,0.768,1.16,-3.91,-3.91,-3.91,-3.91,0.175,0.768,-3.91,0.175,0.175,-3.91,-3.91,-0.459,-3.91,-3.91,0.175,-3.91,4.669,-3.91,-3.91,-4.19,-0.719,0.768,-4.803,-3.91,0.768,-3.91,-3.91,-3.91,-3.91,0.768,0.175,-3.91,0.175,4.669,1.489,0.768,2.519,-3.91,0.175,-3.91,-4.803,0.768,0.175,-3.91,0.175,-3.91,0.175,-3.91,-3.91,0.768,-3.91,-3.91,-4.803,-3.91,-3.91,0.175,-3.91,-3.91,-2.865,0.768,-4.803,-3.91,-4.19,-3.91,-3.91,2.519,-3.91,-0.459,-3.91,-3.91,0.45,-3.91,0.175,-3.91,-3.91,-3.91,-3.91,0.175,-3.91,-4.19,-3.91,-3.91,-3.91,-3.91,-4.19,0.175,-3.91,-3.91,-3.91,-3.91,-3.91,4.202,-3.91,-3.91,0.45,-3.91,-3.91,-3.91,-3.91,4.669,-4.803
515,3.002,3.337,3.337,3.002,4.189,3.337,3.002,3.002,3.002,3.002,4.466,3.002,-0.922,3.002,-0.922,3.002,3.002,3.002,3.002,3.002,3.002,3.002,3.002,-0.922,3.002,3.002,-0.922,3.002,-0.922,3.002,-0.922,4.189,3.002,3.002,3.002,4.189,3.337,-3.397,3.337,3.002,-3.397,3.337,3.002,-3.574,-3.397,-0.922,2.935,-3.574,3.002,3.337,3.337,3.002,4.189,3.002,3.002,3.002,4.466,3.002,4.189,3.337,3.002,3.002,3.002,4.189,3.337,3.337,3.002,3.002,3.002,3.002,3.002,-3.52,3.337,3.002,3.002,4.189,3.002,2.935,3.002,3.002,3.002,3.337,3.337,-0.922,3.002,2.935,3.002,3.002,3.337,3.002,3.002,3.002,-0.922,-3.574,3.002,3.337,-0.922,3.002,-0.922,3.337,3.002,4.189,4.189,3.002,3.002,-3.397,3.002,-3.397,3.002,-0.922,3.337,-0.922,3.82,3.002,3.002,3.002,3.002,3.337,-0.922,3.002,3.337,3.337,3.002,3.002,-0.677,3.002,3.002,3.337,3.002,4.189,3.002,3.002,-1.797,0.847,-0.922,-3.397,3.002,-0.922,3.002,3.002,3.002,3.002,-0.922,3.337,3.002,3.337,4.189,0.231,-0.922,3.53,3.002,3.337,3.002,-3.397,-0.922,3.337,3.002,3.337,3.002,3.337,3.002,3.002,-0.922,3.002,3.002,-3.397,3.002,3.002,3.337,3.002,3.002,-1.488,-0.922,-3.397,3.002,-1.797,3.002,3.002,3.53,3.002,-0.677,3.002,3.002,2.935,3.002,3.337,3.002,3.002,3.002,3.002,3.337,3.002,-1.797,3.002,3.002,3.002,3.002,-1.797,3.337,3.002,3.002,3.002,3.002,3.002,3.496,3.002,3.002,2.935,3.002,3.002,3.002,3.002,4.189,-3.397
516,0.181,1.232,1.232,0.181,4.259,1.232,0.181,0.181,0.181,0.181,-3.001,0.181,1.586,0.181,1.586,0.181,0.181,0.181,0.181,0.181,0.181,0.181,0.181,1.586,0.181,0.181,1.586,0.181,1.586,0.181,1.586,4.259,0.181,0.181,0.181,4.259,1.232,-4.416,1.232,0.181,-4.416,1.232,0.181,1.271,-4.416,1.586,4.479,1.271,0.181,1.232,1.232,0.181,4.259,0.181,0.181,0.181,-3.001,0.181,4.259,1.232,0.181,0.181,0.181,4.259,1.232,1.232,0.181,0.181,0.181,0.181,0.181,-4.087,1.232,0.181,0.181,4.259,0.181,4.479,0.181,0.181,0.181,1.232,1.232,1.586,0.181,4.479,0.181,0.181,1.232,0.181,0.181,0.181,1.586,1.271,0.181,1.232,1.586,0.181,1.586,1.232,0.181,4.259,4.259,0.181,0.181,-4.416,0.181,-4.416,0.181,1.586,1.232,1.586,-4.289,0.181,0.181,0.181,0.181,1.232,1.586,0.181,1.232,1.232,0.181,0.181,-1.663,0.181,0.181,1.232,0.181,4.259,0.181,0.181,-4.068,-1.069,1.586,-4.416,0.181,1.586,0.181,0.181,0.181,0.181,1.586,1.232,0.181,1.232,4.259,-3.37,1.586,-3.877,0.181,1.232,0.181,-4.416,1.586,1.232,0.181,1.232,0.181,1.232,0.181,0.181,1.586,0.181,0.181,-4.416,0.181,0.181,1.232,0.181,0.181,-3.736,1.586,-4.416,0.181,-4.068,0.181,0.181,-3.877,0.181,-1.663,0.181,0.181,4.479,0.181,1.232,0.181,0.181,0.181,0.181,1.232,0.181,-4.068,0.181,0.181,0.181,0.181,-4.068,1.232,0.181,0.181,0.181,0.181,0.181,-4.814,0.181,0.181,4.479,0.181,0.181,0.181,0.181,4.259,-4.416
517,-3.041,1.631,1.631,-3.041,2.931,1.631,-3.041,-3.041,-3.041,-3.041,-1.15,-3.041,3.045,-3.041,3.045,-3.041,-3.041,-3.041,-3.041,-3.041,-3.041,-3.041,-3.041,3.045,-3.041,-3.041,3.045,-3.041,3.045,-3.041,3.045,2.931,-3.041,-3.041,-3.041,2.931,1.631,-2.329,1.631,-3.041,-2.329,1.631,-3.041,3.51,-2.329,3.045,0.499,3.51,-3.041,1.631,1.631,-3.041,2.931,-3.041,-3.041,-3.041,-1.15,-3.041,2.931,1.631,-3.041,-3.041,-3.041,2.931,1.631,1.631,-3.041,-3.041,-3.041,-3.041,-3.041,1.89,1.631,-3.041,-3.041,2.931,-3.041,0.499,-3.041,-3.041,-3.041,1.631,1.631,3.045,-3.041,0.499,-3.041,-3.041,1.631,-3.041,-3.041,-3.041,3.045,3.51,-3.041,1.631,3.045,-3.041,3.045,1.631,-3.041,2.931,2.931,-3.041,-3.041,-2.329,-3.041,-2.329,-3.041,3.045,1.631,3.045,-0.582,-3.041,-3.041,-3.041,-3.041,1.631,3.045,-3.041,1.631,1.631,-3.041,-3.041,-0.455,-3.041,-3.041,1.631,-3.041,2.931,-3.041,-3.041,0.355,-1.438,3.045,-2.329,-3.041,3.045,-3.041,-3.041,-3.041,-3.041,3.045,1.631,-3.041,1.631,2.931,-0.486,3.045,-2.121,-3.041,1.631,-3.041,-2.329,3.045,1.631,-3.041,1.631,-3.041,1.631,-3.041,-3.041,3.045,-3.041,-3.041,-2.329,-3.041,-3.041,1.631,-3.041,-3.041,-1.895,3.045,-2.329,-3.041,0.355,-3.041,-3.041,-2.121,-3.041,-0.455,-3.041,-3.041,0.499,-3.041,1.631,-3.041,-3.041,-3.041,-3.041,1.631,-3.041,0.355,-3.041,-3.041,-3.041,-3.041,0.355,1.631,-3.041,-3.041,-3.041,-3.041,-3.041,1.004,-3.041,-3.041,0.499,-3.041,-3.041,-3.041,-3.041,2.931,-2.329
