,T_ABL1,T_ACVR1,T_ACVR2A,T_AKAP9,T_AMER1,T_APC,T_AR,T_ARHGEF12,T_ARID1A,T_ARNT,T_ASXL1,T_ATM,T_BCL3,T_BCL6,T_BCL9,T_BCORL1,T_BIRC6,T_BRCA1,T_BRCA2,T_BRD3,T_CACNA1D,T_CAMTA1,T_CASP8,T_CBL,T_CCNB1IP1,T_CDH11,T_CDKN2A,T_CDKN2C,T_CDX2,T_CHEK2,T_CHIC2,T_CIC,T_CLIP1,T_CLTCL1,T_CREB3L2,T_CREBBP,T_CRNKL1,T_CTCF,T_CTNNB1,T_CUL3,T_CUX1,T_DCC,T_DCTN1,T_DICER1,T_DNM2,T_EIF3E,T_EIF4A2,T_EP300,T_EPAS1,T_ERBB2,T_ERBB3,T_FAM47C,T_FAT1,T_FAT3,T_FAT4,T_FGFR1OP,T_FH,T_FHIT,T_FKBP9,T_FLNA,T_FLT4,T_GATA3,T_GOPC,T_HERPUD1,T_HLF,T_HSP90AA1,T_ITK,T_JAK1,T_JAK3,T_KAT6B,T_KDR,T_KIAA1549,T_KLF4,T_KMT2A,T_KMT2C,T_KMT2D,T_KRAS,T_LATS2,T_LIFR,T_LRP1B,T_MAP3K1,T_MECOM,T_MED12,T_MLH1,T_MNX1,T_MSH6,T_MSN,T_MUC16,T_MYB,T_NBEA,T_NCOA2,T_NCOR1,T_NCOR2,T_NF2,T_NFATC2,T_NKX2-1,T_NOTCH1,T_NOTCH2,T_NUP214,T_NUP98,T_PALB2,T_PAX5,T_PBRM1,T_PCM1,T_PDE4DIP,T_PICALM,T_PIK3CA,T_PIK3CB,T_PML,T_PMS1,T_POLE,T_POLQ,T_PPP2R1A,T_PRDM1,T_PREX2,T_PTEN,T_PTPN11,T_PTPN13,T_PTPRB,T_PTPRD,T_QKI,T_RB1,T_RECQL4,T_RET,T_RGS7,T_RHOA,T_RNF213,T_RNF43,T_RPL22,T_RUNX1T1,T_SEPT6,T_SEPT9,T_SETDB1,T_SF3B1,T_SIRPA,T_SMAD2,T_SMAD4,T_SMARCA4,T_SOX21,T_SPEN,T_SPOP,T_STAG1,T_STAG2,T_TBX3,T_TCF3,T_TGFBR2,T_TP53,T_TSC2,T_UBR5,T_USP6,T_VAV1,T_WNK2,T_XPC,T_ZMYM3,T_ZNF429,T_ZNF521
631,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,-1.6480000000000001,-1.6480000000000001,4.4430000000000005,4.4430000000000005,4.4430000000000005,7.926,7.926,1.749,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,7.926,4.4430000000000005,-2.763,7.926,4.4430000000000005,4.4430000000000005,4.4430000000000005,0.987,7.926,4.4430000000000005,4.4430000000000005,7.926,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,-0.987,-0.7170000000000001,7.926,4.4430000000000005,-1.6480000000000001,4.4430000000000005,4.4430000000000005,-2.763,7.926,4.4430000000000005,4.4430000000000005,-1.6480000000000001,7.926,2.763,4.4430000000000005,-1.6480000000000001,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,-1.6480000000000001,7.926,4.4430000000000005,4.4430000000000005,4.4430000000000005,-1.6480000000000001,7.926,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,7.926,4.4430000000000005,-0.7170000000000001,4.4430000000000005,4.4430000000000005,0.987,-0.987,7.926,4.4430000000000005,4.4430000000000005,-1.6480000000000001,-1.6480000000000001,4.4430000000000005,-1.6480000000000001,4.4430000000000005,4.4430000000000005,-1.6480000000000001,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,-1.6480000000000001,4.4430000000000005,-1.6480000000000001,4.4430000000000005,4.4430000000000005,4.4430000000000005,0.987,4.4430000000000005,-1.6480000000000001,-1.6480000000000001,4.4430000000000005,7.926,4.4430000000000005,4.4430000000000005,7.926,4.4430000000000005,-2.763,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,-5.971,4.4430000000000005,0.987,4.4430000000000005,4.4430000000000005,0.7170000000000001,0.987,-2.763,4.4430000000000005,4.4430000000000005,0.987,4.4430000000000005,-2.763,4.4430000000000005,4.4430000000000005,0.987,4.4430000000000005,0.987,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,4.4430000000000005,7.926,4.4430000000000005,4.4430000000000005,-1.6480000000000001,4.4430000000000005,0.987,0.7170000000000001,4.4430000000000005,-1.6480000000000001,4.4430000000000005,7.926,4.4430000000000005,-1.6480000000000001,4.4430000000000005,7.926,7.926
632,0.062,0.062,0.062,0.062,7.308,7.308,0.062,0.062,0.062,0.376,0.376,7.106,0.062,0.062,0.062,0.062,0.062,0.062,0.376,0.062,-7.545,0.376,0.062,0.062,0.062,-0.004,0.376,0.062,0.062,0.376,0.062,0.062,0.062,0.062,0.004,6.138,0.376,0.062,7.308,0.062,0.062,-7.545,0.376,0.062,0.062,7.308,0.376,7.545,0.062,7.308,0.062,0.062,0.062,0.062,7.308,0.376,0.062,0.062,0.062,7.308,0.376,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.062,0.376,0.062,6.138,0.062,0.062,-0.004,0.004,0.376,0.062,0.062,7.308,7.308,0.062,7.308,0.062,0.062,7.308,0.062,0.062,0.062,0.062,0.062,7.308,0.062,7.308,0.062,0.062,0.062,-0.004,0.062,7.308,7.308,0.062,0.376,0.062,0.062,0.376,0.062,-7.545,0.062,0.062,0.062,0.062,-0.264,0.062,-0.004,0.062,0.062,-6.138,-0.004,-7.545,0.062,0.062,-0.004,0.062,-7.545,0.062,0.062,-0.004,0.062,-0.004,0.062,0.062,0.062,0.062,0.062,0.376,0.062,0.062,7.308,0.062,-0.004,-6.138,0.062,7.308,0.062,0.376,0.062,7.308,0.062,0.376,0.376
633,4.113,4.113,4.113,4.113,0.07,0.07,4.113,4.113,4.113,5.172999999999999,5.172999999999999,2.98,4.113,4.113,4.113,4.113,4.113,4.113,5.172999999999999,4.113,-3.017,5.172999999999999,4.113,4.113,4.113,-0.049,5.172999999999999,4.113,4.113,5.172999999999999,4.113,4.113,4.113,4.113,0.049,0.027000000000000003,5.172999999999999,4.113,0.07,4.113,4.113,-3.017,5.172999999999999,4.113,4.113,0.07,5.172999999999999,3.017,4.113,0.07,4.113,4.113,4.113,4.113,0.07,5.172999999999999,4.113,4.113,4.113,0.07,5.172999999999999,4.113,4.113,4.113,4.113,4.113,4.113,4.113,4.113,4.113,4.113,4.113,4.113,4.113,5.172999999999999,4.113,0.027000000000000003,4.113,4.113,-0.049,0.049,5.172999999999999,4.113,4.113,0.07,0.07,4.113,0.07,4.113,4.113,0.07,4.113,4.113,4.113,4.113,4.113,0.07,4.113,0.07,4.113,4.113,4.113,-0.049,4.113,0.07,0.07,4.113,5.172999999999999,4.113,4.113,5.172999999999999,4.113,-3.017,4.113,4.113,4.113,4.113,-3.088,4.113,-0.049,4.113,4.113,-0.027000000000000003,-0.049,-3.017,4.113,4.113,-0.049,4.113,-3.017,4.113,4.113,-0.049,4.113,-0.049,4.113,4.113,4.113,4.113,4.113,5.172999999999999,4.113,4.113,0.07,4.113,-0.049,-0.027000000000000003,4.113,0.07,4.113,5.172999999999999,4.113,0.07,4.113,5.172999999999999,5.172999999999999
634,-1.712,-1.712,-1.712,-1.712,-0.054000000000000006,-0.054000000000000006,-1.712,-1.712,-1.712,-0.324,-0.324,-0.267,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-0.324,-1.712,-3.542,-0.324,-1.712,-1.712,-1.712,5.709,-0.324,-1.712,-1.712,-0.324,-1.712,-1.712,-1.712,-1.712,-5.709,3.7319999999999998,-0.324,-1.712,-0.054000000000000006,-1.712,-1.712,-3.542,-0.324,-1.712,-1.712,-0.054000000000000006,-0.324,3.542,-1.712,-0.054000000000000006,-1.712,-1.712,-1.712,-1.712,-0.054000000000000006,-0.324,-1.712,-1.712,-1.712,-0.054000000000000006,-0.324,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-1.712,-0.324,-1.712,3.7319999999999998,-1.712,-1.712,5.709,-5.709,-0.324,-1.712,-1.712,-0.054000000000000006,-0.054000000000000006,-1.712,-0.054000000000000006,-1.712,-1.712,-0.054000000000000006,-1.712,-1.712,-1.712,-1.712,-1.712,-0.054000000000000006,-1.712,-0.054000000000000006,-1.712,-1.712,-1.712,5.709,-1.712,-0.054000000000000006,-0.054000000000000006,-1.712,-0.324,-1.712,-1.712,-0.324,-1.712,-3.542,-1.712,-1.712,-1.712,-1.712,-3.852,-1.712,5.709,-1.712,-1.712,-3.7319999999999998,5.709,-3.542,-1.712,-1.712,5.709,-1.712,-3.542,-1.712,-1.712,5.709,-1.712,5.709,-1.712,-1.712,-1.712,-1.712,-1.712,-0.324,-1.712,-1.712,-0.054000000000000006,-1.712,5.709,-3.7319999999999998,-1.712,-0.054000000000000006,-1.712,-0.324,-1.712,-0.054000000000000006,-1.712,-0.324,-0.324
635,-0.856,-0.856,-0.856,-0.856,-4.078,-4.078,-0.856,-0.856,-0.856,-0.627,-0.627,-4.4430000000000005,-0.856,-0.856,-0.856,-0.856,-0.856,-0.856,-0.627,-0.856,5.693,-0.627,-0.856,-0.856,-0.856,-0.575,-0.627,-0.856,-0.856,-0.627,-0.856,-0.856,-0.856,-0.856,0.575,-4.456,-0.627,-0.856,-4.078,-0.856,-0.856,5.693,-0.627,-0.856,-0.856,-4.078,-0.627,-5.693,-0.856,-4.078,-0.856,-0.856,-0.856,-0.856,-4.078,-0.627,-0.856,-0.856,-0.856,-4.078,-0.627,-0.856,-0.856,-0.856,-0.856,-0.856,-0.856,-0.856,-0.856,-0.856,-0.856,-0.856,-0.856,-0.856,-0.627,-0.856,-4.456,-0.856,-0.856,-0.575,0.575,-0.627,-0.856,-0.856,-4.078,-4.078,-0.856,-4.078,-0.856,-0.856,-4.078,-0.856,-0.856,-0.856,-0.856,-0.856,-4.078,-0.856,-4.078,-0.856,-0.856,-0.856,-0.575,-0.856,-4.078,-4.078,-0.856,-0.627,-0.856,-0.856,-0.627,-0.856,5.693,-0.856,-0.856,-0.856,-0.856,0.9390000000000001,-0.856,-0.575,-0.856,-0.856,4.456,-0.575,5.693,-0.856,-0.856,-0.575,-0.856,5.693,-0.856,-0.856,-0.575,-0.856,-0.575,-0.856,-0.856,-0.856,-0.856,-0.856,-0.627,-0.856,-0.856,-4.078,-0.856,-0.575,4.456,-0.856,-4.078,-0.856,-0.627,-0.856,-4.078,-0.856,-0.627,-0.627
636,-1.297,-1.297,-1.297,-1.297,5.327999999999999,5.327999999999999,-1.297,-1.297,-1.297,-1.766,-1.766,2.855,-1.297,-1.297,-1.297,-1.297,-1.297,-1.297,-1.766,-1.297,-2.57,-1.766,-1.297,-1.297,-1.297,-0.345,-1.766,-1.297,-1.297,-1.766,-1.297,-1.297,-1.297,-1.297,0.345,4.158,-1.766,-1.297,5.327999999999999,-1.297,-1.297,-2.57,-1.766,-1.297,-1.297,5.327999999999999,-1.766,2.57,-1.297,5.327999999999999,-1.297,-1.297,-1.297,-1.297,5.327999999999999,-1.766,-1.297,-1.297,-1.297,5.327999999999999,-1.766,-1.297,-1.297,-1.297,-1.297,-1.297,-1.297,-1.297,-1.297,-1.297,-1.297,-1.297,-1.297,-1.297,-1.766,-1.297,4.158,-1.297,-1.297,-0.345,0.345,-1.766,-1.297,-1.297,5.327999999999999,5.327999999999999,-1.297,5.327999999999999,-1.297,-1.297,5.327999999999999,-1.297,-1.297,-1.297,-1.297,-1.297,5.327999999999999,-1.297,5.327999999999999,-1.297,-1.297,-1.297,-0.345,-1.297,5.327999999999999,5.327999999999999,-1.297,-1.766,-1.297,-1.297,-1.766,-1.297,-2.57,-1.297,-1.297,-1.297,-1.297,1.548,-1.297,-0.345,-1.297,-1.297,-4.158,-0.345,-2.57,-1.297,-1.297,-0.345,-1.297,-2.57,-1.297,-1.297,-0.345,-1.297,-0.345,-1.297,-1.297,-1.297,-1.297,-1.297,-1.766,-1.297,-1.297,5.327999999999999,-1.297,-0.345,-4.158,-1.297,5.327999999999999,-1.297,-1.766,-1.297,5.327999999999999,-1.297,-1.766,-1.766
637,3.918,3.918,3.918,3.918,-2.383,-2.383,3.918,3.918,3.918,-0.474,-0.474,-2.6,3.918,3.918,3.918,3.918,3.918,3.918,-0.474,3.918,6.857,-0.474,3.918,3.918,3.918,-2.799,-0.474,3.918,3.918,-0.474,3.918,3.918,3.918,3.918,2.799,-5.49,-0.474,3.918,-2.383,3.918,3.918,6.857,-0.474,3.918,3.918,-2.383,-0.474,-6.857,3.918,-2.383,3.918,3.918,3.918,3.918,-2.383,-0.474,3.918,3.918,3.918,-2.383,-0.474,3.918,3.918,3.918,3.918,3.918,3.918,3.918,3.918,3.918,3.918,3.918,3.918,3.918,-0.474,3.918,-5.49,3.918,3.918,-2.799,2.799,-0.474,3.918,3.918,-2.383,-2.383,3.918,-2.383,3.918,3.918,-2.383,3.918,3.918,3.918,3.918,3.918,-2.383,3.918,-2.383,3.918,3.918,3.918,-2.799,3.918,-2.383,-2.383,3.918,-0.474,3.918,3.918,-0.474,3.918,6.857,3.918,3.918,3.918,3.918,2.716,3.918,-2.799,3.918,3.918,5.49,-2.799,6.857,3.918,3.918,-2.799,3.918,6.857,3.918,3.918,-2.799,3.918,-2.799,3.918,3.918,3.918,3.918,3.918,-0.474,3.918,3.918,-2.383,3.918,-2.799,5.49,3.918,-2.383,3.918,-0.474,3.918,-2.383,3.918,-0.474,-0.474
638,-3.616,-3.616,-3.616,-3.616,-1.946,-1.946,-3.616,-3.616,-3.616,6.117999999999999,6.117999999999999,1.128,-3.616,-3.616,-3.616,-3.616,-3.616,-3.616,6.117999999999999,-3.616,-1.9380000000000002,6.117999999999999,-3.616,-3.616,-3.616,0.885,6.117999999999999,-3.616,-3.616,6.117999999999999,-3.616,-3.616,-3.616,-3.616,-0.885,-1.046,6.117999999999999,-3.616,-1.946,-3.616,-3.616,-1.9380000000000002,6.117999999999999,-3.616,-3.616,-1.946,6.117999999999999,1.9380000000000002,-3.616,-1.946,-3.616,-3.616,-3.616,-3.616,-1.946,6.117999999999999,-3.616,-3.616,-3.616,-1.946,6.117999999999999,-3.616,-3.616,-3.616,-3.616,-3.616,-3.616,-3.616,-3.616,-3.616,-3.616,-3.616,-3.616,-3.616,6.117999999999999,-3.616,-1.046,-3.616,-3.616,0.885,-0.885,6.117999999999999,-3.616,-3.616,-1.946,-1.946,-3.616,-1.946,-3.616,-3.616,-1.946,-3.616,-3.616,-3.616,-3.616,-3.616,-1.946,-3.616,-1.946,-3.616,-3.616,-3.616,0.885,-3.616,-1.946,-1.946,-3.616,6.117999999999999,-3.616,-3.616,6.117999999999999,-3.616,-1.9380000000000002,-3.616,-3.616,-3.616,-3.616,-4.896,-3.616,0.885,-3.616,-3.616,1.046,0.885,-1.9380000000000002,-3.616,-3.616,0.885,-3.616,-1.9380000000000002,-3.616,-3.616,0.885,-3.616,0.885,-3.616,-3.616,-3.616,-3.616,-3.616,6.117999999999999,-3.616,-3.616,-1.946,-3.616,0.885,1.046,-3.616,-1.946,-3.616,6.117999999999999,-3.616,-1.946,-3.616,6.117999999999999,6.117999999999999
639,-1.44,-1.44,-1.44,-1.44,-3.687,-3.687,-1.44,-1.44,-1.44,3.611,3.611,-0.879,-1.44,-1.44,-1.44,-1.44,-1.44,-1.44,3.611,-1.44,0.682,3.611,-1.44,-1.44,-1.44,0.265,3.611,-1.44,-1.44,3.611,-1.44,-1.44,-1.44,-1.44,-0.265,-3.0269999999999997,3.611,-1.44,-3.687,-1.44,-1.44,0.682,3.611,-1.44,-1.44,-3.687,3.611,-0.682,-1.44,-3.687,-1.44,-1.44,-1.44,-1.44,-3.687,3.611,-1.44,-1.44,-1.44,-3.687,3.611,-1.44,-1.44,-1.44,-1.44,-1.44,-1.44,-1.44,-1.44,-1.44,-1.44,-1.44,-1.44,-1.44,3.611,-1.44,-3.0269999999999997,-1.44,-1.44,0.265,-0.265,3.611,-1.44,-1.44,-3.687,-3.687,-1.44,-3.687,-1.44,-1.44,-3.687,-1.44,-1.44,-1.44,-1.44,-1.44,-3.687,-1.44,-3.687,-1.44,-1.44,-1.44,0.265,-1.44,-3.687,-3.687,-1.44,3.611,-1.44,-1.44,3.611,-1.44,0.682,-1.44,-1.44,-1.44,-1.44,-2.654,-1.44,0.265,-1.44,-1.44,3.0269999999999997,0.265,0.682,-1.44,-1.44,0.265,-1.44,0.682,-1.44,-1.44,0.265,-1.44,0.265,-1.44,-1.44,-1.44,-1.44,-1.44,3.611,-1.44,-1.44,-3.687,-1.44,0.265,3.0269999999999997,-1.44,-3.687,-1.44,3.611,-1.44,-3.687,-1.44,3.611,3.611
640,-1.94,-1.94,-1.94,-1.94,2.262,2.262,-1.94,-1.94,-1.94,2.501,2.501,4.36,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,2.501,-1.94,-7.044,2.501,-1.94,-1.94,-1.94,1.181,2.501,-1.94,-1.94,2.501,-1.94,-1.94,-1.94,-1.94,-1.181,3.2710000000000004,2.501,-1.94,2.262,-1.94,-1.94,-7.044,2.501,-1.94,-1.94,2.262,2.501,7.044,-1.94,2.262,-1.94,-1.94,-1.94,-1.94,2.262,2.501,-1.94,-1.94,-1.94,2.262,2.501,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,-1.94,2.501,-1.94,3.2710000000000004,-1.94,-1.94,1.181,-1.181,2.501,-1.94,-1.94,2.262,2.262,-1.94,2.262,-1.94,-1.94,2.262,-1.94,-1.94,-1.94,-1.94,-1.94,2.262,-1.94,2.262,-1.94,-1.94,-1.94,1.181,-1.94,2.262,2.262,-1.94,2.501,-1.94,-1.94,2.501,-1.94,-7.044,-1.94,-1.94,-1.94,-1.94,-2.9210000000000003,-1.94,1.181,-1.94,-1.94,-3.2710000000000004,1.181,-7.044,-1.94,-1.94,1.181,-1.94,-7.044,-1.94,-1.94,1.181,-1.94,1.181,-1.94,-1.94,-1.94,-1.94,-1.94,2.501,-1.94,-1.94,2.262,-1.94,1.181,-3.2710000000000004,-1.94,2.262,-1.94,2.501,-1.94,2.262,-1.94,2.501,2.501
641,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,-2.6839999999999997,-2.6839999999999997,5.207999999999999,5.207999999999999,5.207999999999999,0.48,0.48,-2.083,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,0.48,5.207999999999999,8.087,0.48,5.207999999999999,5.207999999999999,5.207999999999999,-4.2010000000000005,0.48,5.207999999999999,5.207999999999999,0.48,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,4.2010000000000005,-8.977,0.48,5.207999999999999,-2.6839999999999997,5.207999999999999,5.207999999999999,8.087,0.48,5.207999999999999,5.207999999999999,-2.6839999999999997,0.48,-8.087,5.207999999999999,-2.6839999999999997,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,-2.6839999999999997,0.48,5.207999999999999,5.207999999999999,5.207999999999999,-2.6839999999999997,0.48,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,0.48,5.207999999999999,-8.977,5.207999999999999,5.207999999999999,-4.2010000000000005,4.2010000000000005,0.48,5.207999999999999,5.207999999999999,-2.6839999999999997,-2.6839999999999997,5.207999999999999,-2.6839999999999997,5.207999999999999,5.207999999999999,-2.6839999999999997,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,-2.6839999999999997,5.207999999999999,-2.6839999999999997,5.207999999999999,5.207999999999999,5.207999999999999,-4.2010000000000005,5.207999999999999,-2.6839999999999997,-2.6839999999999997,5.207999999999999,0.48,5.207999999999999,5.207999999999999,0.48,5.207999999999999,8.087,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,2.8160000000000003,5.207999999999999,-4.2010000000000005,5.207999999999999,5.207999999999999,8.977,-4.2010000000000005,8.087,5.207999999999999,5.207999999999999,-4.2010000000000005,5.207999999999999,8.087,5.207999999999999,5.207999999999999,-4.2010000000000005,5.207999999999999,-4.2010000000000005,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,5.207999999999999,0.48,5.207999999999999,5.207999999999999,-2.6839999999999997,5.207999999999999,-4.2010000000000005,8.977,5.207999999999999,-2.6839999999999997,5.207999999999999,0.48,5.207999999999999,-2.6839999999999997,5.207999999999999,0.48,0.48
642,2.226,2.226,2.226,2.226,2.258,2.258,2.226,2.226,2.226,0.652,0.652,2.63,2.226,2.226,2.226,2.226,2.226,2.226,0.652,2.226,-2.7119999999999997,0.652,2.226,2.226,2.226,0.004,0.652,2.226,2.226,0.652,2.226,2.226,2.226,2.226,-0.004,2.076,0.652,2.226,2.258,2.226,2.226,-2.7119999999999997,0.652,2.226,2.226,2.258,0.652,2.7119999999999997,2.226,2.258,2.226,2.226,2.226,2.226,2.258,0.652,2.226,2.226,2.226,2.258,0.652,2.226,2.226,2.226,2.226,2.226,2.226,2.226,2.226,2.226,2.226,2.226,2.226,2.226,0.652,2.226,2.076,2.226,2.226,0.004,-0.004,0.652,2.226,2.226,2.258,2.258,2.226,2.258,2.226,2.226,2.258,2.226,2.226,2.226,2.226,2.226,2.258,2.226,2.258,2.226,2.226,2.226,0.004,2.226,2.258,2.258,2.226,0.652,2.226,2.226,0.652,2.226,-2.7119999999999997,2.226,2.226,2.226,2.226,-0.467,2.226,0.004,2.226,2.226,-2.076,0.004,-2.7119999999999997,2.226,2.226,0.004,2.226,-2.7119999999999997,2.226,2.226,0.004,2.226,0.004,2.226,2.226,2.226,2.226,2.226,0.652,2.226,2.226,2.258,2.226,0.004,-2.076,2.226,2.258,2.226,0.652,2.226,2.258,2.226,0.652,0.652
643,-3.214,-3.214,-3.214,-3.214,-2.8539999999999996,-2.8539999999999996,-3.214,-3.214,-3.214,0.6459999999999999,0.6459999999999999,-2.093,-3.214,-3.214,-3.214,-3.214,-3.214,-3.214,0.6459999999999999,-3.214,8.607000000000001,0.6459999999999999,-3.214,-3.214,-3.214,-4.416,0.6459999999999999,-3.214,-3.214,0.6459999999999999,-3.214,-3.214,-3.214,-3.214,4.416,-10.425,0.6459999999999999,-3.214,-2.8539999999999996,-3.214,-3.214,8.607000000000001,0.6459999999999999,-3.214,-3.214,-2.8539999999999996,0.6459999999999999,-8.607000000000001,-3.214,-2.8539999999999996,-3.214,-3.214,-3.214,-3.214,-2.8539999999999996,0.6459999999999999,-3.214,-3.214,-3.214,-2.8539999999999996,0.6459999999999999,-3.214,-3.214,-3.214,-3.214,-3.214,-3.214,-3.214,-3.214,-3.214,-3.214,-3.214,-3.214,-3.214,0.6459999999999999,-3.214,-10.425,-3.214,-3.214,-4.416,4.416,0.6459999999999999,-3.214,-3.214,-2.8539999999999996,-2.8539999999999996,-3.214,-2.8539999999999996,-3.214,-3.214,-2.8539999999999996,-3.214,-3.214,-3.214,-3.214,-3.214,-2.8539999999999996,-3.214,-2.8539999999999996,-3.214,-3.214,-3.214,-4.416,-3.214,-2.8539999999999996,-2.8539999999999996,-3.214,0.6459999999999999,-3.214,-3.214,0.6459999999999999,-3.214,8.607000000000001,-3.214,-3.214,-3.214,-3.214,2.7880000000000003,-3.214,-4.416,-3.214,-3.214,10.425,-4.416,8.607000000000001,-3.214,-3.214,-4.416,-3.214,8.607000000000001,-3.214,-3.214,-4.416,-3.214,-4.416,-3.214,-3.214,-3.214,-3.214,-3.214,0.6459999999999999,-3.214,-3.214,-2.8539999999999996,-3.214,-4.416,10.425,-3.214,-2.8539999999999996,-3.214,0.6459999999999999,-3.214,-2.8539999999999996,-3.214,0.6459999999999999,0.6459999999999999
644,-4.793,-4.793,-4.793,-4.793,1.5190000000000001,1.5190000000000001,-4.793,-4.793,-4.793,3.4730000000000003,3.4730000000000003,4.103,-4.793,-4.793,-4.793,-4.793,-4.793,-4.793,3.4730000000000003,-4.793,-1.726,3.4730000000000003,-4.793,-4.793,-4.793,-2.407,3.4730000000000003,-4.793,-4.793,3.4730000000000003,-4.793,-4.793,-4.793,-4.793,2.407,-0.377,3.4730000000000003,-4.793,1.5190000000000001,-4.793,-4.793,-1.726,3.4730000000000003,-4.793,-4.793,1.5190000000000001,3.4730000000000003,1.726,-4.793,1.5190000000000001,-4.793,-4.793,-4.793,-4.793,1.5190000000000001,3.4730000000000003,-4.793,-4.793,-4.793,1.5190000000000001,3.4730000000000003,-4.793,-4.793,-4.793,-4.793,-4.793,-4.793,-4.793,-4.793,-4.793,-4.793,-4.793,-4.793,-4.793,3.4730000000000003,-4.793,-0.377,-4.793,-4.793,-2.407,2.407,3.4730000000000003,-4.793,-4.793,1.5190000000000001,1.5190000000000001,-4.793,1.5190000000000001,-4.793,-4.793,1.5190000000000001,-4.793,-4.793,-4.793,-4.793,-4.793,1.5190000000000001,-4.793,1.5190000000000001,-4.793,-4.793,-4.793,-2.407,-4.793,1.5190000000000001,1.5190000000000001,-4.793,3.4730000000000003,-4.793,-4.793,3.4730000000000003,-4.793,-1.726,-4.793,-4.793,-4.793,-4.793,-0.26,-4.793,-2.407,-4.793,-4.793,0.377,-2.407,-1.726,-4.793,-4.793,-2.407,-4.793,-1.726,-4.793,-4.793,-2.407,-4.793,-2.407,-4.793,-4.793,-4.793,-4.793,-4.793,3.4730000000000003,-4.793,-4.793,1.5190000000000001,-4.793,-2.407,0.377,-4.793,1.5190000000000001,-4.793,3.4730000000000003,-4.793,1.5190000000000001,-4.793,3.4730000000000003,3.4730000000000003
645,5.305,5.305,5.305,5.305,-3.7710000000000004,-3.7710000000000004,5.305,5.305,5.305,2.19,2.19,-1.6640000000000001,5.305,5.305,5.305,5.305,5.305,5.305,2.19,5.305,3.7689999999999997,2.19,5.305,5.305,5.305,-2.0140000000000002,2.19,5.305,5.305,2.19,5.305,5.305,5.305,5.305,2.0140000000000002,-6.706,2.19,5.305,-3.7710000000000004,5.305,5.305,3.7689999999999997,2.19,5.305,5.305,-3.7710000000000004,2.19,-3.7689999999999997,5.305,-3.7710000000000004,5.305,5.305,5.305,5.305,-3.7710000000000004,2.19,5.305,5.305,5.305,-3.7710000000000004,2.19,5.305,5.305,5.305,5.305,5.305,5.305,5.305,5.305,5.305,5.305,5.305,5.305,5.305,2.19,5.305,-6.706,5.305,5.305,-2.0140000000000002,2.0140000000000002,2.19,5.305,5.305,-3.7710000000000004,-3.7710000000000004,5.305,-3.7710000000000004,5.305,5.305,-3.7710000000000004,5.305,5.305,5.305,5.305,5.305,-3.7710000000000004,5.305,-3.7710000000000004,5.305,5.305,5.305,-2.0140000000000002,5.305,-3.7710000000000004,-3.7710000000000004,5.305,2.19,5.305,5.305,2.19,5.305,3.7689999999999997,5.305,5.305,5.305,5.305,0.14,5.305,-2.0140000000000002,5.305,5.305,6.706,-2.0140000000000002,3.7689999999999997,5.305,5.305,-2.0140000000000002,5.305,3.7689999999999997,5.305,5.305,-2.0140000000000002,5.305,-2.0140000000000002,5.305,5.305,5.305,5.305,5.305,2.19,5.305,5.305,-3.7710000000000004,5.305,-2.0140000000000002,6.706,5.305,-3.7710000000000004,5.305,2.19,5.305,-3.7710000000000004,5.305,2.19,2.19
