,Alanine Metabolism,Alpha Linolenic Acid and Linoleic Acid Metabolism,Amino Sugar Metabolism,Ammonia Recycling,Androgen and Estrogen Metabolism,Androstenedione Metabolism,Arachidonic Acid Metabolism,Arginine and Proline Metabolism,Aspartate Metabolism,Beta Oxidation of Very Long Chain Fatty Acids,beta-Alanine Metabolism,Betaine Metabolism,Bile Acid Biosynthesis,Biotin Metabolism,Butyrate Metabolism,Caffeine Metabolism,Cardiolipin Biosynthesis,Carnitine Synthesis,Catecholamine Biosynthesis,Citric Acid Cycle,Cysteine Metabolism,D-Arginine and D-Ornithine Metabolism,De Novo Triacylglycerol Biosynthesis,Estrone Metabolism,Ethanol Degradation,Fatty Acid Biosynthesis,Fatty Acid Elongation in Mitochondria,Fatty Acid Metabolism,Folate Metabolism,Fructose and Mannose Degradation,Galactose Metabolism,Gluconeogenesis,Glucose-Alanine Cycle,Glutamate Metabolism,Glutathione Metabolism,Glycerol Phosphate Shuttle,Glycerolipid Metabolism,Glycine and Serine Metabolism,Glycolysis,Histidine Metabolism,Homocysteine Degradation,Inositol Metabolism,Inositol Phosphate Metabolism,Ketone Body Metabolism,Lactose Degradation,Lactose Synthesis,Lysine Degradation,Malate-Aspartate Shuttle,Methionine Metabolism,Methylhistidine Metabolism,Mitochondrial Beta-Oxidation of Long Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Medium Chain Saturated Fatty Acids,Mitochondrial Beta-Oxidation of Short Chain Saturated Fatty Acids,Mitochondrial Electron Transport Chain,Nicotinate and Nicotinamide Metabolism,Nucleotide Sugars Metabolism,Oxidation of Branched-Chain Fatty Acids,Pantothenate and CoA Biosynthesis,Pentose Phosphate Pathway,Phenylacetate Metabolism,Phenylalanine and Tyrosine Metabolism,Phosphatidylcholine Biosynthesis,Phosphatidylethanolamine Biosynthesis,Phosphatidylinositol Phosphate Metabolism,Phospholipid Biosynthesis,Phytanic Acid Peroxisomal Oxidation,Plasmalogen Synthesis,Porphyrin Metabolism,Propanoate Metabolism,Pterine Biosynthesis,Purine Metabolism,Pyrimidine Metabolism,Pyruvaldehyde Degradation,Pyruvate Metabolism,Retinol Metabolism,Riboflavin Metabolism,Selenoamino Acid Metabolism,Spermidine and Spermine Biosynthesis,Sphingolipid Metabolism,Starch and Sucrose Metabolism,Steroid Biosynthesis,Steroidogenesis,Sulfate_Sulfite Metabolism,Taurine and Hypotaurine Metabolism,Thiamine Metabolism,Threonine and 2-Oxobutanoate Degradation,Thyroid Hormone Synthesis,Transfer of Acetyl Groups into Mitochondria,Trehalose Degradation,Tryptophan Metabolism,Tyrosine Metabolism,Ubiquinone Biosynthesis,Urea Cycle,"Valine, Leucine, and Isoleucine Degradation",Vitamin B6 Metabolism,Vitamin K Metabolism,Warburg Effect
NVP-TAE684,2.357472936626515,-0.5700297858774803,1.1613514062545371,1.1411402850859107,-0.09240681740066742,1.2728090472082036,-0.351007271463583,1.703675913531813,1.854169619547011,0.11920590335078221,1.1431563446448947,1.4617174496096832,0.09796892179975929,1.1995269590181175,1.9395526238666982,1.1476575219498428,1.598026709323388,2.0055059518195817,-0.476363102558813,1.9151105876779124,2.067761245465841,0.7881905784224781,1.7125179921229314,0.21099081093711639,1.2498569965940851,-3.3130103743528077,0.723135872089997,0.5259399947678218,1.7534421237640196,1.7075934041046432,1.8391479942494273,1.8949460453744502,2.2372713554597916,2.1599237449001567,2.0773543848484053,2.0317555916485732,1.1771151254494476,1.7212268868262632,1.7098280517839446,1.453518632977906,1.1023307054558882,1.4057314113128008,1.6469885789513947,2.227161720751291,1.5437759164476117,1.7015177817352343,1.9204385029424837,2.432474885613894,1.1206590950848017,1.122373911172026,0.5942092151458697,1.0108932861433364,1.3104209480616194,2.2872668706926653,2.205514379624077,1.8689036596279196,0.0286721574477053,0.37125769556076826,1.256863179121479,0.17196160691650939,1.7396179036395512,1.215417894276665,1.2136329510714445,1.0543551185170217,1.560802829321957,0.6533273518608986,1.230476981231785,1.9509940856947579,2.0784415094066175,-0.7235093434853808,1.5327949315433207,1.5709700659389139,2.172895200781782,1.9287633801787645,1.2014115134159367,0.5015506806721589,1.3189440488228878,1.3889994696677315,0.8679948486705706,1.849248765964141,1.0090754346012312,-2.1066940191734096,2.815685612219574,0.8395886445272894,1.1231710797187877,1.6771533537999996,0.94712105210755,1.9210412527346634,1.6725735819865843,0.5246894347751965,0.6574626428048729,1.6398143672767387,1.7223037045132812,1.7045111247068112,0.5880635382903322,2.6711562518157654,1.9224775417989373
Crizotinib,0.513754501602368,-0.9322227226499485,0.20600088572596156,-0.21972843341778037,0.09791201923997726,0.922103966600026,-1.6200413146299988,0.004515337318343086,-0.030735713829161498,-0.9086597543258983,-0.5052566996223351,0.30546731441234953,-1.2415452930153652,0.08979699198774076,-0.48174005644997553,-0.628811893543217,0.4972248978705408,0.22757783739284915,0.6961819732153856,-0.35601378244950294,-0.11692914548429173,-0.45840922710973225,0.1146628955411756,0.047250479962020066,-0.33180322146398333,-1.3279140843965198,-0.9522270629525135,-0.9885074767811807,0.43391794601870237,0.5150531565596378,1.181197947028528,0.5686918668046025,0.4601148194544638,-0.016178711936179604,-0.17377791076442461,0.5784961952111223,-0.46015482542951713,-0.24466918721822736,0.9730204510378874,-0.008249286032437957,-0.6419832234361726,0.7811731545885486,0.796039897117979,-0.5430839470031142,0.9952544105515034,1.1674033753108028,0.2349501466815474,0.5648690187546993,-0.26624334466462135,0.11602942516938497,-0.7819580862757918,-0.5785019513200859,-0.5571618918957645,0.05626038147881871,0.9742735856841318,0.8383222332775899,-1.160733532179575,-0.8183057744417773,0.5076099646862896,-0.4385081521571666,-0.43945103814153397,1.1190863073608215,0.9528523444654469,0.08578448346428405,-0.9923390250902547,-0.8078230811897608,0.26393680036205486,-0.17422860565880813,-0.3544053354316434,-0.2230158629936907,-0.2122956180175043,0.07056910407521724,-0.6225268815741645,-0.19538766981497158,-0.05284337182112176,-0.5609699259732263,-0.6067002464837973,0.3436532298948473,0.6261183674723497,1.2713481459437248,-0.9566075857825856,-0.015076220557967304,0.8557670961275431,-1.7975121334037316,0.10658444938082234,-0.47065293512256234,-1.2892862443364663,0.3800394245612309,1.3324880619649966,-0.8160524869359742,0.34927977517333364,0.8871992878018156,0.2285536695171719,-0.369710418213425,-1.0043510690097015,-0.2631530300452631,0.3794965877593615
Imatinib,0.5816703281957497,-2.9774336112613398,1.6417766079181,1.1540746223340408,1.7474388621485786,2.0779341572428693,-0.21162407230257163,1.6327045977043848,1.4027715416061342,2.0383666788591457,1.2040968474953533,1.8931502096622446,1.5518428013031687,2.4476208805046284,0.3403601883375195,0.5451951458006454,0.6341886877974405,0.580550714053371,3.665742024721153,0.843712637504826,0.11338511894002747,1.665228187116315,-0.15404271150675625,1.7936120076857889,1.6223053304157922,0.0006037219581196262,1.155505505734869,1.6850145522819373,1.3471416373320726,1.074452523850982,1.3421775617175964,0.9418595212853933,-0.5748620187391255,0.909727158413644,0.9262812898576307,0.48730385449105645,1.3138499986320913,0.5900637289454228,0.7939734807501484,1.5116130130051741,-0.06197065938772038,1.9926882264157753,1.3850065808920393,-0.9907079479708732,1.2411763773044504,2.1210457019839235,1.0576779363252202,0.4900175042172409,1.1904980218194359,1.9810889987246962,1.8618932823308558,1.9143605472775325,1.4862817811415237,-0.053314904436613984,1.9072527251873987,1.599188656798277,1.2599443329254565,1.4611988741318398,2.0384587688524864,2.018269438344704,1.6319931384665842,1.7580292737402285,1.9506728158586042,1.6946615003840195,0.27326197555628867,0.5117179353709399,1.0368737356220024,1.463413741405662,0.09181930246413733,2.4132251913635177,1.3877636277114758,1.7342997647464449,0.1514150930363644,1.02405775648278,1.0118887989215264,2.552637409567812,0.4292644402510545,2.4548283815686562,1.326610361931248,1.5892228965445223,1.4940524600115834,0.8477686514349349,0.7258347785448757,-0.3087591637342945,1.9945534927486877,0.7504287609424504,1.2616723854867489,1.2801303286829477,1.4447132092527395,1.9366016099680616,2.573572439039037,1.731198473556503,1.2518699757683711,1.086459293077011,0.7685054129832953,-1.7213013400401975,1.0898689506995365
AZD-0530,0.23029800008317972,-0.2596952594113887,-0.38297326368659895,0.18342023889118467,-0.29270574279059,0.5018054539789912,0.31521496461851567,0.44237244036888507,0.006896359254665969,-1.8594573372835694,0.1694751383422233,-0.3753444075693016,-1.5467304184202444,-0.5299402845831453,0.2630370691568047,-0.9439413926851125,-0.8412655508855738,-0.5428606257414559,-2.3305118364735735,0.015423825536557958,0.3939473011203806,1.0771427764005557,-0.7106331576009672,-0.159638338803961,-0.17383858699423338,-0.6959632298944639,-0.2502701875793674,-1.049084220909237,-0.4076824540345021,-0.7635412530668811,-0.4317523243213042,-0.27473235843158655,0.2842976878361592,0.3101203681451312,0.1740562079798937,-0.5270386172952947,-0.31073647461889586,0.5455545658860912,-0.20544035648121753,0.29026439134217313,0.8276492077826888,-1.1595356130364722,-1.1365591552847996,0.8069675475010586,-1.8380087504355498,-0.784723970831176,-0.27852934518835554,0.3878704971687877,0.2739233795081136,-0.9066050541681805,-1.1950376259554352,-0.7894481854772508,-0.513039947213534,-0.18641537122026436,-0.3118584897117222,-0.0617596456689211,-1.8149680970044897,-0.5840346133508512,-1.010855381144145,-0.4536566955798388,-0.2560658834467262,-1.693150480608374,-1.2705303268392458,-1.3319399965422414,-0.9406299436003034,-1.4404996507168804,-1.9352049831446934,1.0226374552629314,0.22007568828612142,-0.34794982298431637,-0.2483931349031848,0.05178497233302495,0.3616910452791758,0.1394123685809735,-0.4850221453775037,-1.932945874976158,0.45820550455804904,0.18248136903430306,-1.9966597611924963,-0.39142871812769425,-0.09078409840074032,-0.8140681647307426,-0.6468594410415646,-0.8245484530205623,-1.5743675373546588,-0.06736654081034343,0.0740833920835241,-0.6350174063965117,-1.5816858754720433,-0.32535482151665396,-0.9392848021064402,-1.118714809690726,0.46500613071487934,-0.03088295193061152,0.5111453618190742,1.6530113658149748,-0.15820849825551392
AZ628,-1.4457471725034412,-0.31935609858521247,-0.6223675503770567,-1.4201654568604438,0.5086605971626408,1.1808570485018817,-3.08191107736778,-1.2846758367830855,-1.9992362096274778,-2.0504206698180494,-1.463178173967958,-0.705312893223318,-2.526027028930831,-0.29448263184359874,-1.6510630852901345,-1.3612382500605977,-0.4935682539585635,-1.6727924030330774,0.8270293027363981,-1.7524302216417418,-1.9217445722616324,-1.2771607734155097,-1.4188796290322057,-0.1616306697064674,-0.9779289889002842,-0.37096805021571244,-1.0647080424273554,-1.496969067084384,-0.9479581803540758,-0.18467897205101333,0.36689822312304377,-0.3482241801270181,-1.41200687259275,-1.744879144311553,-1.6043346167704717,0.22425738585469046,-0.6752053061052278,-1.604674570076735,0.40594744973873803,-1.0603626792624525,-2.0791151291976098,-0.1115724888845129,-0.33387867046328457,-2.107001881373585,-0.6094647090834038,0.391543413107445,-1.498397909867494,-0.9368487360570958,-1.586187318427503,-1.6399458662659407,-1.2259917899103185,-0.7235331788357462,-1.1630281740261657,-1.1239386496156456,-0.3267307613994744,0.27833957342006194,-2.5154098569976306,-1.8078962954480642,-0.408095542802594,-1.3365331718005722,-2.166904584630449,0.949158317834955,0.9726895919851409,-0.7435550808080303,-1.744818735105993,-1.9197522865211272,0.2042398088291675,-0.8861317873373105,-2.058323415942009,0.6712895743781168,-1.682560486422894,-0.978726317638237,-2.0455227667073426,-1.3844969546726256,-0.6335108500667334,-0.7400961902109525,-2.0263033893242373,-0.45379441264783765,0.6166858522135279,0.7095311754181695,-1.8593687770796052,0.8076309964801605,-0.8753489728394264,-3.269441631303469,-0.8264328598836628,-1.471836832944347,-1.6751527817530438,-0.8948997836305791,-0.1803801606992927,-1.8007788703973024,-1.1551497032779565,-0.04659434164174083,-1.2409538408885032,-1.7692889820986504,-2.725390211442549,-1.7245138401919873,-0.7346372388334971
Parthenolide,0.7053109340294714,0.5263165320861711,0.17434451622720873,-0.1796244108792412,0.24936030783328716,1.2968159482709498,-2.2266307391501345,0.13703665727256298,-0.08807436609166835,-1.617184432441466,-0.31037189698629014,0.26478706524830625,-1.6670540286970306,0.10103126400750292,0.6551551248900512,-0.060885278664887764,1.1401550767879833,0.722267071271235,-0.731147948323942,0.32768304183056973,0.5078228761905709,-0.670841792207817,0.8084854439323582,0.03807051845379025,-0.05060647105190249,-2.416799892730075,-0.23576903208614716,-0.7717745482329116,0.4593830263587565,1.0278398840066627,1.117623510121442,1.1373730328267424,1.1141919667606008,0.358180950377343,0.3479372687180106,1.9853165479854786,0.40456449982736353,0.2960581199738744,1.4974335069425448,0.08099294354251747,-0.28116765915367753,0.7494807264737161,1.0412205004552169,1.0850234441166804,0.8368667787266633,1.112882756848174,0.18397164227944351,1.0777879835005515,-0.3235260050099264,-0.3276230681746509,-0.6164430467420488,-0.1505430712018409,-0.10125517339907268,1.5294186715164715,0.8912228226897002,1.2516664136986155,-1.7165712925514722,-1.102359419129711,0.17816559673216992,-1.1300973417840008,-0.27182776731014086,1.6617713281077555,1.541218334623401,0.23064890866790688,0.48896900543719013,-0.5692609191830585,1.4776078505975316,0.6514815657515889,0.5611111314334118,-0.6707202274726636,-0.21736506381632914,0.14653742071726164,0.4181818467770501,0.404467779839166,0.5617102356411168,-0.4026385497706165,-0.08899064422651484,0.07815406824233427,1.2646412829647014,1.588653415504003,-0.7186096927631114,-1.649357696396646,1.5615810551067744,-1.074222570647509,0.04515569967111503,0.40239905554232464,-0.5054557400250612,0.6639188451300688,1.0137801170545422,-1.0581624689005682,-0.849270676629617,1.1075113577474038,0.19256492193051233,0.10768837048478391,-1.373555502733274,1.8983552559690722,0.8209019021427866
KIN001-135,0.7181160004932905,1.5393024382139076,0.5757369063079273,-0.4266120928241885,0.1088762669178707,0.8196059393084325,-1.8280582126356124,0.4727009352471622,0.10375761349597888,-0.2803241952897068,0.15165379972805404,0.5538082444158162,-0.11806245994835021,1.1557011777709345,1.5085191152354374,1.2040212955727416,2.0937289007579043,1.4678234699788295,-0.4295992756092553,1.1935754107426428,1.1089508121760407,-0.918782752763564,1.8370092915733756,-0.014831998131867696,0.8963132025100491,-3.1696714773152923,0.991229797349163,0.3953574041910749,0.8050058219603762,1.5274681264622503,1.0469275398445947,1.5367000117868568,1.0258569569857539,0.8728396493955749,1.2847204212850245,3.137351877941533,1.928754067787519,0.3287942964501615,1.4941053104370101,0.32001595193625615,-0.7598312645996319,1.1321446089192901,1.1648894820956965,1.4785788175601717,0.8764668527526367,1.3534125039061464,0.5993327994680522,1.3806854658119188,-0.5454353810287548,-0.06884731135348346,0.6617842385346513,1.404990929086696,1.226812550102709,2.8863062391304197,1.510621701269437,1.7327410153312748,0.1797293533527964,-0.12486676332396773,1.1776650046823014,-1.3756174091727846,0.783823249270509,2.1141710874521764,1.8288619730108064,1.1647486215869263,2.031290431135482,1.1617665475361962,2.7926590059813896,0.7922049020482004,1.1702917853331931,-0.009932069088604036,0.457206446176249,0.6463854698740725,1.2575149388284412,1.1715951444009973,1.2404612573437663,1.5850626171963575,-0.31459619357547286,-0.003201000274494389,2.169870478168013,1.6506221208455036,0.20683185485028066,-1.7608605634655863,2.1323158133061417,-0.03053719904928322,1.377093796530296,1.3643729656381747,0.5709145397285871,1.2377973786006928,0.9102062262432465,-0.46623474504533197,-1.0965394242881137,1.9530950101031739,-0.16907693358404097,0.9536276315065981,-2.0373925386861624,2.5629223096607103,1.4307048863210068
Sorafenib,-0.6023176863360789,0.959178483331664,-0.8670065180637881,-1.3270766005382215,-0.6688895751940427,0.2857593560562763,-2.9285926136465266,-1.158915248492695,-1.543425579059449,-2.774207965931781,-1.3655377290535078,-1.0014296172124275,-2.7737739893019806,-0.8347609632923071,-0.5657110140159571,-0.8704246500645972,0.08639585774755847,-0.6668135915858399,-1.6303556518278113,-0.997238985751872,-0.6956762014923735,-1.5615961692367157,-0.17447779011440923,-1.1803202687916499,-1.126430950530497,-1.7346438660621022,-1.29043225058282,-1.9498150968056425,-0.7581882741358473,-0.08420355072238925,0.09743633129116731,0.0409405372616851,0.04251018355266787,-0.9596897396209461,-0.8647887755388856,1.2317363591254855,-0.7515764609099993,-0.9728870198412372,0.6790322162559798,-1.1323509971837922,-1.2672171008079252,-0.37594125168935333,-0.13496567265435414,-0.1262054331574905,-0.25407634270569857,0.09698428412968305,-0.8839082955833952,-0.11427342408904592,-1.5004697690909237,-1.9471826258066935,-1.7489291056521548,-1.125964073700766,-1.1257411953076322,0.4423385608531039,-0.2935728949743943,0.2252908297197734,-2.4839452135485676,-2.1753121916338083,-0.7287225609224753,-2.0595100749146162,-1.5278118381713301,0.47997697327975625,0.4297996497675434,-0.9331864790126999,-0.9308600880835494,-1.4205617997914874,0.3748943254155047,-0.7411408243466417,-0.7401646728223121,-1.0753122531427872,-1.4696023889213234,-1.0321294552644267,-0.9297479892203877,-0.8964116173080172,-0.49370355865222837,-1.4465729039467095,-1.3703879008589515,-0.9571881836538167,0.3862211559131884,0.6245181718775416,-1.914806835404807,-0.8952861645866651,0.1534909302499803,-2.1633616706677823,-1.1366665619690797,-0.8340840465658097,-1.57615064857002,-0.5891685928472876,-0.0026649663143321024,-2.3167202760876573,-2.056221137394931,-0.20233394343249722,-1.029758680151927,-1.180077597364608,-2.483448306900024,1.1456148565371151,-0.23407137616208148
Bortezomib,-0.9930209376139536,-2.4837665895143823,-0.716294687318811,0.30930267986353216,1.5660406891007392,0.4614512723587961,0.48646892502999556,-0.6773483068413287,-0.7191874616682946,-1.351654769272722,-0.5601839704022019,-0.4940694817053292,-2.009590473577212,-1.9347009586631205,-1.9447521951386315,-2.0886846158057155,-1.874703382101322,-2.0132354374241364,0.4498188892058236,-1.8748968870438276,-1.4998494692054485,0.8710367382183704,-1.9723143994895989,1.4036011369707964,-1.354644459232649,3.3072598892873493,-1.274427657302623,-1.217245639709434,-0.7077907533819399,-1.4136262027072108,-0.6899397911824208,-1.422612371056695,-0.8884095551564409,-1.377758671482435,-2.0244988261688963,-3.128406250797143,-2.3698021946588868,-0.3415245745774083,-0.8143549831456786,-0.3008387721161683,0.3398117499878606,-1.2906271254705315,-1.0964940566516628,-1.541942488707197,-1.29159865372562,-1.2944599195249318,-1.1189203010956474,-1.8044411077135616,0.5759701604353242,0.19041553430556316,-1.4976499762898063,-2.4111084015475504,-2.118711674769669,-3.127488455321434,-1.8172216993980683,-1.4990018014468192,-2.246053171158585,-0.6877400807356452,-1.6073724655575867,1.035364729270245,-2.3005291474377407,-1.336273157215995,-1.295715428283171,-1.9071844837635339,-3.3094634684268334,-2.476159641169434,-2.2616449920297605,-0.631069061215812,-1.6951291648490097,0.4582733689731837,-1.1443176248264715,-0.9101205055258025,-1.7577643811651678,-1.5593979317849156,-1.083457587242919,-3.0678475188589536,0.15850796148763435,-0.3208071118737365,-2.3257531776617126,-1.0250869154106812,-1.1903349018221685,2.2067761912021857,-2.100265731928286,-1.4952572663600405,-2.462482537170715,-2.0508212178093044,-1.4202563398609405,-1.5414998728077989,-1.003647948381985,0.017103911453655442,0.8555314801318317,-1.4181917502069004,-0.057831983462375794,-1.8457664941465184,1.456130203389829,-2.019323155306304,-1.5880224770768763
GSK269962A.1,2.794608152573231,-0.7966193104184079,2.133390815961367,1.605954748856311,2.1722187171118232,2.888606218313724,0.6738108061066453,2.203854762311907,2.2915161187152497,0.4938064660702502,1.4027406184416713,2.2387904699112204,0.004140343041429326,1.4192934193977285,2.1164968360479133,0.7343761239279509,3.120027743455022,2.686475338898869,1.4898860144497497,2.174939068839972,2.4227350926143667,0.8387192885150037,2.471794363747516,2.568521035880307,1.72284356506316,-2.3416856124404695,1.6335847916880775,1.0805133857273763,2.534883192547132,2.6224345916071488,2.837525902101489,2.71037939484744,2.981023194950482,2.4604190727071122,1.9666030371013958,1.843185181324717,2.3923505237804124,2.126951536867888,2.5449655477809494,2.0139977940324143,0.9779291440015632,2.5002303657174787,2.7433067715730353,2.436801199968197,1.9275060225031047,2.551798054316301,1.9705068530891632,3.0685949798482537,1.6417975191505134,2.2641506790512773,1.1399374724626248,1.10367077061895,1.2577430085113626,2.4011462303727305,2.7155530792658578,2.8349364407088466,-0.15540686323830238,1.351154982080655,1.991191076681751,0.677319615744769,1.6055720514780591,3.607914658555756,3.322084495621005,2.0926148840804735,2.347293241375016,0.9929596629054983,3.0124884077771545,2.3327622139309137,2.2948412810347154,0.7093348426327937,1.9260609648563354,2.159053096713692,2.0592876183233226,2.2431331958890004,2.284180171776739,0.3544617461043916,1.554854203877733,1.4222329969017335,2.1014804974256345,2.8260747487252824,1.064607227029895,-1.6883223518271515,2.5496148591607817,-0.06839640975408576,1.6258731061740823,1.798353579561466,0.44709915302206205,2.5774942601398174,2.3505792543565542,1.3687701040347962,2.033102391624994,2.7348184249683385,2.0689499042007147,2.050323321496026,0.48134919666892195,1.9801386142211406,2.3195802417044384
MG-132,-1.0108884815563162,0.4022107035422733,-1.001210659174203,0.1357687921293817,1.50233963050803,0.7958714910026464,-1.259100747748904,-0.6452382351316875,-1.055753149397127,-1.9210502779961602,-0.7129886859892192,-0.45521902341582654,-1.589781134884567,-1.7023112173987967,-1.1024498992090364,-1.699604343473191,-1.1899714545885602,-0.9410457263230865,-0.24242731684704397,-1.4291992471140686,-1.042592340370132,0.2825287667202839,-1.160947242337623,1.2465293647009494,-1.202228652611347,1.4110537785452597,-0.9162813812912033,-1.2236602354524138,-0.45765816245731916,-1.1497213044613421,-0.6540363413006497,-0.9782902428705513,-0.531511893084189,-1.3251335815819327,-1.593624865074162,-1.0556403446023719,-1.5208749242113488,-0.1150448751251668,-0.4449634716073138,-0.2945838830601342,0.46809890818267835,-1.452152770322532,-1.2154209423028828,-0.44892406958539427,-1.1271586820704664,-1.2020153492241745,-1.585422469759156,-1.2405895285895459,0.2739097015716619,0.04332983838627846,-1.411655185196205,-1.9621547742617795,-1.822361300528227,-1.3903233270514948,-1.6069665681294596,-1.0192099905861511,-2.2764219413039304,-1.1911258071179158,-1.987019046293234,-0.3303435660492722,-2.3757344535562885,-0.7357343839264313,-0.8410796321446452,-1.7294347670555967,-2.1221436450474944,-1.7244671752179443,-1.8256530056115623,-0.03544515465944449,-1.0283715525969974,0.27076258389224883,-1.4859708622292027,-1.0248508117871937,-1.0560515014827232,-1.1489246357349854,-0.6519245287336295,-2.2793748329030663,0.3168339198893778,-0.6250072970874562,-1.1544935494751214,-0.5670497184158743,-1.3636431482894644,0.9788806709658993,-1.2221871539586755,-1.5948427728708627,-2.0226837233594446,-1.160007575110879,-0.8871260792918915,-1.4824658143617968,-1.1826237532688273,-0.42566309884669157,-0.801298928507737,-0.374279555993178,-0.38776047744957254,-1.4276267621721486,0.2780914719834454,-0.3863235031183733,-1.3563541624137094
Paclitaxel,1.2801403483614018,0.26218815805928974,1.3010879839492588,0.33097761961825867,2.5372740374061062,2.4033288214853803,-0.10967833869440632,0.7435925099953669,0.5595333333731283,-0.22759305692798862,0.21911576606784194,1.1905295552879296,-0.6634454881855879,0.5034859332151673,0.8250227783591976,0.009987116006529073,2.5171006831102107,1.7743354478029436,1.7542600682673666,0.8041575600445381,1.1667841002597843,-0.6392011598300772,1.931531287760911,2.4573564471607297,0.7860965445707804,-1.4404951036676859,1.1139651007511084,0.3868467709198015,1.5657138471916963,1.6037138061280727,2.014888457660481,1.8136862689007403,1.8960398823566038,0.9497901885424485,0.500528702531462,1.1849055734187808,1.7393024894877258,0.6968430919036739,1.9194380554428023,0.7692368540341721,-0.4746610761756166,1.4079408353029361,1.4434155268341142,0.9399746429729382,0.9013739241236302,1.7001279659861759,0.7063256102160168,1.8731317522990152,0.3321847515939235,0.9797900154146489,0.5394562388500397,0.26894912794236336,0.2308711507544944,1.50867860571974,1.5325434300295833,2.0406918194471313,-0.22398073117325862,0.41827655827471005,1.3098673096470483,-0.354289141240452,-0.06311286269097664,2.726529800287706,2.2189198414471702,1.0729284612678562,0.8442241491366377,0.9584450472450703,2.273615621477332,0.6957865660168351,0.8230460765253106,1.0186296769495626,0.6294049653626955,0.8682615584424859,0.5509076753512389,0.9265002267697205,1.8721426575623552,-0.4353553858291626,0.10859055908796007,-0.04209373706240788,1.469461054695914,2.0119350351969327,-0.2763091401324631,0.31317096077034834,1.1167689088740802,-1.4011578666148465,0.8255327347411956,0.5478234770998688,-0.939217334990965,1.4439185341297207,1.490175334459366,0.4039214495118051,1.0827179930626165,2.1736371072325773,0.4795280289701649,0.60467620069106,-1.2869302559259352,0.9205898236780231,1.2571367832440385
A-770041,1.830300767811914,-0.5515737174295928,1.1215641577940543,1.5605730268924138,0.7179223895952427,0.9604929366243937,2.3467999674697397,2.0359419554065754,1.9882557003690988,0.5699814095271425,1.8123588087668396,1.2509549003115872,0.821282285531684,0.849952694171303,1.9647398954243958,0.848284332126233,0.9424558672992502,1.3335291680074408,-0.7789186627465179,1.9416487402955647,2.1600845042820005,2.08949775348752,1.283119680003555,1.1690010865911904,1.6138419379521767,-1.035722295459541,1.7462349698796844,1.1968733102160412,1.3937730223225064,0.7671142787045071,0.7215284381416948,1.063377810311551,1.7941815440368563,2.160918855471916,1.9272128962168205,0.19057798121307032,1.5773195610040147,2.078404299542553,0.5281726238872567,1.7973766358271115,1.87085876000645,0.31541561528195117,0.3770258300048514,2.373705780054373,-0.4718247037805859,0.2549803770397478,1.5288621405689387,1.8310243814128189,1.7848755656188777,1.143580761187137,0.9835119181849553,1.0001437278851335,1.3659954660781768,1.2858474322320876,1.0895048899387714,1.028350761285258,0.6211869809708415,1.6159320684758363,0.6858579852728075,0.971638635744617,1.7528533836474756,-0.3393483169625948,-0.09476064959760679,0.4510518409942437,1.444486962087816,0.861895231896104,-0.11331424611309181,2.331368751295433,2.0835823859445384,0.48850079167760635,1.7321363593664956,1.6881355689659527,2.365035216233667,1.9541217977452312,1.1234421802547445,-0.18757433028893034,1.959976732387266,1.166107177828464,-0.7418664212581396,0.44346480160135127,1.7854853972219125,-1.2913445326651192,0.8316207788471245,1.4658618559276233,0.28973695828617496,1.6359579845051528,1.7543470967613495,1.1866782120490018,-0.3348354726126208,1.8340662011293773,0.9620881823886255,0.2903536840395616,1.73331843231724,1.897400361495967,2.053186072141023,2.212359500875668,1.2755004947718507
